,season,week,date,awayteam,hometeam,stadium,location,winner,proba_away,proba_home
253,2022,17,2023-01-01,Vikings,Packers,Lambeau Field,"Green Bay, WI",0,0.5385,0.4615
254,2022,17,2023-01-01,Rams,Chargers,SoFi Stadium,"Inglewood, CA",0,0.6688,0.3312
255,2022,17,2023-01-02,Bills,Bengals,Paycor Stadium,"Cincinnati, OH",0,0.597,0.403
256,2022,18,2023-01-08,Buccaneers,Falcons,Mercedes-Benz Stadium,"Atlanta, GA",0,0.6134,0.3866
257,2022,18,2023-01-08,Patriots,Bills,Highmark Stadium,"Orchard Park, NY",0,0.597,0.403
258,2022,18,2023-01-08,Vikings,Bears,Soldier Field,"Chicago, IL",0,0.597,0.403
259,2022,18,2023-01-08,Ravens,Bengals,Paycor Stadium,"Cincinnati, OH",0,0.597,0.403
260,2022,18,2023-01-08,Chargers,Broncos,Empower Field at Mile High,"Denver, CO",0,0.597,0.403
261,2022,18,2023-01-08,Lions,Packers,Lambeau Field,"Green Bay, WI",0,0.5246,0.4754
262,2022,18,2023-01-08,Texans,Colts,Lucas Oil Stadium,"Indianapolis, IN",0,0.597,0.403
263,2022,18,2023-01-08,Chiefs,Raiders,Allegiant Stadium,"Las Vegas, NV",0,0.7309,0.2691
264,2022,18,2023-01-08,Jets,Dolphins,Hard Rock Stadium,"Miami Gardens, FL",0,0.5634,0.4366
265,2022,18,2023-01-08,Panthers,Saints,Caesars Superdome,"New Orleans, LA",0,0.6059,0.3941
266,2022,18,2023-01-08,Giants,Eagles,Lincoln Financial Field,"Philadelphia, PA",0,0.5673,0.4327
267,2022,18,2023-01-08,Browns,Steelers,Acrisure Stadium,"Pittsburgh, PA",0,0.5188,0.4812
268,2022,18,2023-01-08,Cardinals,49ers,Levi's Stadium,"Santa Clara, CA",0,0.597,0.403
269,2022,18,2023-01-08,Rams,Seahawks,Lumen Field,"Seattle, WA",0,0.6688,0.3312
270,2022,18,2023-01-08,Cowboys,Washington,FedExField,"Landover, MD",0,0.597,0.403
271,2022,18,2023-01-08,Titans,Jaguars,TIAA Bank Field,"Jacksonville, FL",0,0.7391,0.2609
