,season,week,awayteam,hometeam,idgame,winner_home,home_coach,away_coach,weather_type,temperature,humidity,wind,streak_away,pass_yds_MA_5_away,pass_td_MA_5_away,rush_yds_MA_5_away,rush_td_MA_5_away,rec_yds_MA_5_away,rec_td_MA_5_away,fumbles_MA_5_away,fumbles_rec_MA_5_away,defense_sacks_MA_5_away,defense_td_MA_5_away,interceptions_MA_5_away,interceptions_td_MA_5_away,kicks_return_yds_MA_5_away,kicks_return_td_MA_5_away,punt_return_yds_MA_5_away,kicking_pts_MA_5_away,streak_home,pass_yds_MA_5_home,pass_td_MA_5_home,rush_yds_MA_5_home,rush_td_MA_5_home,rec_yds_MA_5_home,rec_td_MA_5_home,fumbles_MA_5_home,fumbles_rec_MA_5_home,defense_sacks_MA_5_home,defense_td_MA_5_home,interceptions_MA_5_home,interceptions_td_MA_5_home,kicks_return_yds_MA_5_home,kicks_return_td_MA_5_home,punt_return_yds_MA_5_home,kicking_pts_MA_5_home,delta_day_away,delta_day_home,stade,location,people,month,dayofmonth,dayofweek
223,2017,1,Giants,Cowboys,400951608,1,Jason Garrett,Ben McAdoo,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,AT&T Stadium,"Arlington, TX",93.0,9,11,0
224,2017,15,Ravens,Browns,400951778,0,Hue Jackson,John Harbaugh,cloudy,36.0,78.0,0.0,-1.0,232.2,1.4,104.6,1.6,232.2,1.4,1.0,0.8,3.4,0.2,1.6,0.2,62.6,0.0,15.6,10.4,-13.0,222.6,1.2,129.0,0.6,222.6,1.2,2.0,0.2,1.8,0.0,0.2,0.0,60.4,0.0,10.4,4.8,6.0,7.0,FirstEnergy Stadium,"Cleveland, OH",84.0,12,17,6
225,2017,15,Bengals,Vikings,400951784,1,Mike Zimmer,Marvin Lewis,indoor,,,,-2.0,211.0,2.0,90.8,0.4,211.0,2.0,1.0,0.2,2.8,0.0,0.6,0.0,35.4,0.0,20.2,5.0,-1.0,274.6,2.2,122.8,1.0,274.6,2.2,0.4,0.4,1.6,0.0,0.6,0.0,39.6,0.0,19.2,6.4,7.0,7.0,U.S. Bank Stadium,"Minneapolis, MN",100.0,12,17,6
226,2017,16,Falcons,Saints,400951637,1,Sean Payton,Dan Quinn,sunny,56.0,71.0,4.0,2.0,233.8,1.2,134.4,1.0,233.8,1.2,1.2,0.4,2.0,0.2,0.4,0.0,92.2,0.0,11.0,8.6,1.0,290.4,1.6,122.4,1.4,290.4,1.6,0.8,0.2,2.0,0.0,1.2,0.0,47.2,0.0,15.8,8.2,5.0,7.0,Caesars Superdome,"New Orleans, LA",100.0,12,24,6
227,2017,16,Bills,Patriots,400951631,1,Bill Belichick,Sean McDermott,cloudy,35.0,67.0,7.0,2.0,167.6,0.8,160.6,1.0,167.6,0.8,1.2,0.0,1.8,0.0,1.0,0.0,60.4,0.0,13.2,5.2,1.0,271.2,1.8,115.6,1.2,271.2,1.8,1.0,0.4,3.2,0.0,1.0,0.0,37.4,0.0,12.6,9.2,7.0,6.0,Gillette Stadium,"Foxboro, MA",100.0,12,24,6
228,2017,8,Vikings,Browns,400951683,0,Hue Jackson,Mike Zimmer,cloudy,56.0,56.0,11.0,3.0,238.2,1.0,130.4,1.0,238.2,1.0,1.2,0.2,3.4,0.0,1.4,0.0,38.2,0.0,27.0,9.6,-7.0,216.2,1.0,99.2,0.6,216.2,1.0,1.0,0.6,2.4,0.2,0.4,0.2,29.2,0.0,17.6,4.2,6.0,6.0,Twickenham Stadium,London,90.0,10,29,6
229,2017,16,Rams,Titans,400951667,0,Mike Mularkey,Sean McVay,cloudy,39.0,90.0,11.0,1.0,224.4,1.6,115.2,1.2,226.2,1.6,1.4,0.4,3.8,0.2,0.6,0.2,69.0,0.0,51.2,8.8,-2.0,208.0,1.0,99.4,1.0,208.0,1.0,0.6,0.2,5.2,0.0,0.2,0.0,38.8,0.0,14.4,6.2,6.0,6.0,Nissan Stadium,"Nashville, TN",87.0,12,24,6
230,2017,7,Bengals,Steelers,400951609,1,Mike Tomlin,Marvin Lewis,sunny,79.0,37.0,6.0,2.0,244.0,1.4,84.0,0.2,244.0,1.4,1.6,0.0,3.6,0.2,0.8,0.2,38.2,0.0,44.0,6.0,1.0,251.6,1.0,121.8,0.8,251.6,1.0,0.8,0.6,2.6,0.0,0.8,0.0,26.0,0.0,5.8,8.2,14.0,7.0,Acrisure Stadium,"Pittsburgh, PA",96.0,10,22,6
231,2017,15,Patriots,Steelers,400951812,0,Mike Tomlin,Bill Belichick,cloudy,42.0,62.0,4.0,-1.0,272.2,2.2,120.0,1.0,272.2,2.2,1.0,0.6,2.8,0.0,1.0,0.0,43.2,0.2,10.4,10.0,8.0,336.4,2.8,85.0,0.4,336.4,2.8,0.8,0.0,3.0,0.0,1.2,0.0,47.6,0.0,8.8,10.6,5.0,6.0,Acrisure Stadium,"Pittsburgh, PA",100.0,12,17,6
232,2017,15,Rams,Seahawks,400951811,0,Pete Carroll,Sean McVay,cloudy,47.0,88.0,15.0,-1.0,271.8,1.8,87.2,0.6,273.6,1.8,1.0,0.4,3.0,0.2,1.0,0.2,68.4,0.0,32.0,9.8,-1.0,243.6,2.4,108.6,0.4,243.6,2.4,0.6,0.6,1.8,0.0,0.4,0.0,85.6,0.0,6.4,7.4,6.0,6.0,Lumen Field,"Seattle, WA",100.0,12,17,6
233,2017,15,Texans,Jaguars,400951781,1,Doug Marrone,Bill O'Brien,,72.0,55.0,5.0,-3.0,261.2,1.2,86.4,0.6,261.2,1.2,2.2,0.2,2.0,0.0,0.6,0.0,28.2,0.0,15.8,5.8,2.0,238.6,1.2,123.4,1.0,238.6,1.2,2.0,1.0,2.4,0.4,1.8,0.0,44.4,0.0,30.8,8.2,7.0,6.0,TIAA Bank Field,"Jacksonville, FL",95.0,12,17,6
234,2017,7,Broncos,Chargers,400951624,1,Anthony Lynn,Vance Joseph,sunny,9.0,15.0,4.0,-1.0,,,,,,,,,,,,,,,,,2.0,288.2,1.4,82.0,0.8,288.2,1.4,1.0,0.2,2.8,0.0,0.6,0.0,37.4,0.0,15.8,5.8,6.0,7.0,Dignity Health Sports Park,"Carson, CA",94.0,10,22,6
235,2017,7,Falcons,Patriots,400951638,1,Bill Belichick,Dan Quinn,cloudy,,56.0,,-2.0,271.4,1.2,120.6,1.2,271.4,1.2,0.8,0.2,2.4,0.2,0.4,0.0,43.0,0.0,14.6,8.6,2.0,338.4,2.6,97.8,0.6,338.4,2.6,1.2,0.2,2.2,0.0,1.0,0.0,21.4,0.0,24.8,9.4,7.0,7.0,Gillette Stadium,"Foxboro, MA",100.0,10,23,0
236,2017,16,Dolphins,Chiefs,400951625,1,Andy Reid,Adam Gase,cloudy,23.0,71.0,15.0,-1.0,270.4,1.6,103.0,0.4,270.4,1.6,2.4,0.2,1.8,0.4,1.2,0.2,64.0,0.0,23.6,7.8,2.0,258.8,1.4,128.0,0.6,258.8,1.4,0.4,0.4,1.4,0.0,1.2,0.0,70.6,0.0,11.8,9.2,7.0,7.0,GEHA Field at Arrowhead Stadium,"Kansas City, MO",90.0,12,24,6
237,2017,3,Browns,Colts,400951599,1,Chuck Pagano,Hue Jackson,sunny,83.0,45.0,5.0,-2.0,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,7.0,7.0,Lucas Oil Stadium,"Indianapolis, IN",100.0,9,24,6
238,2017,7,Washington,Eagles,400951641,1,Doug Pederson,Jay Gruden,cloudy,7.0,78.0,9.0,,,,,,,,,,,,,,,,,,4.0,255.4,2.2,147.4,0.6,255.4,2.2,1.4,0.2,2.0,0.0,1.0,0.0,25.6,0.0,28.8,9.8,,11.0,Lincoln Financial Field,"Philadelphia, PA",100.0,10,24,1
239,2017,7,Cowboys,49ers,400951619,0,Kyle Shanahan,Jason Garrett,sunny,68.0,60.0,10.0,-2.0,238.4,2.2,124.0,0.8,238.4,2.2,0.8,0.4,3.2,0.0,0.4,0.0,32.6,0.0,12.2,7.0,-6.0,259.4,1.0,103.6,1.0,259.4,1.0,0.8,0.6,2.8,0.0,0.6,0.0,52.4,0.0,25.8,10.0,13.0,7.0,Levi's Stadium,"Santa Clara, CA",100.0,10,22,6
240,2017,3,Steelers,Bears,400951590,1,John Fox,Mike Tomlin,sunny,,,,2.0,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,7.0,7.0,Soldier Field,"Chicago, IL",100.0,9,24,6
241,2017,3,Falcons,Lions,400951594,0,Jim Caldwell,Dan Quinn,indoor,68.0,70.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,6.0,5.0,Ford Field,"Detroit, MI",98.0,9,24,6
242,2017,15,Packers,Panthers,400951777,1,Ron Rivera,Mike McCarthy,cloudy,51.0,55.0,5.0,2.0,209.0,1.4,119.8,1.0,209.0,1.4,0.8,0.4,3.6,0.2,1.0,0.0,70.8,0.0,23.2,5.2,1.0,175.8,1.4,193.6,2.0,175.8,1.4,1.4,0.6,2.6,0.2,0.8,0.0,44.4,0.0,26.8,7.2,7.0,7.0,Bank of America Stadium,"Charlotte, NC",100.0,12,17,6
243,2017,15,Cardinals,Washington,400951809,1,Jay Gruden,Bruce Arians,cloudy,5.0,47.0,1.0,1.0,234.0,1.4,88.8,0.4,234.0,1.4,1.0,0.6,2.6,0.0,1.0,0.0,34.2,0.0,33.2,7.2,,,,,,,,,,,,,,,,,,6.0,,FedExField,"Landover, MD",100.0,12,17,6
244,2017,2,49ers,Seahawks,400951676,1,Pete Carroll,Kyle Shanahan,cloudy,65.0,60.0,12.0,-1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,7.0,7.0,Lumen Field,"Seattle, WA",100.0,9,17,6
245,2017,3,Ravens,Jaguars,400951579,1,Doug Marrone,John Harbaugh,,7.0,51.0,10.0,2.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,6.0,6.0,Wembley Stadium,London,98.0,9,24,6
246,2017,2,Packers,Falcons,400951679,1,Dan Quinn,Mike McCarthy,,78.0,72.0,4.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,7.0,7.0,Mercedes-Benz Stadium,"Atlanta, GA",94.0,9,18,0
247,2017,3,Rams,49ers,400951568,0,Kyle Shanahan,Sean McVay,sunny,68.0,42.0,13.0,-1.0,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,4.0,4.0,Levi's Stadium,"Santa Clara, CA",100.0,9,22,4
248,2017,16,Vikings,Packers,400951602,0,Mike McCarthy,Mike Zimmer,,1.0,67.0,6.0,1.0,261.0,1.8,127.2,1.0,261.0,1.8,0.4,0.4,2.0,0.2,0.8,0.2,28.2,0.0,25.6,6.8,-1.0,224.6,1.8,111.8,0.8,224.6,1.8,1.0,0.4,2.8,0.2,1.0,0.0,60.6,0.0,17.8,4.2,6.0,6.0,Lambeau Field,"Green Bay, WI",96.0,12,24,6
249,2017,2,Lions,Giants,400951681,0,Ben McAdoo,Jim Caldwell,cloudy,72.0,80.0,5.0,1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,8.0,8.0,MetLife Stadium,"East Rutherford, NJ",93.0,9,19,1
250,2017,16,Browns,Bears,400951617,1,John Fox,Hue Jackson,cloudy,,24.0,,-14.0,204.4,1.0,114.8,0.4,204.4,1.0,2.2,0.2,1.2,0.0,0.0,0.0,68.8,0.0,10.4,4.4,-1.0,202.6,0.8,113.0,1.0,202.6,0.8,1.2,1.2,2.6,0.0,0.4,0.0,59.4,0.0,17.8,4.8,7.0,7.0,Soldier Field,"Chicago, IL",96.0,12,24,6
251,2017,16,Lions,Bengals,400951621,1,Marvin Lewis,Jim Caldwell,cloudy,35.0,76.0,2.0,2.0,296.6,1.6,68.0,0.8,296.6,1.6,1.8,0.8,1.6,0.2,1.0,0.0,54.0,0.0,25.8,7.2,-3.0,184.4,1.6,89.4,0.4,184.4,1.6,0.8,0.2,2.4,0.0,0.6,0.0,39.0,0.0,13.4,4.8,7.0,7.0,Paycor Stadium,"Cincinnati, OH",73.0,12,24,6
252,2017,3,Broncos,Bills,400951583,1,Sean McDermott,Vance Joseph,sunny,83.0,56.0,5.0,1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,6.0,7.0,Highmark Stadium,"Orchard Park, NY",96.0,9,24,6
253,2017,7,Seahawks,Giants,400951628,0,Ben McAdoo,Pete Carroll,cloudy,75.0,29.0,7.0,2.0,244.4,1.6,109.2,0.4,244.4,1.6,1.2,0.6,2.2,0.4,1.0,0.2,33.2,0.0,9.8,7.2,1.0,249.2,1.8,100.4,0.4,249.2,1.8,1.0,0.6,2.2,0.2,0.6,0.2,37.2,0.0,13.4,5.6,14.0,6.0,MetLife Stadium,"East Rutherford, NJ",95.0,10,22,6
254,2018,6,Chargers,Browns,401030746,0,Hue Jackson,Anthony Lynn,sunny,51.0,61.0,9.0,2.0,299.0,2.6,115.6,0.6,299.0,2.6,1.4,0.4,2.2,0.0,1.2,0.0,29.0,0.0,28.0,7.0,1.0,283.4,1.2,129.6,1.4,283.4,1.2,2.0,1.0,2.6,0.0,1.2,0.0,58.2,0.0,10.2,6.6,6.0,7.0,FirstEnergy Stadium,"Cleveland, OH",100.0,10,14,6
255,2018,10,Giants,49ers,401030873,0,Kyle Shanahan,Pat Shurmur,cloudy,62.0,22.0,0.0,-4.0,326.8,1.2,72.0,0.6,326.8,1.2,1.4,0.4,1.2,0.0,0.4,0.0,66.6,0.0,12.4,7.0,1.0,243.2,1.8,135.6,0.6,243.2,1.8,2.4,0.2,3.0,0.0,0.2,0.0,54.4,0.0,9.4,6.6,15.0,11.0,Levi's Stadium,"Santa Clara, CA",100.0,11,13,1
256,2018,9,Packers,Patriots,401030858,1,Bill Belichick,Mike McCarthy,,4.0,76.0,2.0,1.0,343.2,1.8,112.2,0.8,343.2,1.8,1.8,0.6,3.4,0.0,0.8,0.0,32.6,0.0,14.0,8.4,4.0,311.2,2.0,125.8,1.6,311.2,2.0,1.2,0.6,1.6,0.2,1.6,0.2,51.2,0.2,13.6,11.2,7.0,6.0,Gillette Stadium,"Foxboro, MA",100.0,11,5,0
257,2018,9,Titans,Cowboys,401030862,0,Jason Garrett,Mike Vrabel,,74.0,58.0,4.0,-3.0,187.0,0.6,107.8,0.4,187.0,0.6,1.0,0.4,2.0,0.0,0.4,0.0,41.8,0.0,14.6,7.2,-1.0,217.4,1.4,145.2,0.6,217.4,1.4,1.6,0.4,2.0,0.0,0.4,0.0,24.8,0.0,12.4,10.4,15.0,15.0,AT&T Stadium,"Arlington, TX",90.0,11,6,1
258,2018,8,Dolphins,Texans,401030703,1,Bill O'Brien,Adam Gase,cloudy,66.0,70.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRG Stadium,"Houston, TX",100.0,10,26,4
259,2018,8,Jets,Bears,401030747,1,Matt Nagy,Todd Bowles,cloudy,48.0,71.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soldier Field,"Chicago, IL",100.0,10,28,6
260,2018,8,Eagles,Jaguars,401030699,0,Doug Marrone,Doug Pederson,cloudy,48.0,59.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wembley Stadium,London,100.0,10,28,6
261,2018,6,Steelers,Bengals,401030743,0,Marvin Lewis,Mike Tomlin,cloudy,51.0,93.0,6.0,1.0,313.6,2.2,77.0,1.2,313.6,2.2,1.6,1.0,3.6,0.4,0.8,0.2,69.6,0.2,7.2,4.8,2.0,289.0,2.4,95.4,0.8,289.0,2.4,0.6,0.6,2.6,0.6,1.0,0.2,36.0,0.0,12.8,7.8,7.0,7.0,Paycor Stadium,"Cincinnati, OH",92.0,10,14,6
262,2018,6,Seahawks,Raiders,401030706,0,Jon Gruden,Pete Carroll,cloudy,52.0,93.0,10.0,-1.0,217.2,2.0,122.4,0.8,217.2,2.0,2.0,0.4,1.8,0.0,1.8,0.0,53.0,0.0,17.2,6.4,-1.0,328.2,1.4,95.2,0.6,328.2,1.4,0.4,0.4,1.2,0.2,0.6,0.2,16.6,0.0,25.6,7.8,6.0,6.0,Wembley Stadium,London,99.0,10,14,6
263,2018,8,Buccaneers,Bengals,401030744,1,Marvin Lewis,Dirk Koetter,cloudy,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paycor Stadium,"Cincinnati, OH",69.0,10,28,6
264,2018,8,Seahawks,Lions,401030740,0,Matt Patricia,Pete Carroll,,68.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford Field,"Detroit, MI",100.0,10,28,6
265,2018,9,Falcons,Washington,401030826,0,Jay Gruden,Dan Quinn,sunny,55.0,46.0,5.0,2.0,366.4,2.6,67.8,0.8,366.4,2.6,0.8,0.0,2.0,0.0,0.8,0.0,50.8,0.0,5.8,8.2,,,,,,,,,,,,,,,,,,12.0,,FedExField,"Landover, MD",92.0,11,4,6
266,2018,9,Chargers,Seahawks,401030852,0,Pete Carroll,Anthony Lynn,sunny,56.0,78.0,4.0,4.0,267.2,2.2,127.8,1.0,267.2,2.2,1.0,0.4,2.4,0.0,1.4,0.0,35.6,0.0,35.6,7.6,1.0,206.4,2.2,161.0,1.0,206.4,2.2,1.0,1.2,2.8,0.0,1.0,0.0,53.2,0.0,14.2,6.8,14.0,7.0,Lumen Field,"Seattle, WA",100.0,11,4,6
267,2018,8,Saints,Vikings,401030786,0,Mike Zimmer,Sean Payton,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Bank Stadium,"Minneapolis, MN",100.0,10,29,0
268,2018,9,Lions,Vikings,401030822,1,Mike Zimmer,Matt Patricia,indoor,,,,2.0,255.8,2.0,126.2,0.8,255.8,2.0,1.0,0.6,3.0,0.0,0.2,0.0,26.0,0.0,10.2,8.6,3.0,311.2,1.8,99.8,1.0,311.2,1.8,1.4,0.8,2.2,0.2,1.0,0.0,22.2,0.0,21.8,9.2,7.0,6.0,U.S. Bank Stadium,"Minneapolis, MN",100.0,11,4,6
269,2018,9,Jets,Dolphins,401030816,1,Adam Gase,Todd Bowles,sunny,87.0,62.0,16.0,-1.0,200.8,1.6,118.4,0.4,200.8,1.6,2.0,0.6,1.8,0.2,1.0,0.2,66.4,0.0,20.0,9.8,-1.0,241.6,1.6,113.6,0.4,241.6,1.6,0.6,0.4,1.0,0.0,0.8,0.0,56.8,0.0,31.2,6.2,7.0,9.0,Hard Rock Stadium,"Miami Gardens, FL",100.0,11,4,6
270,2018,9,Chiefs,Browns,401030814,0,Gregg Williams,Andy Reid,sunny,53.0,49.0,16.0,1.0,326.0,2.6,121.8,1.0,326.0,2.6,0.6,0.6,3.6,0.4,1.4,0.4,62.2,0.0,15.0,10.4,-2.0,254.0,1.6,123.2,0.8,254.0,1.6,1.4,0.8,2.2,0.0,1.4,0.0,62.4,0.0,31.2,5.8,7.0,7.0,FirstEnergy Stadium,"Cleveland, OH",100.0,11,4,6
271,2018,9,Bears,Bills,401030769,0,Sean McDermott,Matt Nagy,sunny,49.0,56.0,12.0,-2.0,288.6,2.6,147.6,1.0,288.6,2.6,0.8,0.8,2.0,0.0,1.8,0.0,31.0,0.0,19.2,7.8,-2.0,173.2,0.2,96.6,0.2,173.2,0.2,1.6,0.8,2.6,0.0,0.8,0.0,43.6,0.0,9.6,4.6,7.0,5.0,Highmark Stadium,"Orchard Park, NY",96.0,11,4,6
272,2018,10,Cardinals,Chiefs,401030815,1,Andy Reid,Steve Wilks,sunny,43.0,51.0,5.0,-2.0,207.2,1.0,73.0,0.8,207.2,1.0,1.6,0.8,3.2,0.4,0.8,0.0,38.4,0.0,6.8,4.4,2.0,340.2,3.0,121.2,1.0,340.2,3.0,0.4,0.6,3.2,0.4,1.4,0.4,72.8,0.0,7.6,10.0,13.0,7.0,GEHA Field at Arrowhead Stadium,"Kansas City, MO",100.0,11,11,6
273,2018,6,Jaguars,Cowboys,401030776,1,Jason Garrett,Doug Marrone,,,,,-1.0,305.0,1.6,111.0,0.4,305.0,1.6,1.8,0.4,2.2,0.2,0.6,0.2,31.4,0.0,11.8,6.8,-1.0,192.2,1.0,135.8,0.4,192.2,1.0,1.0,0.6,3.0,0.0,0.2,0.0,19.6,0.0,11.0,7.8,7.0,6.0,AT&T Stadium,"Arlington, TX",91.0,10,14,6
274,2018,6,Ravens,Titans,401030774,0,Mike Vrabel,John Harbaugh,rain,66.0,100.0,4.0,-1.0,314.8,1.6,94.4,1.2,314.8,1.6,2.0,0.2,3.0,0.0,1.0,0.0,38.2,0.0,25.4,9.6,-1.0,198.4,0.8,107.2,0.4,198.4,0.8,1.0,0.4,2.6,0.0,0.8,0.0,30.8,0.2,23.8,9.0,7.0,7.0,Nissan Stadium,"Nashville, TN",93.0,10,14,6
275,2018,6,Chiefs,Patriots,401030779,1,Bill Belichick,Andy Reid,cloudy,45.0,85.0,,9.0,302.6,2.8,115.6,1.2,302.6,2.8,1.2,0.4,3.0,0.2,1.2,0.2,13.8,0.0,37.4,8.6,2.0,251.8,2.4,113.0,0.8,251.8,2.4,0.8,0.8,1.4,0.0,1.2,0.0,44.6,0.0,13.0,7.4,7.0,10.0,Gillette Stadium,"Foxboro, MA",100.0,10,15,0
276,2018,10,Jaguars,Colts,401030766,1,Frank Reich,Doug Marrone,sunny,38.0,46.0,10.0,-3.0,294.0,1.2,86.4,0.4,294.0,1.2,2.2,0.2,2.4,0.0,0.6,0.0,23.2,0.0,13.4,5.4,1.0,305.0,3.6,138.8,0.6,305.0,3.6,1.2,0.8,2.2,0.0,1.4,0.0,22.8,0.0,13.4,7.8,14.0,13.0,Lucas Oil Stadium,"Indianapolis, IN",91.0,11,11,6
277,2018,6,49ers,Packers,401030783,1,Mike McCarthy,Kyle Shanahan,,37.0,55.0,5.0,-3.0,273.0,1.8,136.2,0.6,273.0,1.8,2.6,0.4,1.8,0.2,0.2,0.2,69.8,0.0,7.4,7.6,-1.0,307.8,2.0,102.2,0.2,307.8,2.0,2.4,0.4,3.0,0.0,0.6,0.0,31.6,0.0,22.8,5.4,8.0,8.0,Lambeau Field,"Green Bay, WI",96.0,10,16,1
278,2018,8,Patriots,Bills,401030789,0,Sean McDermott,Bill Belichick,cloudy,46.0,58.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Highmark Stadium,"Orchard Park, NY",98.0,10,30,1
279,2018,9,Raiders,49ers,401030767,1,Kyle Shanahan,Jon Gruden,,82.0,28.0,8.0,-2.0,287.2,1.8,94.2,0.4,287.2,1.8,1.2,0.4,1.0,0.2,0.6,0.2,22.2,0.0,22.0,6.4,-5.0,250.4,1.6,122.2,0.4,250.4,1.6,2.6,0.2,1.8,0.2,0.4,0.2,72.6,0.0,9.2,6.4,4.0,4.0,Levi's Stadium,"Santa Clara, CA",100.0,11,2,4
280,2018,10,Falcons,Browns,401030754,1,Gregg Williams,Dan Quinn,sunny,36.0,56.0,9.0,3.0,361.6,2.4,89.0,1.0,361.6,2.4,0.8,0.0,2.4,0.0,1.0,0.0,36.0,0.0,4.2,9.2,-3.0,256.6,1.6,102.0,0.4,256.6,1.6,0.8,0.8,2.0,0.0,1.2,0.0,48.0,0.0,29.4,4.8,7.0,7.0,FirstEnergy Stadium,"Cleveland, OH",92.0,11,11,6
281,2018,10,Saints,Bengals,401030752,0,Marvin Lewis,Sean Payton,sunny,39.0,51.0,6.0,6.0,262.4,2.0,129.8,2.0,262.4,2.0,1.2,0.8,2.2,0.2,0.6,0.2,35.0,0.0,8.4,9.8,-2.0,256.2,1.8,93.4,1.0,256.2,1.8,0.4,0.2,2.8,0.6,1.4,0.4,60.0,0.0,13.4,6.0,6.0,14.0,Paycor Stadium,"Cincinnati, OH",80.0,11,11,6
282,2018,10,Lions,Bears,401030810,1,Matt Nagy,Matt Patricia,cloudy,37.0,52.0,12.0,-1.0,243.2,1.6,107.6,0.8,243.2,1.6,1.0,0.8,2.8,0.0,0.2,0.0,37.6,0.0,4.6,7.6,1.0,271.6,2.8,136.0,1.2,271.6,2.8,1.0,0.8,2.0,0.4,1.8,0.2,31.0,0.0,24.0,8.0,7.0,7.0,Soldier Field,"Chicago, IL",100.0,11,11,6
283,2018,10,Panthers,Steelers,401030729,1,Mike Tomlin,Ron Rivera,,4.0,76.0,4.0,2.0,252.0,2.0,130.6,1.4,252.0,2.0,1.2,0.6,2.4,0.0,1.2,0.0,24.0,0.0,8.6,7.4,3.0,288.4,1.8,108.6,1.4,288.4,1.8,1.2,0.4,3.0,0.2,0.2,0.0,41.0,0.0,17.6,6.2,4.0,4.0,Acrisure Stadium,"Pittsburgh, PA",92.0,11,9,4
284,2018,8,49ers,Cardinals,401030772,1,Steve Wilks,Kyle Shanahan,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Farm Stadium,"Glendale, AZ",95.0,10,28,6
285,2018,9,Rams,Saints,401030855,1,Sean Payton,Sean McVay,cloudy,77.0,62.0,16.0,7.0,299.2,2.2,161.2,1.4,299.2,2.2,0.8,0.8,3.6,0.0,0.6,0.0,64.6,0.0,16.4,9.6,5.0,272.4,1.8,130.2,2.0,272.4,1.8,1.2,0.8,2.8,0.2,0.4,0.2,38.0,0.0,11.6,10.6,7.0,6.0,Caesars Superdome,"New Orleans, LA",100.0,11,4,6
286,2018,8,Packers,Rams,401030780,1,Sean McVay,Mike McCarthy,cloudy,82.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Memorial Coliseum,"Los Angeles, CA",98.0,10,28,6
287,2018,10,Washington,Buccaneers,401030828,0,Dirk Koetter,Jay Gruden,,82.0,59.0,3.0,,,,,,,,,,,,,,,,,,-1.0,348.8,2.4,100.6,0.8,348.8,2.4,1.8,0.2,2.2,0.0,0.0,0.0,17.2,0.0,12.0,5.8,,7.0,Raymond James Stadium,"Tampa, FL",80.0,11,11,6
288,2018,9,Texans,Broncos,401030829,0,Vance Joseph,Bill O'Brien,cloudy,53.0,34.0,3.0,4.0,261.0,2.0,122.0,0.6,261.0,2.0,1.4,1.0,2.8,0.4,1.2,0.2,13.8,0.0,13.8,9.6,1.0,279.0,1.6,126.2,1.0,279.0,1.6,1.2,0.6,3.0,0.4,1.2,0.4,44.4,0.0,7.8,7.4,9.0,7.0,Empower Field at Mile High,"Denver, CO",100.0,11,4,6
289,2018,10,Cowboys,Eagles,401030869,0,Doug Pederson,Jason Garrett,,38.0,62.0,5.0,-2.0,232.4,1.6,126.4,0.6,232.4,1.6,1.6,0.8,2.4,0.0,0.4,0.0,13.2,0.0,9.8,9.4,-1.0,306.6,2.4,99.4,0.2,306.6,2.4,2.4,0.4,2.8,0.0,0.4,0.0,44.2,0.0,20.6,7.8,6.0,14.0,Lincoln Financial Field,"Philadelphia, PA",100.0,11,12,0
290,2018,8,Broncos,Chiefs,401030707,1,Andy Reid,Vance Joseph,sunny,56.0,45.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GEHA Field at Arrowhead Stadium,"Kansas City, MO",100.0,10,28,6
291,2018,8,Washington,Giants,401030735,0,Pat Shurmur,Jay Gruden,cloudy,51.0,73.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MetLife Stadium,"East Rutherford, NJ",94.0,10,28,6
