,season,week,awayteam,hometeam,idgame,winner_home,home_coach,away_coach,weather_type,temperature,humidity,wind,streak_away,pass_yds_MA_5_away,pass_td_MA_5_away,rush_yds_MA_5_away,rush_td_MA_5_away,rec_yds_MA_5_away,rec_td_MA_5_away,fumbles_MA_5_away,fumbles_rec_MA_5_away,defense_sacks_MA_5_away,defense_td_MA_5_away,interceptions_MA_5_away,interceptions_td_MA_5_away,kicks_return_yds_MA_5_away,kicks_return_td_MA_5_away,punt_return_yds_MA_5_away,kicking_pts_MA_5_away,streak_home,pass_yds_MA_5_home,pass_td_MA_5_home,rush_yds_MA_5_home,rush_td_MA_5_home,rec_yds_MA_5_home,rec_td_MA_5_home,fumbles_MA_5_home,fumbles_rec_MA_5_home,defense_sacks_MA_5_home,defense_td_MA_5_home,interceptions_MA_5_home,interceptions_td_MA_5_home,kicks_return_yds_MA_5_home,kicks_return_td_MA_5_home,punt_return_yds_MA_5_home,kicking_pts_MA_5_home,delta_day_away,delta_day_home,stade,location,people,month,dayofmonth,dayofweek
611,2019,13,Bears,Lions,401128015,0,Matt Patricia,Matt Nagy,indoor,68.0,70.0,,1.0,205.6,1.0,88.8,0.8,205.6,1.0,0.6,0.4,1.6,0.0,0.6,0.0,65.8,0.0,19.2,4.4,-4.0,286.6,2.0,108.6,0.4,286.6,2.0,0.8,0.6,2.6,0.2,0.2,0.0,52.6,0.0,19.4,6.6,3.0,3.0,Ford Field,"Detroit, MI",100.0,11,28,3
612,2019,12,Ravens,Rams,401128012,0,Sean McVay,John Harbaugh,,62.0,64.0,5.0,6.0,204.0,1.6,214.0,1.8,204.0,1.6,1.2,1.0,2.8,1.0,1.0,0.4,18.6,0.0,7.0,9.6,1.0,231.4,0.8,99.0,1.0,231.4,0.8,1.8,1.0,3.6,0.2,0.6,0.0,41.8,0.0,13.0,5.8,8.0,7.0,Los Angeles Memorial Coliseum,"Los Angeles, CA",93.0,11,26,1
613,2019,12,Packers,49ers,401128004,1,Kyle Shanahan,Matt LaFleur,,63.0,40.0,7.0,1.0,282.2,2.2,111.2,1.0,282.2,2.2,0.4,0.4,2.0,0.0,0.4,0.0,65.4,0.0,-1.8,6.6,1.0,263.0,2.2,118.2,1.0,263.0,2.2,0.6,1.2,4.4,0.4,0.8,0.0,32.4,0.0,22.8,7.6,14.0,7.0,Levi's Stadium,"Santa Clara, CA",100.0,11,25,0
614,2019,12,Cowboys,Patriots,401127957,1,Bill Belichick,Jason Garrett,rain,38.0,90.0,16.0,1.0,323.0,2.0,123.0,1.2,323.0,2.0,0.8,1.0,2.8,0.2,0.6,0.0,14.6,0.0,9.2,10.2,1.0,271.6,1.0,83.0,1.4,271.6,1.0,0.8,1.6,2.6,0.4,1.6,0.0,42.0,0.0,13.0,7.6,7.0,7.0,Gillette Stadium,"Foxboro, MA",100.0,11,24,6
615,2019,12,Jaguars,Titans,401128000,1,Mike Vrabel,Doug Marrone,sunny,52.0,54.0,9.0,-2.0,260.4,1.2,101.0,0.0,260.4,1.2,1.4,0.6,3.4,0.2,1.4,0.2,22.4,0.0,9.6,6.8,1.0,247.0,1.6,110.8,1.0,247.0,1.6,1.4,0.8,2.0,0.2,0.8,0.0,49.0,0.0,8.8,3.8,7.0,14.0,Nissan Stadium,"Nashville, TN",88.0,11,24,6
616,2019,12,Lions,Washington,401127996,1,Bill Callahan,Matt Patricia,sunny,46.0,56.0,17.0,-3.0,318.0,2.6,89.8,0.4,318.0,2.6,0.4,0.4,2.0,0.2,0.0,0.0,49.8,0.0,13.2,5.8,-4.0,152.8,0.8,103.0,0.0,152.8,0.8,1.6,0.4,2.8,0.0,0.8,0.0,67.4,0.0,4.6,5.2,7.0,7.0,FedExField,"Landover, MD",85.0,11,24,6
617,2019,12,Seahawks,Eagles,401128008,0,Doug Pederson,Pete Carroll,rain,4.0,78.0,17.0,3.0,265.6,2.2,143.8,0.8,265.6,2.2,2.0,1.2,2.0,0.2,1.0,0.0,28.6,0.0,10.2,8.8,-1.0,224.4,1.2,133.6,0.8,224.4,1.2,2.2,0.6,2.4,0.0,0.4,0.0,36.6,0.0,9.0,6.2,12.0,6.0,Lincoln Financial Field,"Philadelphia, PA",100.0,11,24,6
618,2019,12,Raiders,Jets,401127924,1,Adam Gase,Jon Gruden,rain,43.0,93.0,12.0,3.0,282.6,2.0,122.0,0.8,282.6,2.0,1.0,0.4,3.2,0.2,1.0,0.2,48.4,0.0,15.4,6.4,2.0,217.4,1.6,80.2,0.6,217.4,1.6,1.4,0.6,3.6,0.2,0.4,0.0,56.0,0.0,17.2,5.0,6.0,7.0,MetLife Stadium,"East Rutherford, NJ",95.0,11,24,6
619,2019,12,Panthers,Saints,401127922,1,Sean Payton,Ron Rivera,sunny,52.0,59.0,5.0,-2.0,249.8,1.0,108.4,1.2,249.8,1.0,0.8,0.6,3.8,0.0,1.6,0.0,69.4,0.0,5.4,5.8,1.0,285.2,1.8,110.6,0.6,285.2,1.8,0.4,0.4,2.0,0.2,1.2,0.2,39.2,0.0,25.2,8.6,7.0,7.0,Caesars Superdome,"New Orleans, LA",100.0,11,24,6
620,2019,9,Browns,Broncos,401128088,1,Vic Fangio,Freddie Kitchens,cloudy,55.0,32.0,4.0,-3.0,220.0,0.8,141.2,1.4,220.0,0.8,1.6,0.6,2.8,0.0,0.8,0.0,53.4,0.0,0.2,5.8,-2.0,209.8,0.8,109.2,0.8,209.8,0.8,2.0,0.2,3.4,0.0,1.0,0.0,21.6,0.0,22.8,6.2,7.0,7.0,Empower Field at Mile High,"Denver, CO",100.0,11,3,6
621,2019,12,Steelers,Bengals,401127918,0,Zac Taylor,Mike Tomlin,sunny,46.0,62.0,10.0,-1.0,207.4,1.2,94.4,0.4,207.4,1.2,1.8,1.2,3.0,0.6,1.6,0.2,25.2,0.0,11.0,7.0,-12.0,224.4,0.6,100.0,0.6,224.4,0.6,1.0,0.4,1.4,0.0,0.4,0.0,78.6,0.2,7.4,5.0,9.0,6.0,Paycor Stadium,"Cincinnati, OH",72.0,11,24,6
622,2019,12,Giants,Bears,401127914,1,Matt Nagy,Pat Shurmur,sunny,48.0,59.0,12.0,-6.0,244.8,2.2,72.4,0.2,244.8,2.2,2.4,0.6,2.2,0.2,0.6,0.0,96.6,0.0,8.4,4.0,-1.0,200.2,1.2,79.2,0.6,200.2,1.2,1.0,0.2,1.6,0.0,0.6,0.0,98.4,0.2,20.2,4.0,14.0,6.0,Soldier Field,"Chicago, IL",100.0,11,24,6
623,2019,12,Broncos,Bills,401127872,1,Sean McDermott,Vic Fangio,cloudy,4.0,75.0,17.0,-1.0,207.0,0.6,107.6,1.0,207.0,0.6,1.4,0.6,3.8,0.0,0.6,0.0,26.0,0.0,20.4,6.8,1.0,210.6,1.6,117.8,1.0,210.6,1.6,1.6,0.6,3.4,0.0,0.2,0.0,68.8,0.2,15.4,6.6,7.0,7.0,Highmark Stadium,"Orchard Park, NY",94.0,11,24,6
624,2019,12,Colts,Texans,401127865,1,Bill O'Brien,Frank Reich,cloudy,75.0,79.0,9.0,1.0,221.4,1.8,140.2,0.8,221.4,1.8,2.0,0.4,2.4,0.0,1.0,0.0,66.0,0.0,11.0,6.0,-1.0,247.4,1.4,152.0,1.2,247.4,1.4,0.8,0.8,1.2,0.0,0.6,0.0,38.8,0.0,9.0,6.8,4.0,4.0,NRG Stadium,"Houston, TX",100.0,11,22,4
625,2019,2,Vikings,Packers,401128098,1,Matt LaFleur,Mike Zimmer,cloudy,72.0,75.0,5.0,1.0,181.2,1.6,126.4,1.2,181.2,1.6,0.6,0.2,3.6,0.0,0.6,0.0,30.6,0.0,25.6,5.8,1.0,254.6,1.0,89.2,1.0,254.6,1.0,1.2,0.4,2.0,0.2,0.4,0.2,42.6,0.0,0.2,7.0,7.0,9.0,Lambeau Field,"Green Bay, WI",97.0,9,15,6
626,2019,2,Chargers,Lions,401128072,1,Matt Patricia,Anthony Lynn,indoor,68.0,70.0,,2.0,244.6,1.4,99.2,1.2,244.6,1.4,1.8,0.8,2.2,0.2,0.2,0.0,43.6,0.0,6.6,6.0,1.0,197.8,1.0,109.0,0.6,197.8,1.0,0.8,0.2,2.2,0.2,0.6,0.2,13.8,0.0,12.6,6.4,6.0,258.0,Ford Field,"Detroit, MI",93.0,9,15,6
627,2019,3,Texans,Chargers,401127970,0,Anthony Lynn,Bill O'Brien,cloudy,87.0,37.0,4.0,1.0,258.8,1.4,109.8,1.2,258.8,1.4,1.0,1.0,2.4,0.0,0.6,0.0,32.4,0.0,17.2,8.4,-1.0,259.2,1.2,109.6,1.2,259.2,1.2,2.0,0.8,1.6,0.2,0.6,0.0,36.4,0.0,6.6,4.0,7.0,7.0,Dignity Health Sports Park,"Carson, CA",94.0,9,22,6
628,2019,2,49ers,Bengals,401128066,0,Zac Taylor,Kyle Shanahan,sunny,81.0,45.0,5.0,1.0,259.2,1.4,90.0,0.2,259.2,1.4,1.4,0.6,2.2,0.4,0.6,0.4,46.2,0.2,11.2,9.6,-3.0,189.2,1.2,115.2,0.6,189.2,1.2,1.4,0.6,2.4,0.2,0.2,0.2,90.6,0.0,12.8,8.0,6.0,6.0,Paycor Stadium,"Cincinnati, OH",77.0,9,15,6
629,2019,1,Rams,Panthers,401127923,0,Ron Rivera,Sean McVay,sunny,87.0,53.0,3.0,0.0,234.2,1.2,141.4,1.6,234.2,1.2,1.6,0.4,2.4,0.2,1.6,0.2,28.4,0.0,10.6,9.6,0.0,271.8,1.2,122.8,0.8,271.8,1.2,0.8,1.0,2.0,0.0,0.4,0.0,44.0,0.0,5.8,5.4,251.0,251.0,Bank of America Stadium,"Charlotte, NC",98.0,9,8,6
630,2019,1,Washington,Eagles,401127968,1,Doug Pederson,Jay Gruden,sunny,79.0,49.0,4.0,0.0,,,,,,,,,,,,,,,,,0.0,303.6,2.4,92.2,0.8,303.6,2.4,1.6,0.8,3.2,0.0,1.0,0.0,34.0,0.0,10.8,7.8,251.0,251.0,Lincoln Financial Field,"Philadelphia, PA",100.0,9,8,6
631,2019,3,Steelers,49ers,401127998,1,Kyle Shanahan,Mike Tomlin,cloudy,79.0,36.0,3.0,-2.0,273.0,1.6,80.2,0.2,273.0,1.6,1.4,0.4,2.4,0.0,0.4,0.0,31.6,0.0,6.4,6.8,2.0,255.2,1.6,125.0,0.6,255.2,1.6,0.8,0.6,2.6,0.4,0.8,0.4,39.6,0.2,6.8,10.2,7.0,7.0,Levi's Stadium,"Santa Clara, CA",100.0,9,22,6
632,2019,13,Bills,Cowboys,401128017,0,Jason Garrett,Sean McDermott,,,,,2.0,207.2,1.6,143.2,1.0,207.2,1.6,1.8,0.4,4.0,0.0,0.2,0.0,68.0,0.0,19.2,6.0,-1.0,309.8,2.0,119.0,0.8,309.8,2.0,1.2,1.0,2.8,0.2,0.4,0.0,15.8,0.0,7.6,10.0,4.0,4.0,AT&T Stadium,"Arlington, TX",90.0,11,28,3
633,2019,13,Saints,Falcons,401128022,0,Dan Quinn,Sean Payton,,,,,2.0,299.4,2.2,113.4,0.8,299.4,2.2,0.2,0.6,2.4,0.2,1.0,0.2,35.0,0.0,22.4,9.2,-1.0,301.2,1.2,72.2,0.6,301.2,1.2,2.2,0.0,2.6,0.0,1.2,0.0,17.4,0.0,24.2,9.0,4.0,4.0,Mercedes-Benz Stadium,"Atlanta, GA",96.0,11,29,4
634,2019,13,Jets,Bengals,401128057,1,Zac Taylor,Adam Gase,cloudy,46.0,77.0,15.0,3.0,263.2,2.0,81.6,0.8,263.2,2.0,1.2,0.8,3.8,0.4,0.4,0.2,46.4,0.0,19.6,7.0,-13.0,215.8,0.8,110.6,0.4,215.8,0.8,1.8,0.2,1.8,0.0,0.6,0.0,69.0,0.0,11.0,4.8,7.0,7.0,Paycor Stadium,"Cincinnati, OH",61.0,12,1,6
635,2019,13,Titans,Colts,401128058,0,Frank Reich,Mike Vrabel,rain,4.0,69.0,14.0,2.0,257.4,2.0,146.8,1.8,257.4,2.0,1.6,1.0,2.4,0.2,0.6,0.0,52.6,0.0,9.4,5.0,-1.0,182.0,1.0,162.8,1.2,182.0,1.0,1.8,0.4,2.0,0.0,0.8,0.0,60.2,0.0,11.0,6.2,6.0,9.0,Lucas Oil Stadium,"Indianapolis, IN",96.0,12,1,6
636,2019,3,Raiders,Vikings,401127956,1,Mike Zimmer,Jon Gruden,indoor,,,,-1.0,214.4,0.6,107.2,0.8,214.4,0.6,1.8,0.2,1.4,0.0,0.8,0.0,67.8,0.0,29.4,6.4,-1.0,185.6,1.6,150.6,1.4,185.6,1.6,1.4,0.6,3.6,0.0,0.4,0.0,17.8,0.0,30.6,6.4,6.0,7.0,U.S. Bank Stadium,"Minneapolis, MN",100.0,9,22,6
637,2019,3,Jets,Patriots,401127861,1,Bill Belichick,Adam Gase,sunny,81.0,49.0,10.0,-5.0,227.4,1.2,80.4,0.4,227.4,1.2,1.6,0.6,3.0,0.2,0.6,0.2,87.4,0.2,7.8,3.6,4.0,258.4,2.2,144.6,0.8,258.4,2.2,0.4,0.8,2.8,0.6,1.8,0.4,19.8,0.0,21.8,8.0,5.0,7.0,Gillette Stadium,"Foxboro, MA",100.0,9,22,6
638,2019,3,Lions,Eagles,401127959,0,Doug Pederson,Matt Patricia,sunny,84.0,53.0,7.0,3.0,197.8,1.2,107.4,0.6,197.8,1.2,0.6,0.2,2.0,0.2,0.6,0.2,13.8,0.0,16.0,4.6,-1.0,310.4,2.2,93.8,1.0,310.4,2.2,1.0,0.6,2.4,0.0,1.0,0.0,47.4,0.0,16.0,7.6,7.0,6.0,Lincoln Financial Field,"Philadelphia, PA",100.0,9,22,6
639,2019,3,Panthers,Cardinals,401127962,0,Kliff Kingsbury,Ron Rivera,,,,,-2.0,266.6,0.8,103.2,1.0,266.6,0.8,1.6,0.4,1.8,0.0,0.6,0.0,41.4,0.0,17.2,7.0,-1.0,232.6,0.6,66.0,0.4,232.6,0.6,1.4,0.4,2.6,0.0,0.2,0.0,18.8,0.0,24.8,5.4,9.0,7.0,State Farm Stadium,"Glendale, AZ",92.0,9,22,6
640,2019,3,Giants,Buccaneers,401127966,0,Bruce Arians,Pat Shurmur,cloudy,88.0,46.0,11.0,-5.0,282.4,1.0,110.6,1.2,282.4,1.0,1.2,0.2,1.8,0.0,0.2,0.0,67.0,0.0,20.6,5.0,1.0,248.0,1.4,92.2,0.6,248.0,1.4,1.4,0.8,1.6,0.2,0.4,0.2,62.0,0.0,8.4,7.0,7.0,9.0,Raymond James Stadium,"Tampa, FL",84.0,9,22,6
641,2019,13,Vikings,Seahawks,401128112,1,Pete Carroll,Mike Zimmer,,51.0,65.0,1.0,2.0,276.4,2.4,122.6,1.0,276.4,2.4,1.6,0.4,2.8,0.0,0.8,0.0,35.2,0.0,7.6,7.0,4.0,246.6,2.0,144.6,0.6,246.6,2.0,2.0,1.6,2.6,0.2,0.8,0.0,30.2,0.0,14.2,8.2,15.0,8.0,Lumen Field,"Seattle, WA",100.0,12,3,1
642,2019,13,Patriots,Texans,401127967,1,Bill O'Brien,Bill Belichick,,6.0,32.0,4.0,2.0,242.8,1.2,80.4,0.8,242.8,1.2,0.6,1.4,2.4,0.2,1.2,0.0,40.4,0.0,11.0,8.0,1.0,251.0,1.6,133.4,0.6,251.0,1.6,1.0,0.6,1.2,0.0,0.4,0.0,34.8,0.0,11.6,7.4,7.0,10.0,NRG Stadium,"Houston, TX",100.0,12,2,0
643,2019,2,Bills,Giants,401128106,0,Pat Shurmur,Sean McDermott,fair,79.0,48.0,5.0,2.0,221.0,1.2,131.8,1.4,221.0,1.2,1.0,1.0,1.8,0.0,1.0,0.0,49.2,0.0,9.2,6.0,-4.0,271.8,1.4,130.2,1.2,271.8,1.4,1.0,0.2,2.2,0.2,0.8,0.2,59.0,0.0,15.8,6.6,7.0,6.0,MetLife Stadium,"East Rutherford, NJ",90.0,9,15,6
644,2019,2,Patriots,Dolphins,401127862,0,Brian Flores,Bill Belichick,cloudy,87.0,67.0,4.0,3.0,277.2,2.4,135.2,0.6,277.2,2.4,0.2,0.8,2.4,0.2,1.0,0.0,25.8,0.0,21.4,8.4,-4.0,171.8,1.2,105.4,0.6,171.8,1.2,1.6,0.2,2.2,0.4,0.4,0.4,63.2,0.0,9.0,3.8,6.0,7.0,Hard Rock Stadium,"Miami Gardens, FL",100.0,9,15,6
645,2019,2,Colts,Titans,401128114,0,Mike Vrabel,Frank Reich,sunny,93.0,45.0,1.0,-1.0,284.6,1.8,127.6,1.4,284.6,1.8,1.0,0.4,2.4,0.0,1.0,0.0,26.6,0.0,11.0,6.8,1.0,176.0,1.0,158.8,1.6,176.0,1.0,0.4,0.6,3.0,0.6,1.4,0.6,53.0,0.0,9.2,6.8,6.0,7.0,Nissan Stadium,"Nashville, TN",91.0,9,15,6
646,2019,3,Falcons,Colts,401127929,1,Frank Reich,Dan Quinn,sunny,82.0,48.0,13.0,1.0,295.4,2.6,129.6,0.6,295.4,2.6,0.8,0.6,2.8,0.2,1.6,0.2,28.2,0.0,21.0,6.4,1.0,234.0,2.0,151.0,1.2,234.0,2.0,1.0,0.4,2.2,0.0,1.0,0.0,32.2,0.0,10.0,5.8,6.0,7.0,Lucas Oil Stadium,"Indianapolis, IN",96.0,9,22,6
647,2019,13,Raiders,Chiefs,401128067,1,Andy Reid,Jon Gruden,cloudy,36.0,55.0,20.0,-1.0,246.2,1.4,104.6,0.8,246.2,1.4,1.4,0.6,3.2,0.2,1.0,0.2,52.6,0.0,8.8,5.8,1.0,272.6,1.8,108.4,0.8,272.6,1.8,1.6,0.4,4.2,0.2,0.8,0.0,57.2,0.0,22.4,10.4,7.0,12.0,GEHA Field at Arrowhead Stadium,"Kansas City, MO",100.0,12,1,6
648,2019,13,Rams,Cardinals,401128100,0,Kliff Kingsbury,Sean McVay,cloudy,64.0,26.0,3.0,-1.0,258.2,0.8,81.6,0.8,258.2,0.8,1.6,0.8,3.8,0.2,0.4,0.0,35.8,0.0,12.2,6.8,-4.0,213.0,1.4,111.8,1.0,213.0,1.4,0.8,0.6,3.0,0.0,1.2,0.0,35.6,0.0,6.0,8.0,5.0,14.0,State Farm Stadium,"Glendale, AZ",94.0,12,1,6
649,2019,1,Bengals,Seahawks,401127995,1,Pete Carroll,Zac Taylor,cloudy,64.0,82.0,7.0,0.0,152.8,1.0,130.6,0.6,152.8,1.0,1.0,0.6,2.0,0.2,0.2,0.2,96.4,0.0,6.8,7.2,0.0,183.4,2.0,188.4,1.4,183.4,2.0,0.4,1.6,3.0,0.4,0.2,0.2,45.4,0.0,6.8,7.2,251.0,251.0,Lumen Field,"Seattle, WA",100.0,9,8,6
650,2019,1,Colts,Chargers,401127972,1,Anthony Lynn,Frank Reich,sunny,77.0,52.0,10.0,0.0,296.2,1.4,95.2,1.2,296.2,1.4,1.0,0.4,2.2,0.0,0.8,0.0,17.8,0.0,12.6,6.0,0.0,237.8,1.2,91.2,1.2,237.8,1.2,1.4,0.8,2.0,0.2,0.4,0.0,39.2,0.0,21.2,5.8,251.0,251.0,Dignity Health Sports Park,"Carson, CA",94.0,9,8,6
651,2019,1,Chiefs,Jaguars,401127931,0,Doug Marrone,Andy Reid,,91.0,54.0,6.0,0.0,299.6,2.6,116.2,1.2,299.6,2.6,1.4,1.2,3.2,0.2,0.8,0.2,64.8,0.0,3.2,7.8,0.0,139.8,0.2,93.4,0.2,139.8,0.2,1.6,0.6,3.2,0.2,0.6,0.2,23.0,0.0,31.0,4.4,251.0,251.0,TIAA Bank Field,"Jacksonville, FL",89.0,9,8,6
652,2019,13,49ers,Ravens,401128027,1,John Harbaugh,Kyle Shanahan,cloudy,,40.0,,2.0,283.4,2.6,113.2,1.4,283.4,2.6,0.6,1.2,4.8,0.4,0.8,0.0,32.4,0.0,19.6,8.4,7.0,198.4,2.6,217.2,1.6,198.4,2.6,1.2,1.0,2.8,1.0,1.2,0.4,18.6,0.0,14.4,9.2,6.0,5.0,M&T Bank Stadium,"Baltimore, MD",100.0,12,1,6
653,2019,13,Buccaneers,Jaguars,401128063,0,Doug Marrone,Bruce Arians,,77.0,77.0,15.0,1.0,324.0,2.0,98.4,1.0,324.0,2.0,1.4,0.8,3.0,0.2,0.4,0.0,31.6,0.0,21.2,8.2,-3.0,282.2,1.2,109.4,0.4,282.2,1.2,1.6,1.0,3.0,0.2,1.4,0.2,53.8,0.0,8.6,6.8,7.0,6.0,TIAA Bank Field,"Jacksonville, FL",92.0,12,1,6
654,2019,13,Washington,Panthers,401128032,0,Ron Rivera,Bill Callahan,cloudy,64.0,77.0,16.0,1.0,150.8,0.4,91.2,0.0,150.8,0.4,1.6,0.6,3.0,0.0,1.0,0.0,88.0,0.2,1.8,6.8,-3.0,255.6,1.2,120.8,1.0,255.6,1.2,1.0,0.2,2.8,0.0,0.8,0.0,74.8,0.0,3.4,4.6,7.0,7.0,Bank of America Stadium,"Charlotte, NC",97.0,12,1,6
655,2019,13,Browns,Steelers,401128107,1,Mike Tomlin,Freddie Kitchens,cloudy,46.0,91.0,6.0,3.0,245.0,1.8,129.4,0.6,245.0,1.8,1.2,0.2,3.0,0.0,1.2,0.0,42.6,0.0,9.6,8.2,1.0,221.6,1.2,101.4,0.2,221.6,1.2,1.6,1.4,3.6,0.4,1.2,0.2,26.6,0.0,12.4,7.8,7.0,7.0,Acrisure Stadium,"Pittsburgh, PA",91.0,12,1,6
656,2019,13,Packers,Giants,401128095,0,Pat Shurmur,Matt LaFleur,rain,32.0,86.0,10.0,-1.0,249.4,2.0,100.6,1.0,249.4,2.0,0.2,0.4,2.0,0.0,0.4,0.0,54.2,0.0,-0.6,4.4,-7.0,242.6,2.4,83.8,0.2,242.6,2.4,2.4,0.4,2.0,0.0,0.8,0.0,103.2,0.0,18.8,4.0,6.0,7.0,MetLife Stadium,"East Rutherford, NJ",92.0,12,1,6
657,2019,13,Eagles,Dolphins,401128070,1,Brian Flores,Doug Pederson,,82.0,55.0,15.0,-2.0,214.4,1.0,133.2,0.8,214.4,1.0,2.8,0.6,3.4,0.0,0.4,0.0,42.6,0.0,5.2,5.2,-2.0,236.8,1.4,59.0,0.8,236.8,1.4,1.2,0.0,1.4,0.0,1.2,0.0,82.6,0.2,14.0,5.2,7.0,7.0,Hard Rock Stadium,"Miami Gardens, FL",100.0,12,1,6
658,2019,13,Chargers,Broncos,401128104,1,Vic Fangio,Anthony Lynn,sunny,33.0,51.0,7.0,-2.0,276.8,1.2,94.6,0.8,276.8,1.2,1.2,0.2,2.4,0.0,0.6,0.0,31.6,0.0,4.0,8.4,-2.0,188.0,0.6,104.0,0.8,188.0,0.6,1.0,0.6,2.6,0.0,0.2,0.0,38.2,0.0,10.8,5.4,12.0,7.0,Empower Field at Mile High,"Denver, CO",98.0,12,1,6
659,2019,9,Buccaneers,Seahawks,401128087,1,Pete Carroll,Bruce Arians,sunny,54.0,66.0,6.0,-3.0,334.0,2.4,94.8,1.0,334.0,2.4,1.6,1.0,2.4,0.2,0.8,0.0,23.8,0.0,13.2,9.0,1.0,245.2,2.0,141.8,0.8,245.2,2.0,1.4,0.8,1.4,0.2,1.2,0.2,30.8,0.0,1.8,8.4,7.0,7.0,Lumen Field,"Seattle, WA",100.0,11,3,6
660,2019,12,Buccaneers,Falcons,401127870,0,Dan Quinn,Bruce Arians,,52.0,54.0,,-1.0,341.4,1.6,80.2,1.2,341.4,1.6,2.2,0.8,2.2,0.0,0.2,0.0,31.6,0.0,21.0,8.0,2.0,307.2,1.8,81.4,0.4,307.2,1.8,2.0,0.0,2.6,0.0,0.8,0.0,34.0,0.0,26.0,8.8,7.0,7.0,Mercedes-Benz Stadium,"Atlanta, GA",95.0,11,24,6
661,2019,9,Titans,Panthers,401128078,1,Ron Rivera,Mike Vrabel,sunny,58.0,34.0,5.0,2.0,226.6,1.6,89.6,0.4,226.6,1.6,1.8,0.8,2.8,0.0,0.8,0.0,26.0,0.0,7.4,4.2,-1.0,211.8,1.4,148.2,1.6,211.8,1.4,1.6,1.2,5.2,0.2,1.8,0.0,54.0,0.0,2.6,7.6,7.0,6.0,Bank of America Stadium,"Charlotte, NC",98.0,11,3,6
662,2019,4,Buccaneers,Rams,401128069,0,Sean McVay,Bruce Arians,sunny,74.0,41.0,2.0,-1.0,292.6,2.0,104.0,0.4,292.6,2.0,1.4,0.8,2.2,0.2,0.4,0.2,44.0,0.0,7.8,8.4,5.0,235.0,1.8,159.0,1.6,235.0,1.8,1.2,0.6,3.0,0.2,1.2,0.2,0.0,0.0,19.6,9.6,7.0,6.0,Los Angeles Memorial Coliseum,"Los Angeles, CA",88.0,9,29,6
663,2019,8,Jets,Jaguars,401128045,1,Doug Marrone,Adam Gase,,79.0,87.0,11.0,-1.0,168.6,0.4,66.6,0.4,168.6,0.4,1.2,0.4,1.2,0.2,0.6,0.2,47.2,0.0,10.6,2.2,1.0,241.8,1.4,159.4,0.2,241.8,1.4,1.0,0.4,3.4,0.2,0.8,0.2,0.0,0.0,9.6,10.0,5.0,7.0,TIAA Bank Field,"Jacksonville, FL",85.0,10,27,6
664,2019,8,Cardinals,Saints,401128046,1,Sean Payton,Kliff Kingsbury,cloudy,65.0,65.0,5.0,3.0,222.2,1.0,152.0,1.4,222.2,1.0,0.0,0.6,3.4,0.0,0.2,0.0,26.8,0.0,10.2,9.0,5.0,247.2,1.8,114.4,0.6,247.2,1.8,0.6,1.0,2.2,0.2,0.4,0.0,32.8,0.0,28.4,7.8,7.0,6.0,Caesars Superdome,"New Orleans, LA",100.0,10,27,6
665,2019,8,Bengals,Rams,401127912,1,Sean McVay,Zac Taylor,fair,48.0,69.0,5.0,-9.0,238.8,0.8,62.6,0.6,238.8,0.8,1.2,0.6,1.0,0.0,0.2,0.0,83.6,0.2,4.4,5.8,1.0,309.8,1.4,79.8,1.2,309.8,1.4,1.0,0.8,2.6,0.2,0.8,0.2,19.2,0.0,12.0,8.6,7.0,7.0,Wembley Stadium,London,97.0,10,27,6
666,2019,17,Cardinals,Rams,401128038,1,Sean McVay,Kliff Kingsbury,cloudy,62.0,47.0,0.0,2.0,178.6,1.2,151.8,1.6,178.6,1.2,0.6,0.8,2.4,0.0,0.6,0.0,56.0,0.0,14.4,6.2,-2.0,308.8,1.6,82.0,1.2,308.8,1.6,0.6,0.0,4.0,0.2,0.8,0.2,28.6,0.0,2.0,5.6,7.0,7.0,Los Angeles Memorial Coliseum,"Los Angeles, CA",89.0,12,29,6
667,2019,17,Eagles,Giants,401128033,0,Pat Shurmur,Doug Pederson,rain,42.0,69.0,5.0,3.0,295.2,2.0,118.2,0.6,295.2,2.0,2.4,0.6,2.8,0.2,0.4,0.0,37.2,0.0,4.2,6.2,2.0,245.8,2.4,124.2,0.8,245.8,2.4,1.0,0.4,2.2,0.0,0.4,0.0,74.2,0.0,18.0,4.6,7.0,7.0,MetLife Stadium,"East Rutherford, NJ",91.0,12,29,6
668,2019,17,Colts,Jaguars,401127988,1,Doug Marrone,Frank Reich,,74.0,91.0,6.0,1.0,196.6,0.6,117.4,1.6,196.6,0.6,0.4,0.6,2.6,0.2,1.4,0.2,16.8,0.0,52.2,5.6,-1.0,214.4,1.0,89.2,0.4,214.4,1.0,1.0,0.6,2.2,0.0,0.4,0.0,69.6,0.0,11.8,5.4,7.0,7.0,TIAA Bank Field,"Jacksonville, FL",86.0,12,29,6
669,2019,17,Steelers,Ravens,401127950,1,John Harbaugh,Mike Tomlin,cloudy,,46.0,,-2.0,196.4,1.0,109.8,0.2,196.4,1.0,2.0,1.0,3.2,0.0,1.0,0.0,48.0,0.0,36.2,7.4,11.0,181.6,3.4,208.4,0.8,181.6,3.4,1.2,0.6,2.4,0.0,0.8,0.0,20.2,0.0,15.8,6.8,7.0,7.0,M&T Bank Stadium,"Baltimore, MD",100.0,12,29,6
