,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away,winner_team,concat,home_coach,away_coach,location,weather_type,temperature,humidity,wind
211,2017,15,Chargers,Chiefs,13,30,400951772,17,1,0,Chiefs,2017_15_Chiefs_Chargers,Andy Reid,Anthony Lynn,Home,cloudy,53,36,9
212,2017,8,Raiders,Bills,14,34,400951706,20,1,0,Bills,2017_08_Bills_Raiders,Sean McDermott,Jack Del Rio,Home,rain,42,94,7
213,2017,16,Raiders,Eagles,10,19,400951719,9,1,0,Eagles,2017_16_Eagles_Raiders,Doug Pederson,Jack Del Rio,Home,cloudy,29,37,15
214,2017,16,Steelers,Texans,34,6,400951714,-28,0,1,Steelers,2017_16_Texans_Steelers,Bill O'Brien,Mike Tomlin,Home,cloudy,51,56,8
215,2017,15,Dolphins,Bills,16,24,400951774,8,1,0,Bills,2017_15_Bills_Dolphins,Sean McDermott,Adam Gase,Home,cloudy,22,71,8
216,2017,16,Jaguars,49ers,33,44,400951675,11,1,0,49ers,2017_16_49ers_Jaguars,Kyle Shanahan,Doug Marrone,Home,cloudy,52,64,1
217,2017,16,Seahawks,Cowboys,21,12,400951709,-9,0,1,Seahawks,2017_16_Cowboys_Seahawks,Jason Garrett,Pete Carroll,Home,cloudy,68,70,5
218,2017,16,Giants,Cardinals,0,23,400951682,23,1,0,Cardinals,2017_16_Cardinals_Giants,Bruce Arians,Steve Spagnuolo,Home,cloudy,71,14,3
219,2017,8,Bears,Saints,12,20,400951717,8,1,0,Saints,2017_08_Saints_Bears,Sean Payton,John Fox,Home,sunny,54,47,4
220,2017,8,Chargers,Patriots,13,21,400951715,8,1,0,Patriots,2017_08_Patriots_Chargers,Bill Belichick,Anthony Lynn,Home,rain,62,84,8
221,2017,15,Jets,Saints,19,31,400951806,12,1,0,Saints,2017_15_Saints_Jets,Sean Payton,Todd Bowles,Home,rain,67,97,4
222,2017,8,Colts,Bengals,23,24,400951711,1,1,0,Bengals,2017_08_Bengals_Colts,Marvin Lewis,Chuck Pagano,Home,cloudy,39,68,9
223,2017,1,Giants,Cowboys,3,19,400951608,16,1,0,Cowboys,2017_01_Cowboys_Giants,Jason Garrett,Ben McAdoo,Home,cloudy,68,70,5
224,2017,15,Ravens,Browns,27,10,400951778,-17,0,1,Ravens,2017_15_Browns_Ravens,Hue Jackson,John Harbaugh,Home,cloudy,36,78,0
225,2017,15,Bengals,Vikings,7,34,400951784,27,1,0,Vikings,2017_15_Vikings_Bengals,Mike Zimmer,Marvin Lewis,Home,indoor,68,70,5
226,2017,16,Falcons,Saints,13,23,400951637,10,1,0,Saints,2017_16_Saints_Falcons,Sean Payton,Dan Quinn,Home,sunny,56,71,4
227,2017,16,Bills,Patriots,16,37,400951631,21,1,0,Patriots,2017_16_Patriots_Bills,Bill Belichick,Sean McDermott,Home,cloudy,35,67,7
228,2017,8,Vikings,Browns,33,16,400951683,-17,0,1,Vikings,2017_08_Browns_Vikings,Hue Jackson,Mike Zimmer,Neutral,cloudy,56,56,11
229,2017,16,Rams,Titans,27,23,400951667,-4,0,1,Rams,2017_16_Titans_Rams,Mike Mularkey,Sean McVay,Home,cloudy,39,90,11
230,2017,7,Bengals,Steelers,14,29,400951609,15,1,0,Steelers,2017_07_Steelers_Bengals,Mike Tomlin,Marvin Lewis,Home,sunny,79,37,6
231,2017,15,Patriots,Steelers,27,24,400951812,-3,0,1,Patriots,2017_15_Steelers_Patriots,Mike Tomlin,Bill Belichick,Home,cloudy,42,62,4
232,2017,15,Rams,Seahawks,42,7,400951811,-35,0,1,Rams,2017_15_Seahawks_Rams,Pete Carroll,Sean McVay,Home,cloudy,47,88,15
233,2017,15,Texans,Jaguars,7,45,400951781,38,1,0,Jaguars,2017_15_Jaguars_Texans,Doug Marrone,Bill O'Brien,Home,cloudy,72,55,5
234,2017,7,Broncos,Chargers,0,21,400951624,21,1,0,Chargers,2017_07_Chargers_Broncos,Anthony Lynn,Vance Joseph,Home,sunny,9,15,4
235,2017,7,Falcons,Patriots,7,23,400951638,16,1,0,Patriots,2017_07_Patriots_Falcons,Bill Belichick,Dan Quinn,Home,cloudy,68,56,5
236,2017,16,Dolphins,Chiefs,13,29,400951625,16,1,0,Chiefs,2017_16_Chiefs_Dolphins,Andy Reid,Adam Gase,Home,cloudy,23,71,15
237,2017,3,Browns,Colts,28,31,400951599,3,1,0,Colts,2017_03_Colts_Browns,Chuck Pagano,Hue Jackson,Home,sunny,83,45,5
238,2017,7,Washington,Eagles,24,34,400951641,10,1,0,Eagles,2017_07_Eagles_Washington,Doug Pederson,Jay Gruden,Home,cloudy,7,78,9
239,2017,7,Cowboys,49ers,40,10,400951619,-30,0,1,Cowboys,2017_07_49ers_Cowboys,Kyle Shanahan,Jason Garrett,Home,sunny,68,60,10
240,2017,3,Steelers,Bears,17,23,400951590,6,1,0,Bears,2017_03_Bears_Steelers,John Fox,Mike Tomlin,Home,sunny,68,70,5
241,2017,3,Falcons,Lions,30,26,400951594,-4,0,1,Falcons,2017_03_Lions_Falcons,Jim Caldwell,Dan Quinn,Home,indoor,68,70,5
242,2017,15,Packers,Panthers,24,31,400951777,7,1,0,Panthers,2017_15_Panthers_Packers,Ron Rivera,Mike McCarthy,Home,cloudy,51,55,5
243,2017,15,Cardinals,Washington,15,20,400951809,5,1,0,Redskins,2017_15_Washington_Cardinals,Jay Gruden,Bruce Arians,Home,cloudy,5,47,1
244,2017,2,49ers,Seahawks,9,12,400951676,3,1,0,Seahawks,2017_02_Seahawks_49ers,Pete Carroll,Kyle Shanahan,Home,cloudy,65,60,12
245,2017,3,Ravens,Jaguars,7,44,400951579,37,1,0,Jaguars,2017_03_Jaguars_Ravens,Doug Marrone,John Harbaugh,Neutral,cloudy,7,51,10
246,2017,2,Packers,Falcons,23,34,400951679,11,1,0,Falcons,2017_02_Falcons_Packers,Dan Quinn,Mike McCarthy,Home,cloudy,78,72,4
247,2017,3,Rams,49ers,41,39,400951568,-2,0,1,Rams,2017_03_49ers_Rams,Kyle Shanahan,Sean McVay,Home,sunny,68,42,13
248,2017,16,Vikings,Packers,16,0,400951602,-16,0,1,Vikings,2017_16_Packers_Vikings,Mike McCarthy,Mike Zimmer,Home,cloudy,1,67,6
249,2017,2,Lions,Giants,24,10,400951681,-14,0,1,Lions,2017_02_Giants_Lions,Ben McAdoo,Jim Caldwell,Home,cloudy,72,80,5
250,2017,16,Browns,Bears,3,20,400951617,17,1,0,Bears,2017_16_Bears_Browns,John Fox,Hue Jackson,Home,cloudy,68,24,5
251,2017,16,Lions,Bengals,17,26,400951621,9,1,0,Bengals,2017_16_Bengals_Lions,Marvin Lewis,Jim Caldwell,Home,cloudy,35,76,2
252,2017,3,Broncos,Bills,16,26,400951583,10,1,0,Bills,2017_03_Bills_Broncos,Sean McDermott,Vance Joseph,Home,sunny,83,56,5
253,2017,7,Seahawks,Giants,24,7,400951628,-17,0,1,Seahawks,2017_07_Giants_Seahawks,Ben McAdoo,Pete Carroll,Home,cloudy,75,29,7
254,2018,6,Chargers,Browns,38,14,401030746,-24,0,1,Chargers,2018_06_Browns_Chargers,Hue Jackson,Anthony Lynn,Home,sunny,51,61,9
255,2018,10,Giants,49ers,27,23,401030873,-4,0,1,Giants,2018_10_49ers_Giants,Kyle Shanahan,Pat Shurmur,Home,cloudy,62,22,0
256,2018,9,Packers,Patriots,17,31,401030858,14,1,0,Patriots,2018_09_Patriots_Packers,Bill Belichick,Mike McCarthy,Home,cloudy,4,76,2
257,2018,9,Titans,Cowboys,28,14,401030862,-14,0,1,Titans,2018_09_Cowboys_Titans,Jason Garrett,Mike Vrabel,Home,cloudy,74,58,4
258,2018,8,Dolphins,Texans,23,42,401030703,19,1,0,Texans,2018_08_Texans_Dolphins,Bill O'Brien,Adam Gase,Home,cloudy,66,70,6
259,2018,8,Jets,Bears,10,24,401030747,14,1,0,Bears,2018_08_Bears_Jets,Matt Nagy,Todd Bowles,Home,cloudy,48,71,18
260,2018,8,Eagles,Jaguars,24,18,401030699,-6,0,1,Eagles,2018_08_Jaguars_Eagles,Doug Marrone,Doug Pederson,Neutral,cloudy,48,59,12
261,2018,6,Steelers,Bengals,28,21,401030743,-7,0,1,Steelers,2018_06_Bengals_Steelers,Marvin Lewis,Mike Tomlin,Home,cloudy,51,93,6
262,2018,6,Seahawks,Raiders,27,3,401030706,-24,0,1,Seahawks,2018_06_Raiders_Seahawks,Jon Gruden,Pete Carroll,Neutral,cloudy,52,93,10
263,2018,8,Buccaneers,Bengals,34,37,401030744,3,1,0,Bengals,2018_08_Bengals_Buccaneers,Marvin Lewis,Dirk Koetter,Home,cloudy,68,55,5
264,2018,8,Seahawks,Lions,28,14,401030740,-14,0,1,Seahawks,2018_08_Lions_Seahawks,Matt Patricia,Pete Carroll,Home,cloudy,68,70,5
265,2018,9,Falcons,Washington,38,14,401030826,-24,0,1,Falcons,2018_09_Washington_Falcons,Jay Gruden,Dan Quinn,Home,sunny,55,46,5
266,2018,9,Chargers,Seahawks,25,17,401030852,-8,0,1,Chargers,2018_09_Seahawks_Chargers,Pete Carroll,Anthony Lynn,Home,sunny,56,78,4
267,2018,8,Saints,Vikings,30,20,401030786,-10,0,1,Saints,2018_08_Vikings_Saints,Mike Zimmer,Sean Payton,Home,indoor,68,70,5
268,2018,9,Lions,Vikings,9,24,401030822,15,1,0,Vikings,2018_09_Vikings_Lions,Mike Zimmer,Matt Patricia,Home,indoor,68,70,5
269,2018,9,Jets,Dolphins,6,13,401030816,7,1,0,Dolphins,2018_09_Dolphins_Jets,Adam Gase,Todd Bowles,Home,sunny,87,62,16
270,2018,9,Chiefs,Browns,37,21,401030814,-16,0,1,Chiefs,2018_09_Browns_Chiefs,Gregg Williams,Andy Reid,Home,sunny,53,49,16
271,2018,9,Bears,Bills,41,9,401030769,-32,0,1,Bears,2018_09_Bills_Bears,Sean McDermott,Matt Nagy,Home,sunny,49,56,12
272,2018,10,Cardinals,Chiefs,14,26,401030815,12,1,0,Chiefs,2018_10_Chiefs_Cardinals,Andy Reid,Steve Wilks,Home,sunny,43,51,5
273,2018,6,Jaguars,Cowboys,7,40,401030776,33,1,0,Cowboys,2018_06_Cowboys_Jaguars,Jason Garrett,Doug Marrone,Home,cloudy,68,70,5
274,2018,6,Ravens,Titans,21,0,401030774,-21,0,1,Ravens,2018_06_Titans_Ravens,Mike Vrabel,John Harbaugh,Home,rain,66,100,4
275,2018,6,Chiefs,Patriots,40,43,401030779,3,1,0,Patriots,2018_06_Patriots_Chiefs,Bill Belichick,Andy Reid,Home,cloudy,45,85,5
276,2018,10,Jaguars,Colts,26,29,401030766,3,1,0,Colts,2018_10_Colts_Jaguars,Frank Reich,Doug Marrone,Home,sunny,38,46,10
277,2018,6,49ers,Packers,30,33,401030783,3,1,0,Packers,2018_06_Packers_49ers,Mike McCarthy,Kyle Shanahan,Home,cloudy,37,55,5
278,2018,8,Patriots,Bills,25,6,401030789,-19,0,1,Patriots,2018_08_Bills_Patriots,Sean McDermott,Bill Belichick,Home,cloudy,46,58,16
279,2018,9,Raiders,49ers,3,34,401030767,31,1,0,49ers,2018_09_49ers_Raiders,Kyle Shanahan,Jon Gruden,Home,cloudy,82,28,8
280,2018,10,Falcons,Browns,16,28,401030754,12,1,0,Browns,2018_10_Browns_Falcons,Gregg Williams,Dan Quinn,Home,sunny,36,56,9
281,2018,10,Saints,Bengals,51,14,401030752,-37,0,1,Saints,2018_10_Bengals_Saints,Marvin Lewis,Sean Payton,Home,sunny,39,51,6
282,2018,10,Lions,Bears,22,34,401030810,12,1,0,Bears,2018_10_Bears_Lions,Matt Nagy,Matt Patricia,Home,cloudy,37,52,12
283,2018,10,Panthers,Steelers,21,52,401030729,31,1,0,Steelers,2018_10_Steelers_Panthers,Mike Tomlin,Ron Rivera,Home,cloudy,4,76,4
284,2018,8,49ers,Cardinals,15,18,401030772,3,1,0,Cardinals,2018_08_Cardinals_49ers,Steve Wilks,Kyle Shanahan,Home,indoor,68,70,5
285,2018,9,Rams,Saints,35,45,401030855,10,1,0,Saints,2018_09_Saints_Rams,Sean Payton,Sean McVay,Home,cloudy,77,62,16
286,2018,8,Packers,Rams,27,29,401030780,2,1,0,Rams,2018_08_Rams_Packers,Sean McVay,Mike McCarthy,Home,cloudy,82,39,1
287,2018,10,Washington,Buccaneers,16,3,401030828,-13,0,1,Redskins,2018_10_Buccaneers_Washington,Dirk Koetter,Jay Gruden,Home,cloudy,82,59,3
288,2018,9,Texans,Broncos,19,17,401030829,-2,0,1,Texans,2018_09_Broncos_Texans,Vance Joseph,Bill O'Brien,Home,cloudy,53,34,3
289,2018,10,Cowboys,Eagles,27,20,401030869,-7,0,1,Cowboys,2018_10_Eagles_Cowboys,Doug Pederson,Jason Garrett,Home,cloudy,38,62,5
290,2018,8,Broncos,Chiefs,23,30,401030707,7,1,0,Chiefs,2018_08_Chiefs_Broncos,Andy Reid,Vance Joseph,Home,sunny,56,45,12
291,2018,8,Washington,Giants,20,13,401030735,-7,0,1,Redskins,2018_08_Giants_Washington,Pat Shurmur,Jay Gruden,Home,cloudy,51,73,11
292,2018,6,Bears,Dolphins,28,31,401030771,3,1,0,Dolphins,2018_06_Dolphins_Bears,Adam Gase,Matt Nagy,Home,cloudy,89,67,8
293,2018,10,Dolphins,Packers,12,31,401030756,19,1,0,Packers,2018_10_Packers_Dolphins,Mike McCarthy,Adam Gase,Home,cloudy,33,66,6
294,2018,9,Steelers,Ravens,23,16,401030819,-7,0,1,Steelers,2018_09_Ravens_Steelers,John Harbaugh,Mike Tomlin,Home,sunny,68,55,5
295,2018,9,Buccaneers,Panthers,28,42,401030811,14,1,0,Panthers,2018_09_Panthers_Buccaneers,Ron Rivera,Dirk Koetter,Home,sunny,62,47,8
296,2018,10,Chargers,Raiders,20,6,401030859,-14,0,1,Chargers,2018_10_Raiders_Chargers,Jon Gruden,Anthony Lynn,Home,cloudy,69,15,16
297,2018,6,Cardinals,Vikings,17,27,401030742,10,1,0,Vikings,2018_06_Vikings_Cardinals,Mike Zimmer,Steve Wilks,Home,indoor,68,70,5
298,2018,6,Colts,Jets,34,42,401030737,8,1,0,Jets,2018_06_Jets_Colts,Todd Bowles,Frank Reich,Home,cloudy,6,53,7
299,2018,8,Browns,Steelers,18,33,401030731,15,1,0,Steelers,2018_08_Steelers_Browns,Mike Tomlin,Hue Jackson,Home,cloudy,47,79,11
300,2018,8,Ravens,Panthers,21,36,401030849,15,1,0,Panthers,2018_08_Panthers_Ravens,Ron Rivera,John Harbaugh,Home,sunny,61,65,10
301,2018,6,Panthers,Washington,17,23,401030701,6,1,0,Redskins,2018_06_Washington_Panthers,Jay Gruden,Ron Rivera,Home,cloudy,52,74,0
302,2018,6,Bills,Texans,13,20,401030748,7,1,0,Texans,2018_06_Texans_Bills,Bill O'Brien,Sean McDermott,Home,cloudy,87,60,9
303,2018,6,Rams,Broncos,23,20,401030773,-3,0,1,Rams,2018_06_Broncos_Rams,Vance Joseph,Sean McVay,Home,cloudy,25,76,6
304,2018,8,Colts,Raiders,42,28,401030749,-14,0,1,Colts,2018_08_Raiders_Colts,Jon Gruden,Frank Reich,Home,sunny,69,67,8
305,2018,10,Bills,Jets,41,10,401030853,-31,0,1,Bills,2018_10_Jets_Bills,Todd Bowles,Sean McDermott,Home,sunny,46,39,10
306,2018,10,Patriots,Titans,10,34,401030821,24,1,0,Titans,2018_10_Titans_Patriots,Mike Vrabel,Bill Belichick,Home,sunny,46,42,4
307,2018,2,Ravens,Bengals,23,34,401030690,11,1,0,Bengals,2018_02_Bengals_Ravens,Marvin Lewis,John Harbaugh,Home,cloudy,82,54,3
308,2018,11,Cowboys,Falcons,22,19,401030929,-3,0,1,Cowboys,2018_11_Falcons_Cowboys,Dan Quinn,Jason Garrett,Home,sunny,59,57,1
309,2018,17,Panthers,Saints,33,14,401030768,-19,0,1,Panthers,2018_17_Saints_Panthers,Sean Payton,Ron Rivera,Home,indoor,64,98,5
310,2018,17,Jets,Patriots,3,38,401030765,35,1,0,Patriots,2018_17_Patriots_Jets,Bill Belichick,Todd Bowles,Home,sunny,33,42,2
311,2018,17,Lions,Packers,31,0,401030757,-31,0,1,Lions,2018_17_Packers_Lions,Joe Philbin,Matt Patricia,Home,cloudy,26,70,15
312,2018,17,Dolphins,Bills,17,42,401030722,25,1,0,Bills,2018_17_Bills_Dolphins,Sean McDermott,Adam Gase,Home,cloudy,33,75,9
313,2018,15,Saints,Panthers,12,9,401030967,-3,0,1,Saints,2018_15_Panthers_Saints,Ron Rivera,Sean Payton,Home,cloudy,48,45,3
314,2018,15,Eagles,Rams,30,23,401030961,-7,0,1,Eagles,2018_15_Rams_Eagles,Sean McVay,Doug Pederson,Home,cloudy,6,79,5
315,2018,15,Patriots,Steelers,10,17,401030956,7,1,0,Steelers,2018_15_Steelers_Patriots,Mike Tomlin,Bill Belichick,Home,cloudy,42,90,5
316,2018,15,Seahawks,49ers,23,26,401030950,3,1,0,49ers,2018_15_49ers_Seahawks,Kyle Shanahan,Pete Carroll,Home,cloudy,61,68,11
317,2018,15,Buccaneers,Ravens,12,20,401030898,8,1,0,Ravens,2018_15_Ravens_Buccaneers,John Harbaugh,Dirk Koetter,Home,cloudy,68,43,5
318,2018,15,Washington,Jaguars,16,13,401030924,-3,0,1,Redskins,2018_15_Jaguars_Washington,Doug Marrone,Jay Gruden,Home,cloudy,64,58,12
319,2018,15,Titans,Giants,17,0,401030915,-17,0,1,Titans,2018_15_Giants_Titans,Pat Shurmur,Mike Vrabel,Home,rain,4,95,6
320,2018,15,Dolphins,Vikings,17,41,401030918,24,1,0,Vikings,2018_15_Vikings_Dolphins,Mike Zimmer,Adam Gase,Home,indoor,68,70,5
321,2018,15,Cowboys,Colts,0,23,401030927,23,1,0,Colts,2018_15_Colts_Cowboys,Frank Reich,Jason Garrett,Home,sunny,46,80,5
322,2018,15,Raiders,Bengals,16,30,401030909,14,1,0,Bengals,2018_15_Bengals_Raiders,Marvin Lewis,Jon Gruden,Home,cloudy,43,96,2
323,2018,15,Packers,Bears,17,24,401030893,7,1,0,Bears,2018_15_Bears_Packers,Matt Nagy,Joe Philbin,Home,fair,45,63,10
324,2018,15,Lions,Bills,13,14,401030896,1,1,0,Bills,2018_15_Bills_Lions,Sean McDermott,Matt Patricia,Home,rain,39,85,7
325,2018,15,Cardinals,Falcons,14,40,401030900,26,1,0,Falcons,2018_15_Falcons_Cardinals,Dan Quinn,Steve Wilks,Home,cloudy,68,70,5
326,2018,15,Browns,Broncos,17,16,401030876,-1,0,1,Browns,2018_15_Broncos_Browns,Vance Joseph,Gregg Williams,Home,cloudy,46,35,0
327,2018,15,Texans,Jets,29,22,401030891,-7,0,1,Texans,2018_15_Jets_Texans,Todd Bowles,Bill O'Brien,Home,cloudy,51,85,8
328,2018,15,Chargers,Chiefs,29,28,401030874,-1,0,1,Chargers,2018_15_Chiefs_Chargers,Andy Reid,Anthony Lynn,Home,cloudy,39,76,5
329,2018,14,Vikings,Seahawks,7,21,401030867,14,1,0,Seahawks,2018_14_Seahawks_Vikings,Pete Carroll,Mike Zimmer,Home,cloudy,48,76,9
330,2018,14,Rams,Bears,6,15,401030817,9,1,0,Bears,2018_14_Bears_Rams,Matt Nagy,Sean McVay,Home,cloudy,29,70,4
331,2018,14,Lions,Cardinals,17,3,401030860,-14,0,1,Lions,2018_14_Cardinals_Lions,Steve Wilks,Matt Patricia,Home,sunny,7,41,2
332,2018,17,Cowboys,Giants,36,35,401030812,-1,0,1,Cowboys,2018_17_Giants_Cowboys,Pat Shurmur,Jason Garrett,Home,cloudy,37,70,2
333,2018,17,Falcons,Buccaneers,34,32,401030820,-2,0,1,Falcons,2018_17_Buccaneers_Falcons,Dirk Koetter,Dan Quinn,Home,cloudy,8,73,5
334,2018,17,Jaguars,Texans,3,20,401030759,17,1,0,Texans,2018_17_Texans_Jaguars,Bill O'Brien,Doug Marrone,Home,rain,46,93,6
335,2018,17,Chargers,Broncos,23,9,401030824,-14,0,1,Chargers,2018_17_Broncos_Chargers,Vance Joseph,Anthony Lynn,Home,cloudy,51,22,6
336,2018,16,Broncos,Raiders,14,27,401030926,13,1,0,Raiders,2018_16_Raiders_Broncos,Jon Gruden,Vance Joseph,Home,rain,58,80,14
337,2018,16,Chiefs,Seahawks,31,38,401030917,7,1,0,Seahawks,2018_16_Seahawks_Chiefs,Pete Carroll,Andy Reid,Home,cloudy,43,82,8
338,2018,16,Steelers,Saints,28,31,401030913,3,1,0,Saints,2018_16_Saints_Steelers,Sean Payton,Mike Tomlin,Home,indoor,68,71,10
339,2018,16,Bears,49ers,14,9,401030901,-5,0,1,Bears,2018_16_49ers_Bears,Kyle Shanahan,Matt Nagy,Home,cloudy,5,76,5
340,2018,16,Rams,Cardinals,31,9,401030907,-22,0,1,Rams,2018_16_Cardinals_Rams,Steve Wilks,Sean McVay,Home,sunny,72,22,0
341,2018,16,Falcons,Panthers,24,10,401030895,-14,0,1,Falcons,2018_16_Panthers_Falcons,Ron Rivera,Dan Quinn,Home,sunny,52,45,7
342,2018,16,Texans,Eagles,30,32,401030864,2,1,0,Eagles,2018_16_Eagles_Texans,Doug Pederson,Bill O'Brien,Home,cloudy,44,44,5
343,2018,16,Packers,Jets,44,38,401030870,-6,0,1,Packers,2018_16_Jets_Packers,Todd Bowles,Joe Philbin,Home,sunny,43,48,8
344,2018,16,Bills,Patriots,12,24,401030892,12,1,0,Patriots,2018_16_Patriots_Bills,Bill Belichick,Sean McDermott,Home,cloudy,4,38,12
345,2018,16,Jaguars,Dolphins,17,7,401030866,-10,0,1,Jaguars,2018_16_Dolphins_Jaguars,Adam Gase,Doug Marrone,Home,sunny,73,49,9
346,2018,16,Giants,Colts,27,28,401030861,1,1,0,Colts,2018_16_Colts_Giants,Frank Reich,Pat Shurmur,Home,cloudy,33,85,7
347,2018,14,Steelers,Raiders,21,24,401030863,3,1,0,Raiders,2018_14_Raiders_Steelers,Jon Gruden,Mike Tomlin,Home,cloudy,55,74,8
348,2018,16,Vikings,Lions,27,9,401030877,-18,0,1,Vikings,2018_16_Lions_Vikings,Matt Patricia,Mike Zimmer,Home,indoor,68,70,5
349,2018,16,Bengals,Browns,18,26,401030872,8,1,0,Browns,2018_16_Browns_Bengals,Gregg Williams,Marvin Lewis,Home,cloudy,37,76,9
350,2018,16,Ravens,Chargers,22,10,401030897,-12,0,1,Ravens,2018_16_Chargers_Ravens,Anthony Lynn,John Harbaugh,Home,cloudy,6,89,5
351,2018,17,Colts,Titans,33,17,401030755,-16,0,1,Colts,2018_17_Titans_Colts,Mike Vrabel,Frank Reich,Home,cloudy,53,67,4
352,2018,17,Browns,Ravens,24,26,401030719,2,1,0,Ravens,2018_17_Ravens_Browns,John Harbaugh,Gregg Williams,Home,cloudy,48,59,2
353,2018,17,Eagles,Washington,24,0,401030727,-24,0,1,Eagles,2018_17_Washington_Eagles,Jay Gruden,Doug Pederson,Home,sunny,46,62,3
354,2018,16,Washington,Titans,16,25,401030868,9,1,0,Titans,2018_16_Titans_Washington,Mike Vrabel,Jay Gruden,Home,sunny,51,48,9
355,2018,17,Cardinals,Seahawks,24,27,401030856,3,1,0,Seahawks,2018_17_Seahawks_Cardinals,Pete Carroll,Steve Wilks,Home,cloudy,45,76,5
356,2018,17,Bengals,Steelers,13,16,401030818,3,1,0,Steelers,2018_17_Steelers_Bengals,Mike Tomlin,Marvin Lewis,Home,cloudy,42,63,9
357,2018,17,Bears,Vikings,24,10,401030763,-14,0,1,Bears,2018_17_Vikings_Bears,Mike Zimmer,Matt Nagy,Home,indoor,68,70,5
358,2018,17,49ers,Rams,32,48,401030850,16,1,0,Rams,2018_17_Rams_49ers,Sean McVay,Kyle Shanahan,Home,sunny,65,30,3
359,2018,17,Raiders,Chiefs,3,35,401030760,32,1,0,Chiefs,2018_17_Chiefs_Raiders,Andy Reid,Jon Gruden,Home,sunny,45,43,15
360,2018,16,Buccaneers,Cowboys,20,27,401030875,7,1,0,Cowboys,2018_16_Cowboys_Buccaneers,Jason Garrett,Dirk Koetter,Home,cloudy,68,70,5
361,2018,11,Packers,Seahawks,24,27,401030878,3,1,0,Seahawks,2018_11_Seahawks_Packers,Pete Carroll,Mike McCarthy,Home,cloudy,54,69,6
362,2018,14,Eagles,Cowboys,23,29,401030854,6,1,0,Cowboys,2018_14_Cowboys_Eagles,Jason Garrett,Doug Pederson,Home,cloudy,51,70,5
363,2018,14,Bengals,Chargers,21,26,401030851,5,1,0,Chargers,2018_14_Chargers_Bengals,Anthony Lynn,Marvin Lewis,Home,cloudy,71,42,2
364,2018,12,Steelers,Broncos,17,24,401030911,7,1,0,Broncos,2018_12_Broncos_Steelers,Vance Joseph,Mike Tomlin,Home,sunny,41,26,7
365,2018,12,Cardinals,Chargers,10,45,401030912,35,1,0,Chargers,2018_12_Chargers_Cardinals,Anthony Lynn,Steve Wilks,Home,cloudy,74,52,3
366,2018,12,Raiders,Ravens,17,34,401030916,17,1,0,Ravens,2018_12_Ravens_Raiders,John Harbaugh,Jon Gruden,Home,cloudy,6,54,7
367,2018,12,Seahawks,Panthers,30,27,401030920,-3,0,1,Seahawks,2018_12_Panthers_Seahawks,Ron Rivera,Pete Carroll,Home,cloudy,57,63,1
368,2018,12,49ers,Buccaneers,9,27,401030902,18,1,0,Buccaneers,2018_12_Buccaneers_49ers,Dirk Koetter,Kyle Shanahan,Home,cloudy,77,62,7
369,2018,12,Giants,Eagles,22,25,401030914,3,1,0,Eagles,2018_12_Eagles_Giants,Doug Pederson,Pat Shurmur,Home,sunny,56,58,10
370,2018,12,Patriots,Jets,27,13,401030904,-14,0,1,Patriots,2018_12_Jets_Patriots,Todd Bowles,Bill Belichick,Home,cloudy,54,64,8
371,2018,12,Browns,Bengals,35,20,401030921,-15,0,1,Browns,2018_12_Bengals_Browns,Marvin Lewis,Gregg Williams,Home,cloudy,44,100,4
372,2018,12,Jaguars,Bills,21,24,401030919,3,1,0,Bills,2018_12_Bills_Jaguars,Sean McDermott,Doug Marrone,Home,cloudy,44,79,12
373,2018,12,Falcons,Saints,17,31,401030923,14,1,0,Saints,2018_12_Saints_Falcons,Sean Payton,Dan Quinn,Home,indoor,53,72,5
374,2018,12,Washington,Cowboys,23,31,401030925,8,1,0,Cowboys,2018_12_Cowboys_Washington,Jason Garrett,Jay Gruden,Home,cloudy,68,70,5
375,2018,12,Bears,Lions,23,16,401030905,-7,0,1,Bears,2018_12_Lions_Bears,Matt Patricia,Matt Nagy,Home,cloudy,68,70,5
376,2018,11,Chiefs,Rams,51,54,401030972,3,1,0,Rams,2018_11_Rams_Chiefs,Sean McVay,Andy Reid,Home,cloudy,65,56,5
377,2018,11,Vikings,Bears,20,25,401030903,5,1,0,Bears,2018_11_Bears_Vikings,Matt Nagy,Mike Zimmer,Home,cloudy,33,77,6
378,2018,11,Eagles,Saints,7,48,401030963,41,1,0,Saints,2018_11_Saints_Eagles,Sean Payton,Doug Pederson,Home,indoor,68,54,4
379,2018,11,Broncos,Chargers,23,22,401030969,-1,0,1,Broncos,2018_11_Chargers_Broncos,Anthony Lynn,Vance Joseph,Home,cloudy,69,67,4
380,2018,11,Raiders,Cardinals,23,21,401030970,-2,0,1,Raiders,2018_11_Cardinals_Raiders,Steve Wilks,Jon Gruden,Home,sunny,72,20,3
381,2018,11,Bengals,Ravens,21,24,401030894,3,1,0,Ravens,2018_11_Ravens_Bengals,John Harbaugh,Marvin Lewis,Home,cloudy,48,58,8
382,2018,11,Steelers,Jaguars,20,16,401030971,-4,0,1,Steelers,2018_11_Jaguars_Steelers,Doug Marrone,Mike Tomlin,Home,sunny,73,60,8
383,2018,11,Texans,Washington,23,21,401030966,-2,0,1,Texans,2018_11_Washington_Texans,Jay Gruden,Bill O'Brien,Home,cloudy,48,56,6
