,season,week,date,awayteam,hometeam,stadium,location,winner,proba_away,proba_home
250,2022,17,2023-01-01,Jaguars,Texans,NRG Stadium,"Houston, TX",1,0.3344,0.6656
251,2022,17,2023-01-01,49ers,Raiders,Allegiant Stadium,"Las Vegas, NV",0,0.5018,0.4982
252,2022,17,2023-01-01,Jets,Seahawks,Lumen Field,"Seattle, WA",1,0.197,0.803
253,2022,17,2023-01-01,Vikings,Packers,Lambeau Field,"Green Bay, WI",1,0.2892,0.7108
254,2022,17,2023-01-01,Rams,Chargers,SoFi Stadium,"Inglewood, CA",0,0.656,0.344
255,2022,17,2023-01-02,Bills,Bengals,Paycor Stadium,"Cincinnati, OH",0,0.7209,0.2791
256,2022,18,2023-01-08,Buccaneers,Falcons,Mercedes-Benz Stadium,"Atlanta, GA",0,0.6109,0.3891
257,2022,18,2023-01-08,Patriots,Bills,Highmark Stadium,"Orchard Park, NY",0,0.5001,0.4999
258,2022,18,2023-01-08,Vikings,Bears,Soldier Field,"Chicago, IL",1,0.4949,0.5051
259,2022,18,2023-01-08,Ravens,Bengals,Paycor Stadium,"Cincinnati, OH",0,0.782,0.218
260,2022,18,2023-01-08,Chargers,Broncos,Empower Field at Mile High,"Denver, CO",0,0.5834,0.4166
261,2022,18,2023-01-08,Lions,Packers,Lambeau Field,"Green Bay, WI",1,0.1893,0.8107
262,2022,18,2023-01-08,Texans,Colts,Lucas Oil Stadium,"Indianapolis, IN",1,0.4066,0.5934
263,2022,18,2023-01-08,Chiefs,Raiders,Allegiant Stadium,"Las Vegas, NV",0,0.7739,0.2261
264,2022,18,2023-01-08,Jets,Dolphins,Hard Rock Stadium,"Miami Gardens, FL",1,0.2393,0.7607
265,2022,18,2023-01-08,Panthers,Saints,Caesars Superdome,"New Orleans, LA",1,0.244,0.756
266,2022,18,2023-01-08,Giants,Eagles,Lincoln Financial Field,"Philadelphia, PA",1,0.2197,0.7803
267,2022,18,2023-01-08,Browns,Steelers,Acrisure Stadium,"Pittsburgh, PA",1,0.1833,0.8167
268,2022,18,2023-01-08,Cardinals,49ers,Levi's Stadium,"Santa Clara, CA",1,0.4656,0.5344
269,2022,18,2023-01-08,Rams,Seahawks,Lumen Field,"Seattle, WA",0,0.5843,0.4157
270,2022,18,2023-01-08,Cowboys,Washington,FedExField,"Landover, MD",0,0.5935,0.4065
271,2022,18,2023-01-08,Titans,Jaguars,TIAA Bank Field,"Jacksonville, FL",0,0.7304,0.2696
