,idgame,team,pass_completion,pass_yds,pass_avg,pass_td,pass_int,sacks,qbr,rtg,rush_car,rush_yds,rush_avg,rush_td,rush_long,receptions,rec_yds,rec_avg,rec_td,rec_long,rec_tgs,fumbles,fumbles_lost,fumbles_rec,defense_tot,defense_solo,defense_sacks,defense_tfl,defense_pd,defense_qb_hits,defense_td,interceptions,interceptions_yds,interceptions_td,kicks_return_no,kicks_return_yds,kicks_return_avg,kicks_return_long,kicks_return_td,punt_return_no,punt_return_yds,punt_return_avg,punt_return_long,punt_return_td,kicking_pct,kicking_long,kicking_pts,punting_no,punting_yds,punting_avg,punting_tb,punting_in_20,punting_long,date,delta_match
0,400950241,Dolphins,0.7142857142857143,164.0,5.9,0.0,1.0,0.1111111111111111,0.1111111111111111,71.1,15.0,58.0,15.8,0.0,27.0,20.0,164.0,47.5,0.0,73.0,28.0,2.0,0.0,0.0,60.0,58.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,45.0,22.5,23.0,0.0,2.0,9.0,4.5,9.0,0.0,0.0,0.0,0.0,6.0,263.0,43.8,0.0,2.0,49.0,2017-10-01 13:30:00+00:00,6 days 20:30:00
1,400950241,Saints,0.7073170731707317,268.0,6.5,2.0,0.0,0.1428571428571428,0.1428571428571428,104.5,28.0,86.0,19.0,0.0,35.0,29.0,268.0,90.5,2.0,132.0,40.0,2.0,0.0,0.0,44.0,44.0,4.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,23.0,23.0,23.0,0.0,3.0,26.0,8.7,17.0,0.0,66.7,45.0,8.0,3.0,141.0,47.0,0.0,0.0,58.0,2017-10-01 13:30:00+00:00,6 days 20:30:00
2,400951552,Buccaneers,0.5652173913043478,334.0,7.3,1.0,0.0,0.1333333333333333,0.1333333333333333,86.7,20.0,90.0,13.1,1.0,27.0,26.0,334.0,96.8,1.0,133.0,45.0,2.0,0.0,1.0,68.0,57.0,3.0,5.0,3.0,6.0,0.0,1.0,2.0,0.0,1.0,16.0,16.0,16.0,0.0,3.0,29.0,9.7,14.0,0.0,0.0,0.0,2.0,6.0,271.0,45.2,0.0,3.0,57.0,2017-10-06 00:25:00+00:00,4 days 04:20:00
3,400951552,Patriots,0.75,303.0,7.6,1.0,1.0,0.2142857142857142,0.2142857142857142,94.1,23.0,113.0,15.9,0.0,46.0,30.0,303.0,49.0,1.0,98.0,40.0,1.0,1.0,0.0,58.0,50.0,2.0,3.5,6.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,23.0,0.0,3.0,51.0,17.0,40.0,0.0,100.0,48.0,13.0,4.0,188.0,47.0,0.0,1.0,55.0,2017-10-06 00:25:00+00:00,4 days 07:25:00
4,400951553,Cardinals,0.5106382978723404,273.0,5.8,1.0,0.0,0.1176470588235294,0.1176470588235294,75.9,24.0,34.0,4.4,1.0,13.0,24.0,273.0,82.8,1.0,105.0,47.0,1.0,1.0,0.0,58.0,50.0,5.0,8.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,61.0,10.2,16.0,0.0,100.0,43.0,4.0,5.0,230.0,46.0,1.0,2.0,59.0,2017-11-10 01:25:00+00:00,4 days 04:20:00
5,400951553,Seahawks,0.6875,238.0,7.4,2.0,0.0,0.1923076923076923,0.1923076923076923,111.2,23.0,75.0,12.7,0.0,52.0,22.0,238.0,107.5,2.0,154.0,30.0,1.0,0.0,1.0,60.0,51.0,2.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0,3.0,57.0,19.0,20.0,0.0,2.0,18.0,9.0,15.0,0.0,100.0,43.0,8.0,8.0,398.0,49.8,0.0,3.0,57.0,2017-11-10 01:25:00+00:00,4 days 04:20:00
6,400951554,Bengals,0.6111111111111112,328.0,9.1,1.0,2.0,0.2,0.2,77.1,27.0,65.0,2.8,1.0,21.0,22.0,328.0,93.9,1.0,164.0,34.0,2.0,1.0,0.0,65.0,47.0,6.0,10.0,3.0,8.0,0.0,1.0,14.0,0.0,3.0,77.0,25.7,27.0,0.0,4.0,4.0,1.0,5.0,0.0,100.0,30.0,8.0,4.0,187.0,46.8,0.0,3.0,48.0,2017-10-08 17:00:00+00:00,7 days 00:00:00
7,400951554,Bills,0.5405405405405406,166.0,4.5,1.0,1.0,0.2222222222222222,0.2222222222222222,63.6,24.0,82.0,11.6,0.0,23.0,20.0,166.0,61.1,1.0,83.0,35.0,1.0,0.0,1.0,66.0,37.0,1.0,4.0,9.0,4.0,0.0,2.0,26.0,0.0,1.0,17.0,17.0,17.0,0.0,2.0,41.0,20.5,40.0,0.0,100.0,38.0,10.0,7.0,315.0,45.0,2.0,3.0,51.0,2017-10-08 17:00:00+00:00,7 days 00:00:00
8,400951555,Bills,1.2,135.0,11.0,1.0,1.0,0.3333333333333333,0.3333333333333333,160.3,15.0,69.0,9.1,0.0,44.0,16.0,135.0,70.7,1.0,85.0,27.0,1.0,0.0,1.0,83.0,55.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,63.0,21.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.0,4.0,6.0,272.0,45.3,0.0,1.0,58.0,2017-11-12 18:00:00+00:00,9 days 17:35:00
9,400951555,Saints,0.72,184.0,7.4,0.0,0.0,0.0,0.0,92.8,48.0,298.0,31.6,6.0,101.0,18.0,184.0,54.4,0.0,75.0,23.0,1.0,1.0,0.0,42.0,34.0,2.0,5.0,5.0,3.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,3.8,10.0,0.0,100.0,53.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-12 18:00:00+00:00,7 days 00:00:00
10,400951556,Browns,1.3126934984520124,281.0,15.3,2.0,2.0,0.5,0.5,160.5,33.0,140.0,20.4,0.0,54.0,24.0,281.0,88.5,2.0,140.0,36.0,2.0,1.0,0.0,49.0,41.0,3.0,6.0,5.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,9.3,16.0,0.0,0.0,0.0,2.0,2.0,113.0,56.5,0.0,0.0,60.0,2017-10-08 17:00:00+00:00,7 days 00:00:00
11,400951556,Jets,0.7666666666666667,194.0,6.5,2.0,1.0,0.1875,0.1875,101.3,18.0,34.0,9.3,0.0,22.0,23.0,194.0,78.1,2.0,117.0,30.0,1.0,0.0,1.0,64.0,50.0,1.0,3.0,3.0,7.0,0.0,2.0,40.0,0.0,2.0,24.0,24.0,24.0,0.0,2.0,16.0,8.0,13.0,0.0,100.0,57.0,5.0,6.0,308.0,51.3,1.0,1.0,62.0,2017-10-08 17:00:00+00:00,7 days 00:00:00
12,400951557,Falcons,0.5555555555555556,221.0,8.2,1.0,3.0,0.1,0.1,55.2,37.0,132.0,16.4,1.0,39.0,15.0,221.0,61.900000000000006,1.0,89.0,27.0,1.0,0.0,0.0,60.0,39.0,2.0,5.5,3.0,3.0,0.0,1.0,0.0,0.0,2.0,61.0,30.5,36.0,0.0,2.0,4.0,2.0,4.0,0.0,100.0,52.0,8.0,2.0,83.0,41.5,0.0,0.0,49.0,2017-12-08 01:25:00+00:00,4 days 07:25:00
13,400951557,Saints,0.7428571428571429,271.0,7.7,2.0,1.0,0.1333333333333333,0.1333333333333333,103.4,15.0,50.0,5.1,0.0,15.0,26.0,271.0,73.8,2.0,151.0,35.0,0.0,0.0,0.0,61.0,45.0,1.0,5.0,5.0,5.0,0.0,3.0,45.0,0.0,5.0,121.0,24.2,36.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34.0,5.0,5.0,208.0,41.6,0.0,2.0,49.0,2017-12-08 01:25:00+00:00,4 days 04:00:00
14,400951558,Lions,0.6571428571428571,229.0,6.5,2.0,0.0,0.1621621621621621,0.1621621621621621,103.2,15.0,50.0,10.8,1.0,38.0,23.0,229.0,75.4,2.0,117.0,35.0,2.0,1.0,0.0,63.0,51.0,3.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,22.0,0.0,1.0,6.0,6.0,6.0,0.0,100.0,30.0,6.0,5.0,206.0,41.2,0.0,1.0,53.0,2017-10-08 17:00:00+00:00,7 days 00:00:00
15,400951558,Panthers,0.7878787878787878,355.0,10.8,3.0,0.0,0.1428571428571428,0.1428571428571428,141.8,28.0,28.0,3.5,0.0,19.0,26.0,355.0,78.5,3.0,151.0,33.0,1.0,0.0,1.0,51.0,37.0,6.0,10.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,44.0,14.7,24.0,0.0,1.0,13.0,13.0,13.0,0.0,66.7,44.0,9.0,5.0,234.0,46.8,1.0,0.0,60.0,2017-10-08 17:00:00+00:00,7 days 00:00:00
16,400951559,Bears,0.6,297.0,8.5,1.0,0.0,0.1724137931034483,0.1724137931034483,97.0,17.0,55.0,4.6,0.0,26.0,21.0,297.0,104.1,1.0,166.0,35.0,1.0,1.0,0.0,64.0,56.0,3.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,6.0,128.0,40.3,53.0,0.0,1.0,8.0,8.0,8.0,0.0,100.0,49.0,10.0,5.0,241.0,48.2,0.0,1.0,59.0,2017-11-12 18:00:00+00:00,14 days 01:00:00
17,400951559,Packers,0.72,212.0,8.5,1.0,0.0,0.1,0.1,110.7,37.0,160.0,27.9,1.0,75.0,18.0,212.0,85.0,1.0,137.0,24.0,0.0,0.0,0.0,52.0,46.0,5.0,10.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,51.0,25.5,34.0,0.0,4.0,42.0,10.5,15.0,0.0,75.0,50.0,11.0,4.0,160.0,40.0,0.0,1.0,53.0,2017-11-12 18:00:00+00:00,5 days 16:30:00
18,400951560,Bills,0.8333333333333333,92.0,11.5,1.0,1.0,0.0,0.0,115.4,51.0,227.0,18.6,1.0,72.0,7.0,92.0,61.2,1.0,74.0,15.0,2.0,1.0,0.0,70.0,60.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,52.0,17.3,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,230.0,38.3,0.0,2.0,48.0,2017-12-10 18:00:00+00:00,7 days 00:00:00
19,400951560,Colts,0.5,69.0,3.1,1.0,0.0,0.2,0.2,72.0,46.0,163.0,10.2,0.0,38.0,11.0,69.0,39.5,1.0,45.0,20.0,0.0,0.0,1.0,71.0,58.0,0.0,6.0,6.0,0.0,0.0,1.0,9.0,0.0,2.0,34.0,17.0,20.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,269.0,38.4,1.0,2.0,47.0,2017-12-10 18:00:00+00:00,7 days 00:00:00
20,400951561,Panthers,0.52,137.0,5.5,1.0,1.0,0.25,0.25,64.9,36.0,216.0,25.200000000000003,3.0,138.0,13.0,137.0,56.1,1.0,81.0,24.0,0.0,0.0,1.0,71.0,49.0,6.0,9.0,8.0,9.0,0.0,2.0,3.0,0.0,3.0,50.0,31.0,34.0,0.0,1.0,7.0,7.0,7.0,0.0,100.0,41.0,7.0,6.0,260.0,43.3,0.0,2.0,56.0,2017-12-10 18:00:00+00:00,6 days 20:35:00
21,400951561,Vikings,0.6136363636363636,280.0,6.4,2.0,2.0,0.25,0.25,75.9,21.0,100.0,16.2,0.0,43.0,27.0,280.0,82.9,2.0,143.0,44.0,2.0,1.0,0.0,72.0,30.0,2.0,6.0,3.0,4.0,0.0,1.0,34.0,0.0,2.0,44.0,44.0,44.0,0.0,5.0,54.0,10.8,29.0,0.0,75.0,30.0,10.0,3.0,131.0,43.7,0.0,1.0,48.0,2017-12-10 18:00:00+00:00,7 days 00:00:00
22,400951562,49ers,0.6304347826086957,353.0,7.7,2.0,0.0,0.1176470588235294,0.1176470588235294,101.1,22.0,66.0,12.3,0.0,26.0,29.0,353.0,85.2,2.0,145.0,45.0,2.0,0.0,0.0,73.0,41.0,4.0,10.0,4.0,12.0,0.0,1.0,29.0,0.0,4.0,59.0,14.8,28.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,43.0,11.0,6.0,274.0,45.7,0.0,1.0,55.0,2017-10-08 17:00:00+00:00,6 days 20:55:00
23,400951562,Colts,0.6470588235294118,314.0,9.2,0.0,1.0,0.1538461538461538,0.1538461538461538,82.2,35.0,159.0,16.8,2.0,60.0,22.0,314.0,86.9,0.0,149.0,33.0,3.0,0.0,0.0,68.0,44.0,2.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,3.5,5.0,0.0,100.0,52.0,14.0,4.0,191.0,47.8,0.0,4.0,56.0,2017-10-08 17:00:00+00:00,6 days 16:30:00
24,400951563,Browns,0.9009009009009008,237.0,8.0,1.0,1.0,0.4696969696969696,0.4696969696969696,115.7,33.0,201.0,19.1,2.0,60.0,22.0,237.0,85.2,1.0,140.0,39.0,1.0,1.0,0.0,44.0,33.0,4.0,8.0,4.0,8.0,0.0,1.0,0.0,0.0,2.0,35.0,35.0,35.0,0.0,2.0,11.0,5.5,11.0,0.0,100.0,23.0,6.0,5.0,241.0,48.2,0.0,1.0,59.0,2017-11-12 18:00:00+00:00,21 days 01:00:00
25,400951563,Lions,0.6538461538461539,249.0,9.6,3.0,1.0,0.5,0.5,118.9,19.0,104.0,17.8,1.0,51.0,17.0,249.0,108.7,3.0,164.0,25.0,0.0,0.0,1.0,73.0,52.0,4.0,6.0,6.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,14.0,29.0,0.0,100.0,46.0,8.0,4.0,176.0,44.0,1.0,1.0,48.0,2017-11-12 18:00:00+00:00,5 days 16:30:00
26,400951564,Bears,0.78125,271.0,8.5,1.0,0.0,0.0952380952380952,0.0952380952380952,112.4,38.0,232.0,15.6,3.0,54.0,25.0,271.0,85.7,1.0,117.0,31.0,0.0,0.0,1.0,51.0,29.0,3.0,3.0,8.0,6.0,0.0,1.0,6.0,0.0,2.0,39.0,19.5,22.0,0.0,2.0,7.0,3.5,6.0,0.0,100.0,34.0,9.0,3.0,142.0,47.3,0.0,2.0,50.0,2017-12-10 18:00:00+00:00,7 days 00:00:00
27,400951564,Bengals,0.9827586206896552,188.0,10.8,1.0,1.0,0.2444444444444444,0.2444444444444444,127.9,13.0,70.0,9.6,0.0,25.0,18.0,188.0,64.1,1.0,93.0,36.0,1.0,1.0,0.0,71.0,55.0,2.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,97.0,19.4,32.0,0.0,2.0,12.0,6.0,7.0,0.0,0.0,0.0,1.0,5.0,251.0,50.2,0.0,2.0,57.0,2017-12-10 18:00:00+00:00,5 days 16:30:00
28,400951565,Colts,0.5833333333333334,222.0,9.3,2.0,1.0,0.1153846153846153,0.1153846153846153,99.7,29.0,71.0,9.0,0.0,24.0,14.0,222.0,109.8,2.0,161.0,23.0,0.0,0.0,0.0,64.0,40.0,1.0,4.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,4.3,17.0,0.0,100.0,48.0,5.0,7.0,328.0,46.9,0.0,2.0,59.0,2017-11-12 18:00:00+00:00,7 days 00:00:00
29,400951565,Steelers,0.6129032258064516,236.0,7.6,2.0,1.0,0.125,0.125,92.9,30.0,88.0,8.6,0.0,23.0,19.0,236.0,65.5,2.0,119.0,30.0,1.0,0.0,0.0,48.0,40.0,3.0,8.0,4.0,9.0,0.0,1.0,0.0,0.0,2.0,43.0,43.0,43.0,0.0,1.0,7.0,7.0,7.0,0.0,66.7,41.0,6.0,6.0,297.0,49.5,0.0,3.0,58.0,2017-11-12 18:00:00+00:00,13 days 17:30:00
30,400951566,Chiefs,0.8,368.0,10.5,4.0,0.0,0.1875,0.1875,148.6,27.0,185.0,40.8,2.0,98.0,28.0,368.0,85.0,4.0,215.0,34.0,2.0,1.0,0.0,68.0,48.0,3.0,6.5,2.0,6.0,0.0,0.0,0.0,0.0,4.0,86.0,21.5,31.0,0.0,4.0,10.0,5.0,10.0,0.0,0.0,0.0,6.0,6.0,262.0,43.7,0.0,3.0,59.0,2017-09-08 00:30:00+00:00,0.0
31,400951566,Patriots,0.4444444444444444,267.0,7.4,0.0,0.0,0.15,0.15,70.0,35.0,124.0,22.0,3.0,59.0,16.0,267.0,88.5,0.0,140.0,36.0,1.0,0.0,1.0,63.0,50.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,49.0,16.3,26.0,0.0,1.0,8.0,8.0,8.0,0.0,100.0,32.0,9.0,6.0,242.0,40.3,0.0,2.0,54.0,2017-09-08 00:30:00+00:00,0.0
32,400951567,Bills,0.5714285714285714,224.0,8.0,2.0,1.0,0.3333333333333333,0.3333333333333333,92.0,42.0,190.0,13.3,1.0,57.0,16.0,224.0,114.6,2.0,164.0,27.0,0.0,0.0,0.0,60.0,42.0,1.0,2.0,6.0,5.0,0.0,2.0,12.0,0.0,1.0,23.0,23.0,23.0,0.0,4.0,35.0,8.8,19.0,0.0,0.0,0.0,3.0,6.0,257.0,42.8,1.0,1.0,55.0,2017-09-10 17:00:00+00:00,0.0
33,400951567,Jets,0.6666666666666666,187.0,4.8,0.0,2.0,0.0909090909090909,0.0909090909090909,56.3,15.0,38.0,5.800000000000001,1.0,20.0,26.0,187.0,52.8,0.0,103.0,38.0,2.0,0.0,0.0,82.0,56.0,2.0,7.0,5.0,6.0,0.0,1.0,48.0,0.0,2.0,45.0,22.5,25.0,0.0,3.0,27.0,9.0,25.0,0.0,100.0,52.0,6.0,6.0,297.0,49.5,0.0,2.0,58.0,2017-09-10 17:00:00+00:00,0.0
34,400951568,49ers,0.6216216216216216,332.0,9.0,2.0,1.0,0.1666666666666666,0.1666666666666666,98.0,33.0,113.0,18.2,3.0,46.0,23.0,332.0,126.5,2.0,204.0,37.0,1.0,1.0,2.0,61.0,52.0,0.0,4.5,1.0,3.0,0.0,0.0,0.0,0.0,3.0,56.0,38.0,38.0,0.0,2.0,9.0,9.0,9.0,0.0,100.0,48.0,9.0,2.0,83.0,41.5,0.0,2.0,51.0,2017-09-22 00:25:00+00:00,4 days 04:00:00
35,400951568,Rams,0.7857142857142857,292.0,10.4,3.0,0.0,0.0,0.0,145.8,32.0,126.0,7.7,2.0,36.0,22.0,292.0,76.4,3.0,143.0,28.0,3.0,2.0,1.0,75.0,55.0,4.0,6.0,5.0,7.0,0.0,1.0,25.0,0.0,3.0,83.0,27.7,28.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,48.0,11.0,2.0,113.0,56.5,0.0,0.0,64.0,2017-09-22 00:25:00+00:00,4 days 04:00:00
36,400951569,Lions,0.5714285714285714,250.0,7.1,2.0,1.0,0.2142857142857142,0.2142857142857142,86.6,15.0,53.0,18.8,0.0,29.0,20.0,250.0,78.7,2.0,129.0,35.0,2.0,1.0,0.0,69.0,56.0,2.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,35.0,35.0,35.0,0.0,2.0,30.0,30.0,30.0,0.0,100.0,50.0,11.0,4.0,180.0,45.0,0.0,1.0,49.0,2017-11-23 17:30:00+00:00,3 days 23:30:00
37,400951569,Vikings,0.7,282.0,9.4,2.0,0.0,0.2,0.2,121.8,41.0,136.0,17.9,2.0,80.0,21.0,282.0,91.6,2.0,140.0,30.0,0.0,0.0,1.0,43.0,36.0,3.0,4.0,4.0,7.0,0.0,1.0,21.0,0.0,2.0,46.0,23.0,24.0,0.0,2.0,14.0,7.0,10.0,0.0,50.0,36.0,6.0,4.0,171.0,42.8,0.0,2.0,51.0,2017-11-23 17:30:00+00:00,3 days 23:30:00
38,400951570,Bears,0.65,213.0,5.3,1.0,0.0,0.1081081081081081,0.1081081081081081,86.8,19.0,125.0,24.2,1.0,64.0,26.0,213.0,74.2,1.0,113.0,40.0,2.0,0.0,0.0,50.0,38.0,2.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,70.0,46.5,50.0,0.0,3.0,45.0,15.0,17.0,0.0,100.0,54.0,5.0,5.0,244.0,48.8,1.0,3.0,69.0,2017-09-10 17:00:00+00:00,0.0
39,400951570,Falcons,0.7,321.0,10.7,1.0,0.0,0.1538461538461538,0.1538461538461538,116.1,23.0,64.0,8.8,1.0,26.0,21.0,321.0,111.8,1.0,168.0,30.0,0.0,0.0,0.0,59.0,49.0,4.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,11.0,0.0,2.0,24.0,12.0,15.0,0.0,100.0,48.0,11.0,3.0,178.0,59.3,0.0,0.0,62.0,2017-09-10 17:00:00+00:00,0.0
40,400951571,Chiefs,0.6944444444444444,342.0,9.5,3.0,0.0,0.0909090909090909,0.0909090909090909,127.3,23.0,94.0,8.3,0.0,42.0,25.0,342.0,127.4,3.0,201.0,36.0,1.0,0.0,0.0,59.0,44.0,0.0,5.5,8.0,1.0,0.0,0.0,0.0,0.0,2.0,37.0,37.0,37.0,0.0,2.0,13.0,6.5,13.0,0.0,100.0,53.0,12.0,3.0,137.0,45.7,0.0,3.0,56.0,2017-10-20 00:25:00+00:00,4 days 04:00:00
41,400951571,Raiders,0.5576923076923077,417.0,8.0,3.0,0.0,0.0,0.0,101.2,21.0,88.0,26.6,1.0,42.0,29.0,417.0,82.5,3.0,141.0,52.0,0.0,0.0,0.0,69.0,42.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,33.3,26.0,7.0,3.0,146.0,48.7,0.0,1.0,51.0,2017-10-20 00:25:00+00:00,4 days 04:00:00
42,400951572,Bengals,0.5161290322580645,170.0,5.5,0.0,4.0,0.1923076923076923,0.1923076923076923,28.4,22.0,77.0,13.1,0.0,45.0,16.0,170.0,84.8,0.0,106.0,29.0,1.0,1.0,0.0,74.0,42.0,1.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,11.0,0.0,3.0,14.0,4.7,12.0,0.0,0.0,0.0,0.0,5.0,212.0,42.4,0.0,1.0,53.0,2017-09-10 17:00:00+00:00,0.0
43,400951572,Ravens,0.5294117647058824,121.0,7.1,1.0,1.0,0.1,0.1,71.0,42.0,157.0,13.6,1.0,34.0,9.0,121.0,71.0,1.0,93.0,17.0,1.0,0.0,1.0,55.0,41.0,5.0,8.0,8.0,6.0,0.0,4.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,7.7,15.0,0.0,100.0,25.0,8.0,6.0,250.0,41.7,0.0,2.0,52.0,2017-09-10 17:00:00+00:00,0.0
44,400951573,Chargers,0.8181818181818182,434.0,13.2,3.0,0.0,0.0,0.0,149.1,33.0,81.0,10.6,0.0,24.0,27.0,434.0,102.5,3.0,200.0,33.0,1.0,0.0,0.0,53.0,35.0,2.0,3.0,3.0,4.0,1.0,2.0,90.0,1.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-23 21:30:00+00:00,11 days 03:30:00
45,400951573,Cowboys,0.7407407407407407,179.0,6.6,0.0,2.0,0.1818181818181818,0.1818181818181818,60.6,20.0,79.0,10.6,1.0,17.0,20.0,179.0,63.1,0.0,98.0,25.0,1.0,0.0,0.0,63.0,48.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,102.0,25.5,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,208.0,41.6,0.0,4.0,57.0,2017-11-23 21:30:00+00:00,3 days 20:00:00
46,400951574,Browns,0.6666666666666666,222.0,7.4,1.0,1.0,0.1666666666666666,0.1666666666666666,85.7,25.0,57.0,7.6,1.0,20.0,20.0,222.0,91.1,1.0,144.0,30.0,1.0,0.0,0.0,51.0,31.0,1.0,2.0,6.0,1.0,0.0,1.0,30.0,0.0,1.0,14.0,14.0,14.0,0.0,3.0,34.0,11.3,25.0,0.0,100.0,24.0,4.0,5.0,242.0,48.4,0.0,3.0,61.0,2017-09-10 17:00:00+00:00,0.0
47,400951574,Steelers,0.6666666666666666,263.0,7.3,2.0,1.0,0.125,0.125,95.0,17.0,35.0,3.3,0.0,19.0,24.0,263.0,40.8,2.0,102.0,36.0,1.0,0.0,0.0,66.0,45.0,7.0,10.0,3.0,8.0,0.0,1.0,17.0,0.0,1.0,4.0,4.0,4.0,0.0,3.0,32.0,10.7,13.0,0.0,0.0,0.0,3.0,6.0,275.0,45.8,0.0,0.0,59.0,2017-09-10 17:00:00+00:00,0.0
48,400951575,Bills,0.6060606060606061,268.0,8.1,1.0,0.0,0.1428571428571428,0.1428571428571428,96.5,33.0,173.0,22.5,2.0,67.0,20.0,268.0,115.0,1.0,146.0,32.0,1.0,1.0,2.0,74.0,52.0,1.0,4.5,6.0,6.0,0.0,1.0,15.0,0.0,2.0,49.0,24.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,52.0,12.0,2.0,101.0,50.5,0.0,1.0,55.0,2017-10-22 17:00:00+00:00,14 days 00:00:00
49,400951575,Buccaneers,0.7272727272727273,384.0,8.7,3.0,1.0,0.1666666666666666,0.1666666666666666,112.3,25.0,69.0,18.5,0.0,28.0,32.0,384.0,93.0,3.0,134.0,44.0,6.0,2.0,1.0,68.0,51.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,50.0,9.0,2.0,77.0,38.5,2.0,0.0,40.0,2017-10-22 17:00:00+00:00,6 days 20:55:00
50,400951576,Cardinals,0.5625,268.0,5.6,1.0,3.0,0.2,0.2,53.1,18.0,45.0,16.1,1.0,22.0,27.0,268.0,64.6,1.0,120.0,47.0,2.0,1.0,0.0,66.0,54.0,1.0,6.0,6.0,4.0,1.0,1.0,82.0,1.0,2.0,46.0,23.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,24.0,5.0,4.0,184.0,46.0,0.0,0.0,57.0,2017-09-10 17:00:00+00:00,0.0
51,400951576,Lions,0.7073170731707317,292.0,7.1,4.0,1.0,0.1428571428571428,0.1428571428571428,113.1,27.0,82.0,25.2,0.0,43.0,29.0,292.0,75.2,4.0,135.0,39.0,1.0,0.0,1.0,50.0,41.0,1.0,3.0,11.0,7.0,1.0,3.0,83.0,1.0,3.0,49.0,33.5,36.0,0.0,3.0,48.0,16.0,24.0,0.0,100.0,58.0,5.0,5.0,189.0,84.8,0.0,1.0,97.0,2017-09-10 17:00:00+00:00,0.0
52,400951577,Giants,0.4814814814814814,113.0,4.2,0.0,1.0,0.1481481481481481,0.1481481481481481,44.2,24.0,84.0,11.8,0.0,25.0,13.0,113.0,62.7,0.0,92.0,26.0,1.0,0.0,0.0,72.0,50.0,6.0,8.5,6.0,7.0,1.0,1.0,53.0,1.0,2.0,39.0,19.5,21.0,0.0,2.0,8.0,4.0,8.0,0.0,100.0,30.0,4.0,9.0,371.0,41.2,0.0,1.0,50.0,2017-11-24 01:30:00+00:00,4 days 07:30:00
53,400951578,Bears,0.5714285714285714,107.0,15.3,0.0,0.0,0.1818181818181818,0.1818181818181818,101.8,26.0,68.0,3.7,0.0,18.0,4.0,107.0,92.5,0.0,102.0,7.0,0.0,0.0,1.0,65.0,55.0,5.0,9.0,6.0,11.0,2.0,2.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,6.0,0.0,50.0,19.0,5.0,6.0,296.0,49.3,0.0,1.0,66.0,2017-10-22 17:00:00+00:00,7 days 00:00:00
