,idgame,team,pass_completion,pass_yds,pass_avg,pass_td,pass_int,sacks,qbr,rtg,rush_car,rush_yds,rush_avg,rush_td,rush_long,receptions,rec_yds,rec_avg,rec_td,rec_long,rec_tgs,fumbles,fumbles_lost,fumbles_rec,defense_tot,defense_solo,defense_sacks,defense_tfl,defense_pd,defense_qb_hits,defense_td,interceptions,interceptions_yds,interceptions_td,kicks_return_no,kicks_return_yds,kicks_return_avg,kicks_return_long,kicks_return_td,punt_return_no,punt_return_yds,punt_return_avg,punt_return_long,punt_return_td,kicking_pct,kicking_long,kicking_pts,punting_no,punting_yds,punting_avg,punting_tb,punting_in_20,punting_long,date,delta_match
289,400951708,Steelers,0.6,216.0,7.2,1.0,1.0,0.125,0.125,79.3,42.0,173.0,13.6,2.0,47.0,18.0,216.0,69.0,1.0,98.0,30.0,1.0,0.0,1.0,55.0,51.0,4.0,9.0,8.0,5.0,0.0,2.0,21.0,0.0,2.0,36.0,18.0,21.0,0.0,2.0,15.0,7.5,9.0,0.0,66.7,49.0,8.0,4.0,150.0,37.5,0.0,1.0,48.0,2017-10-01 17:00:00+00:00,7 days 00:00:00
290,400951709,Cowboys,0.6176470588235294,181.0,5.3,0.0,2.0,0.1481481481481481,0.1481481481481481,51.2,30.0,128.0,14.3,0.0,27.0,21.0,181.0,51.900000000000006,0.0,86.0,34.0,1.0,1.0,0.0,57.0,33.0,3.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,45.0,22.5,27.0,0.0,5.0,32.0,6.4,11.0,0.0,66.7,51.0,12.0,2.0,100.0,50.0,0.0,1.0,51.0,2017-12-24 21:25:00+00:00,6 days 19:55:00
291,400951709,Seahawks,0.6666666666666666,93.0,4.4,2.0,0.0,0.0909090909090909,0.0909090909090909,107.8,30.0,76.0,10.9,0.0,39.0,14.0,93.0,38.3,2.0,61.0,20.0,1.0,0.0,1.0,74.0,48.0,4.0,5.0,4.0,8.0,1.0,2.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,3.0,7.0,323.0,46.1,0.0,1.0,54.0,2017-12-24 21:25:00+00:00,7 days 00:20:00
292,400951710,Buccaneers,0.65625,270.0,8.4,2.0,0.0,0.175,0.175,112.8,35.0,165.0,25.6,0.0,65.0,21.0,270.0,137.1,2.0,190.0,32.0,3.0,1.0,0.0,57.0,41.0,2.0,4.5,3.0,6.0,0.0,1.0,15.0,0.0,1.0,20.0,20.0,20.0,0.0,3.0,12.0,4.0,10.0,0.0,100.0,36.0,8.0,5.0,176.0,35.2,0.0,2.0,52.0,2017-12-03 18:00:00+00:00,7 days 00:00:00
293,400951710,Packers,0.5909090909090909,84.0,3.8,0.0,1.0,0.2857142857142857,0.2857142857142857,48.3,29.0,199.0,34.8,2.0,63.0,13.0,84.0,33.9,0.0,47.0,22.0,0.0,0.0,1.0,84.0,56.0,7.0,6.0,7.0,14.0,1.0,0.0,0.0,0.0,4.0,121.0,30.3,33.0,0.0,2.0,2.0,2.0,2.0,0.0,100.0,37.0,8.0,4.0,181.0,45.3,0.0,0.0,57.0,2017-12-03 18:00:00+00:00,6 days 16:30:00
294,400951711,Bengals,0.5862068965517241,243.0,8.4,2.0,0.0,0.12,0.12,108.8,21.0,58.0,24.2,0.0,46.0,17.0,243.0,77.0,2.0,142.0,28.0,4.0,2.0,0.0,70.0,48.0,4.0,8.0,7.0,7.0,1.0,1.0,16.0,1.0,2.0,30.0,15.0,20.0,0.0,3.0,29.0,9.7,29.0,0.0,50.0,29.0,6.0,4.0,197.0,49.3,2.0,0.0,60.0,2017-10-29 17:00:00+00:00,6 days 20:35:00
295,400951711,Colts,0.6410256410256411,233.0,6.0,2.0,1.0,0.2352941176470588,0.2352941176470588,86.8,28.0,115.0,13.6,0.0,29.0,25.0,233.0,55.4,2.0,100.0,38.0,0.0,0.0,2.0,52.0,31.0,3.0,9.5,2.0,7.0,0.0,0.0,0.0,0.0,3.0,54.0,36.5,43.0,0.0,1.0,20.0,20.0,20.0,0.0,100.0,33.0,11.0,4.0,183.0,45.8,0.0,0.0,51.0,2017-10-29 17:00:00+00:00,7 days 00:00:00
296,400951712,Bengals,0.8333333333333334,286.0,9.5,4.0,0.0,0.1363636363636363,0.1363636363636363,146.0,30.0,86.0,15.7,0.0,41.0,25.0,286.0,104.0,4.0,172.0,30.0,3.0,1.0,0.0,55.0,37.0,2.0,5.0,5.0,8.0,0.0,1.0,5.0,0.0,1.0,7.0,7.0,7.0,0.0,6.0,73.0,46.6,54.0,0.0,100.0,41.0,7.0,4.0,191.0,47.8,0.0,2.0,56.0,2017-10-01 17:00:00+00:00,6 days 20:35:00
297,400951712,Browns,1.0955882352941178,183.0,11.6,0.0,1.0,0.3095238095238095,0.3095238095238095,131.5,17.0,45.0,10.2,1.0,29.0,21.0,183.0,49.8,0.0,83.0,41.0,1.0,0.0,1.0,78.0,48.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,116.0,23.2,29.0,0.0,3.0,4.0,1.3,7.0,0.0,0.0,0.0,1.0,6.0,295.0,49.2,0.0,1.0,53.0,2017-10-01 17:00:00+00:00,7 days 00:00:00
298,400951713,Colts,0.5833333333333334,174.0,4.8,1.0,2.0,0.16,0.16,56.9,26.0,141.0,16.4,0.0,51.0,21.0,174.0,57.3,1.0,96.0,34.0,1.0,0.0,0.0,65.0,50.0,1.0,6.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,52.0,17.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.0,4.0,4.0,187.0,46.8,1.0,0.0,56.0,2017-12-03 18:00:00+00:00,7 days 00:00:00
299,400951713,Jaguars,1.7428571428571429,338.0,37.8,2.0,0.0,0.125,0.125,238.6,27.0,96.0,14.9,1.0,48.0,27.0,338.0,104.9,2.0,151.0,35.0,1.0,0.0,0.0,60.0,44.0,4.0,5.0,5.0,9.0,0.0,2.0,25.0,0.0,2.0,46.0,23.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.0,10.0,2.0,76.0,38.0,0.0,2.0,40.0,2017-12-03 18:00:00+00:00,6 days 20:35:00
300,400951714,Steelers,0.6896551724137931,226.0,7.8,2.0,0.0,0.0,0.0,154.6,28.0,104.0,15.5,2.0,37.0,20.0,226.0,62.1,2.0,126.0,30.0,0.0,0.0,1.0,56.0,38.0,7.0,8.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,82.0,16.4,27.0,0.0,100.0,36.0,10.0,3.0,143.0,47.7,0.0,1.0,57.0,2017-12-25 21:30:00+00:00,8 days 00:05:00
301,400951714,Texans,1.4375,93.0,15.2,1.0,1.0,0.2932692307692308,0.2932692307692308,163.2,28.0,176.0,25.3,0.0,77.0,8.0,93.0,44.3,1.0,66.0,16.0,3.0,1.0,0.0,62.0,39.0,0.0,4.5,5.0,1.0,0.0,0.0,0.0,0.0,2.0,41.0,20.5,25.0,0.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,342.0,48.9,0.0,2.0,60.0,2017-12-25 21:30:00+00:00,8 days 03:30:00
302,400951715,Chargers,0.5666666666666667,212.0,7.1,1.0,1.0,0.05,0.05,76.0,21.0,157.0,21.4,1.0,101.0,17.0,212.0,97.1,1.0,116.0,29.0,2.0,0.0,0.0,79.0,68.0,3.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,72.0,36.0,40.0,0.0,1.0,-8.0,-8.0,-8.0,0.0,0.0,0.0,1.0,5.0,225.0,45.0,0.0,1.0,56.0,2017-10-29 17:00:00+00:00,13 days 20:35:00
303,400951715,Patriots,0.6808510638297872,333.0,7.1,1.0,0.0,0.1875,0.1875,95.4,32.0,97.0,13.8,0.0,30.0,32.0,333.0,80.3,1.0,128.0,47.0,0.0,0.0,0.0,45.0,35.0,0.0,3.0,5.0,2.0,0.0,1.0,6.0,0.0,3.0,112.0,64.0,87.0,0.0,4.0,26.0,6.5,12.0,0.0,66.7,43.0,13.0,3.0,130.0,43.3,0.0,3.0,57.0,2017-10-29 17:00:00+00:00,6 days 16:30:00
304,400951716,Cowboys,0.5555555555555556,252.0,7.0,3.0,1.0,2.0,2.0,93.7,27.0,189.0,53.3,1.0,101.0,20.0,252.0,90.3,3.0,139.0,35.0,1.0,1.0,0.0,65.0,51.0,1.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,78.0,26.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,34.0,6.0,3.0,141.0,47.0,0.0,1.0,55.0,2017-10-01 17:00:00+00:00,5 days 16:30:00
305,400951716,Rams,0.5833333333333334,255.0,7.1,2.0,0.0,0.0909090909090909,0.0909090909090909,98.7,31.0,168.0,12.3,0.0,30.0,21.0,255.0,86.6,2.0,162.0,35.0,1.0,0.0,1.0,51.0,41.0,2.0,2.0,5.0,8.0,0.0,1.0,4.0,0.0,4.0,123.0,30.8,66.0,0.0,3.0,20.0,6.7,7.0,0.0,100.0,49.0,23.0,2.0,108.0,54.0,0.0,2.0,62.0,2017-10-01 17:00:00+00:00,9 days 16:35:00
306,400951717,Bears,0.4375,164.0,5.1,0.0,1.0,0.1428571428571428,0.1428571428571428,46.9,31.0,157.0,22.6,1.0,101.0,14.0,164.0,68.5,0.0,92.0,32.0,0.0,0.0,2.0,62.0,48.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,46.0,46.0,46.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,66.7,44.0,6.0,5.0,270.0,54.0,1.0,2.0,61.0,2017-10-29 17:00:00+00:00,7 days 00:00:00
307,400951717,Saints,0.8214285714285714,299.0,10.7,0.0,0.0,0.1538461538461538,0.1538461538461538,111.2,30.0,101.0,7.2,2.0,29.0,23.0,299.0,127.7,0.0,198.0,27.0,2.0,2.0,0.0,60.0,40.0,2.0,9.0,8.0,7.0,0.0,1.0,25.0,0.0,2.0,28.0,28.0,28.0,0.0,3.0,22.0,7.3,14.0,0.0,100.0,49.0,8.0,4.0,204.0,51.0,1.0,2.0,61.0,2017-10-29 17:00:00+00:00,7 days 00:00:00
308,400951718,Broncos,0.4634146341463415,200.0,4.9,0.0,3.0,0.0909090909090909,0.0909090909090909,30.5,23.0,103.0,17.8,0.0,42.0,19.0,200.0,109.6,0.0,145.0,40.0,2.0,0.0,1.0,66.0,48.0,2.0,5.0,6.0,7.0,1.0,2.0,78.0,1.0,1.0,15.0,15.0,15.0,0.0,1.0,-3.0,-3.0,-3.0,0.0,100.0,31.0,3.0,7.0,340.0,48.6,0.0,2.0,58.0,2017-12-03 18:00:00+00:00,6 days 20:35:00
309,400951718,Dolphins,0.5806451612903226,235.0,7.6,2.0,2.0,0.1538461538461538,0.1538461538461538,116.3,30.0,145.0,12.6,1.0,57.0,18.0,235.0,79.7,2.0,104.0,32.0,1.0,1.0,0.0,54.0,43.0,3.0,6.0,12.0,8.0,1.0,3.0,49.0,1.0,3.0,57.0,38.5,41.0,0.0,5.0,56.0,10.3,22.0,0.0,100.0,37.0,7.0,9.0,386.0,42.9,1.0,7.0,56.0,2017-12-03 18:00:00+00:00,7 days 00:00:00
310,400951719,Eagles,0.5,163.0,4.3,1.0,1.0,0.08,0.08,59.4,21.0,78.0,13.1,0.0,32.0,19.0,163.0,54.3,1.0,80.0,36.0,3.0,1.0,3.0,65.0,46.0,1.0,7.0,5.0,8.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,6.0,8.0,0.0,66.7,48.0,7.0,8.0,334.0,41.8,0.0,1.0,51.0,2017-12-26 01:30:00+00:00,8 days 07:30:00
311,400951719,Raiders,0.5172413793103449,140.0,4.8,1.0,2.0,0.3333333333333333,0.3333333333333333,48.1,33.0,137.0,12.3,0.0,50.0,15.0,140.0,67.2,1.0,133.0,28.0,4.0,3.0,1.0,50.0,46.0,2.0,4.0,5.0,6.0,0.0,1.0,3.0,0.0,4.0,69.0,34.5,43.0,0.0,2.0,20.0,10.0,12.0,0.0,50.0,25.0,4.0,5.0,207.0,41.4,0.0,1.0,51.0,2017-12-26 01:30:00+00:00,8 days 00:00:00
312,400951720,Texans,0.7352941176470589,283.0,8.3,4.0,1.0,0.4583333333333333,0.4583333333333333,125.0,42.0,173.0,33.4,2.0,60.0,25.0,283.0,68.7,4.0,128.0,34.0,0.0,0.0,1.0,42.0,29.0,2.0,3.0,6.0,3.0,1.0,4.0,45.0,1.0,1.0,42.0,42.0,42.0,0.0,2.0,4.0,4.0,4.0,0.0,100.0,50.0,15.0,2.0,122.0,61.0,0.0,1.0,61.0,2017-10-01 17:00:00+00:00,7 days 00:00:00
313,400951720,Titans,1.0,117.0,11.7,0.0,4.0,0.25,0.25,60.8,19.0,86.0,24.4,2.0,55.0,10.0,117.0,41.8,0.0,60.0,20.0,1.0,1.0,0.0,85.0,56.0,2.0,5.5,3.0,3.0,0.0,1.0,7.0,0.0,3.0,71.0,23.7,48.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,246.0,49.2,0.0,1.0,54.0,2017-10-01 17:00:00+00:00,6 days 20:55:00
314,400951721,Falcons,0.6206896551724138,254.0,8.8,2.0,0.0,0.125,0.125,113.3,32.0,140.0,12.1,0.0,73.0,18.0,254.0,97.8,2.0,151.0,27.0,4.0,2.0,1.0,61.0,45.0,3.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,42.0,21.0,26.0,0.0,3.0,13.0,4.3,15.0,0.0,100.0,45.0,13.0,5.0,214.0,42.8,0.0,2.0,55.0,2017-10-29 17:00:00+00:00,6 days 16:30:00
315,400951721,Jets,0.7878787878787878,257.0,7.8,2.0,0.0,0.1428571428571428,0.1428571428571428,119.3,22.0,43.0,7.2,0.0,19.0,26.0,257.0,79.2,2.0,111.0,32.0,3.0,1.0,2.0,56.0,48.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,67.0,22.3,24.0,0.0,2.0,6.0,3.0,6.0,0.0,50.0,46.0,8.0,5.0,262.0,52.4,1.0,3.0,60.0,2017-10-29 17:00:00+00:00,7 days 00:00:00
316,400951722,Panthers,0.6296296296296297,183.0,6.8,2.0,0.0,0.125,0.125,147.1,23.0,112.0,15.3,1.0,47.0,17.0,183.0,83.3,2.0,119.0,28.0,3.0,1.0,1.0,59.0,41.0,2.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,42.0,21.0,23.0,0.0,3.0,20.0,6.7,9.0,0.0,0.0,0.0,3.0,5.0,215.0,43.0,0.0,2.0,51.0,2017-12-03 21:25:00+00:00,7 days 03:25:00
317,400951722,Saints,0.7352941176470589,269.0,7.9,1.0,0.0,0.1176470588235294,0.1176470588235294,106.1,28.0,148.0,18.0,3.0,99.0,25.0,269.0,86.4,1.0,137.0,33.0,1.0,1.0,1.0,51.0,39.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,3.0,0.0,50.0,31.0,7.0,4.0,184.0,46.0,0.0,1.0,53.0,2017-12-03 21:25:00+00:00,7 days 00:00:00
318,400951723,49ers,0.4722222222222222,167.0,4.6,1.0,2.0,0.1739130434782608,0.1739130434782608,46.9,24.0,94.0,24.2,0.0,42.0,17.0,167.0,79.8,1.0,110.0,36.0,0.0,0.0,0.0,56.0,46.0,3.0,7.0,4.0,7.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,7.0,0.0,50.0,50.0,4.0,8.0,364.0,45.5,1.0,2.0,57.0,2017-10-29 17:00:00+00:00,6 days 20:55:00
319,400951723,Eagles,0.5625,211.0,6.6,2.0,1.0,0.1578947368421052,0.1578947368421052,84.2,31.0,112.0,15.9,1.0,44.0,18.0,211.0,106.2,2.0,157.0,32.0,0.0,0.0,0.0,50.0,42.0,4.0,9.0,10.0,12.0,1.0,2.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,10.0,0.0,100.0,51.0,7.0,6.0,275.0,45.8,1.0,2.0,50.0,2017-10-29 17:00:00+00:00,5 days 16:30:00
320,400951724,Lions,0.6129032258064516,209.0,6.7,0.0,0.0,0.109090909090909,0.109090909090909,81.3,31.0,97.0,6.7,1.0,36.0,19.0,209.0,93.2,0.0,122.0,31.0,1.0,0.0,3.0,48.0,42.0,2.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,37.0,6.0,7.0,325.0,46.4,0.0,3.0,54.0,2017-10-01 17:00:00+00:00,7 days 00:00:00
321,400951724,Vikings,0.5333333333333333,219.0,7.3,0.0,0.0,0.0909090909090909,0.0909090909090909,76.9,22.0,87.0,8.1,1.0,19.0,16.0,219.0,72.4,0.0,102.0,30.0,3.0,3.0,0.0,67.0,43.0,5.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,81.0,27.0,32.0,0.0,4.0,16.0,4.0,8.0,0.0,0.0,0.0,1.0,5.0,201.0,40.2,0.0,2.0,51.0,2017-10-01 17:00:00+00:00,7 days 00:00:00
322,400951725,Buccaneers,0.5526315789473685,210.0,5.5,0.0,2.0,0.1875,0.1875,49.2,22.0,85.0,9.2,0.0,27.0,21.0,210.0,61.8,0.0,88.0,36.0,1.0,1.0,0.0,64.0,54.0,0.0,3.5,7.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,13.0,13.0,0.0,3.0,23.0,7.7,12.0,0.0,100.0,41.0,3.0,6.0,274.0,45.7,0.0,3.0,56.0,2017-10-29 17:00:00+00:00,7 days 00:00:00
323,400951725,Panthers,0.5625,154.0,4.8,1.0,1.0,0.0,0.0,66.4,31.0,100.0,20.9,1.0,57.0,18.0,154.0,57.8,1.0,89.0,30.0,1.0,0.0,1.0,62.0,48.0,3.0,5.5,6.0,8.0,0.0,2.0,2.0,0.0,2.0,56.0,56.0,56.0,0.0,3.0,22.0,7.3,11.0,0.0,100.0,28.0,5.0,7.0,353.0,50.4,0.0,4.0,55.0,2017-10-29 17:00:00+00:00,7 days 00:00:00
324,400951726,Chiefs,0.5757575757575758,366.0,11.1,4.0,0.0,0.5,0.5,135.9,11.0,112.0,76.4,0.0,86.0,19.0,366.0,99.5,4.0,168.0,32.0,0.0,0.0,0.0,83.0,53.0,0.0,9.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,101.0,40.0,53.0,0.0,1.0,24.0,24.0,24.0,0.0,50.0,36.0,7.0,2.0,98.0,49.0,0.0,0.0,50.0,2017-12-03 18:00:00+00:00,7 days 00:00:00
325,400951726,Jets,0.7222222222222222,331.0,9.2,1.0,0.0,0.0,0.0,109.8,49.0,157.0,22.0,3.0,69.0,26.0,331.0,58.8,1.0,119.0,34.0,0.0,0.0,0.0,39.0,29.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,42.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,47.0,12.0,2.0,73.0,36.5,0.0,1.0,40.0,2017-12-03 18:00:00+00:00,7 days 00:00:00
326,400951727,Panthers,0.7586206896551724,316.0,10.9,3.0,1.0,0.1666666666666666,0.1666666666666666,130.8,29.0,140.0,25.1,1.0,45.0,22.0,316.0,89.3,3.0,137.0,29.0,1.0,1.0,0.0,62.0,54.0,3.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,3.0,58.0,19.3,21.0,0.0,2.0,25.0,12.5,13.0,0.0,100.0,48.0,9.0,1.0,35.0,35.0,0.0,0.0,35.0,2017-10-01 17:00:00+00:00,7 days 00:00:00
327,400951727,Patriots,0.7111111111111111,307.0,6.8,2.0,0.0,0.2142857142857142,0.2142857142857142,104.6,19.0,80.0,21.6,1.0,34.0,32.0,307.0,89.4,2.0,145.0,45.0,0.0,0.0,1.0,69.0,53.0,2.0,1.0,1.0,4.0,0.0,1.0,-2.0,0.0,1.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,58.0,12.0,3.0,135.0,45.0,0.0,0.0,49.0,2017-10-01 17:00:00+00:00,7 days 00:00:00
328,400951728,Texans,0.6326530612244898,365.0,7.4,1.0,1.0,0.1176470588235294,0.1176470588235294,84.1,22.0,53.0,1.2000000000000002,0.0,13.0,31.0,365.0,97.3,1.0,173.0,48.0,1.0,0.0,1.0,45.0,35.0,2.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,42.0,21.0,26.0,0.0,3.0,29.0,18.5,23.0,0.0,50.0,42.0,7.0,3.0,139.0,46.3,0.0,1.0,54.0,2017-12-03 18:00:00+00:00,5 days 16:30:00
329,400951728,Titans,0.6521739130434783,150.0,6.5,1.0,0.0,0.5,0.5,98.1,25.0,198.0,23.6,2.0,109.0,15.0,150.0,61.6,1.0,97.0,21.0,2.0,1.0,0.0,73.0,45.0,4.0,6.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,20.5,25.0,0.0,50.0,43.0,6.0,4.0,199.0,49.8,0.0,2.0,59.0,2017-12-03 18:00:00+00:00,7 days 00:00:00
330,400951729,Seahawks,0.6341463414634146,452.0,11.0,4.0,1.0,0.3333333333333333,0.3333333333333333,123.2,21.0,33.0,6.8,0.0,29.0,26.0,452.0,189.5,4.0,266.0,37.0,1.0,0.0,0.0,75.0,48.0,5.0,9.0,5.0,8.0,1.0,3.0,98.0,1.0,2.0,32.0,16.0,21.0,0.0,3.0,10.0,3.3,11.0,0.0,100.0,21.0,11.0,5.0,237.0,47.4,0.0,1.0,55.0,2017-10-29 20:05:00+00:00,6 days 23:40:00
331,400951729,Texans,0.6333333333333333,402.0,13.4,4.0,3.0,0.1428571428571428,0.1428571428571428,106.9,34.0,142.0,15.2,1.0,38.0,19.0,402.0,93.3,4.0,174.0,30.0,1.0,0.0,0.0,60.0,40.0,2.0,7.0,4.0,7.0,0.0,1.0,2.0,0.0,4.0,76.0,19.0,25.0,0.0,3.0,27.0,9.0,11.0,0.0,100.0,31.0,8.0,5.0,265.0,53.0,0.0,2.0,63.0,2017-10-29 20:05:00+00:00,14 days 03:05:00
332,400951730,Jaguars,0.4285714285714285,140.0,4.0,1.0,1.0,0.25,0.25,52.1,39.0,175.0,22.3,0.0,53.0,15.0,140.0,48.3,1.0,73.0,35.0,0.0,0.0,1.0,65.0,53.0,5.0,9.0,4.0,7.0,1.0,1.0,0.0,0.0,1.0,20.0,20.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,66.7,30.0,8.0,8.0,361.0,45.1,0.0,5.0,61.0,2017-10-01 17:00:00+00:00,7 days 03:30:00
333,400951730,Jets,1.7096774193548387,255.0,38.2,0.0,1.0,0.125,0.125,196.7,32.0,256.0,17.1,2.0,144.0,23.0,255.0,99.7,0.0,156.0,31.0,3.0,1.0,0.0,69.0,41.0,1.0,4.0,5.0,6.0,0.0,1.0,9.0,0.0,1.0,32.0,32.0,32.0,0.0,1.0,7.0,7.0,7.0,0.0,75.0,45.0,11.0,6.0,262.0,43.7,1.0,3.0,70.0,2017-10-01 17:00:00+00:00,7 days 00:00:00
334,400951732,Cowboys,0.6363636363636364,143.0,6.5,0.0,0.0,0.4,0.4,82.2,39.0,169.0,10.8,2.0,28.0,14.0,143.0,71.1,0.0,92.0,22.0,1.0,1.0,2.0,62.0,38.0,4.0,7.0,3.0,9.0,1.0,1.0,21.0,1.0,1.0,6.0,6.0,6.0,0.0,2.0,19.0,9.5,11.0,0.0,80.0,48.0,15.0,3.0,137.0,45.7,0.0,1.0,51.0,2017-10-29 20:25:00+00:00,7 days 00:20:00
335,400951733,Cardinals,0.5625,221.0,6.9,1.0,2.0,0.2058823529411764,0.2058823529411764,62.1,23.0,118.0,14.6,1.0,37.0,18.0,221.0,71.3,1.0,102.0,32.0,1.0,0.0,0.0,54.0,52.0,1.0,5.0,4.0,4.0,0.0,1.0,7.0,0.0,2.0,33.0,16.5,19.0,0.0,2.0,12.0,6.0,10.0,0.0,50.0,54.0,4.0,5.0,254.0,50.8,1.0,1.0,60.0,2017-12-03 21:25:00+00:00,7 days 00:00:00
336,400951733,Rams,0.6774193548387096,220.0,7.1,2.0,1.0,0.1428571428571428,0.1428571428571428,96.2,24.0,90.0,14.6,0.0,26.0,21.0,220.0,63.8,2.0,98.0,31.0,1.0,0.0,0.0,54.0,49.0,7.0,7.0,9.0,9.0,1.0,2.0,87.0,1.0,4.0,49.0,32.0,36.0,0.0,4.0,60.0,15.0,30.0,0.0,100.0,56.0,14.0,4.0,207.0,51.8,0.0,0.0,70.0,2017-12-03 21:25:00+00:00,7 days 00:00:00
337,400951734,Falcons,0.6222222222222222,317.0,7.0,1.0,0.0,0.1666666666666666,0.1666666666666666,90.7,26.0,60.0,8.9,0.0,24.0,28.0,317.0,70.2,1.0,124.0,42.0,1.0,0.0,0.0,50.0,33.0,2.0,7.0,7.0,4.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.5,9.0,0.0,100.0,56.0,16.0,5.0,233.0,46.6,0.0,2.0,54.0,2017-12-31 21:25:00+00:00,7 days 03:25:00
338,400951734,Panthers,0.4117647058823529,180.0,5.3,1.0,3.0,0.1052631578947368,0.1052631578947368,31.5,24.0,87.0,8.9,0.0,35.0,14.0,180.0,95.0,1.0,136.0,33.0,2.0,0.0,0.0,68.0,53.0,1.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,19.0,0.0,2.0,15.0,7.5,8.0,0.0,100.0,42.0,4.0,7.0,329.0,47.0,0.0,0.0,60.0,2017-12-31 21:25:00+00:00,7 days 03:25:00
339,400951735,49ers,0.4897959183673469,234.0,4.8,0.0,1.0,0.125,0.125,54.3,27.0,95.0,17.1,0.0,34.0,24.0,234.0,85.6,0.0,111.0,48.0,1.0,0.0,0.0,73.0,58.0,6.0,11.0,9.0,16.0,0.0,1.0,0.0,0.0,3.0,76.0,25.3,28.0,0.0,4.0,41.0,10.3,16.0,0.0,100.0,49.0,15.0,7.0,351.0,50.1,0.0,3.0,59.0,2017-10-01 20:05:00+00:00,9 days 19:40:00
340,400951735,Cardinals,0.6470588235294118,357.0,7.0,1.0,1.0,0.15,0.15,83.5,22.0,51.0,6.6,0.0,24.0,33.0,357.0,84.0,1.0,137.0,51.0,0.0,0.0,0.0,67.0,59.0,3.0,7.0,5.0,10.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,7.3,12.0,0.0,100.0,50.0,12.0,6.0,293.0,48.8,0.0,2.0,60.0,2017-10-01 20:05:00+00:00,5 days 19:35:00
341,400951736,Lions,0.6,423.0,9.4,0.0,0.0,0.1666666666666666,0.1666666666666666,91.3,22.0,71.0,20.8,0.0,33.0,27.0,423.0,128.3,0.0,214.0,45.0,1.0,1.0,1.0,50.0,34.0,0.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,20.0,20.0,20.0,0.0,2.0,21.0,10.5,11.0,0.0,100.0,51.0,15.0,3.0,119.0,39.7,0.0,1.0,55.0,2017-10-30 00:30:00+00:00,14 days 07:30:00
342,400951736,Steelers,0.5483870967741935,317.0,10.2,1.0,1.0,0.0,0.0,87.7,29.0,75.0,3.3,1.0,9.0,17.0,317.0,72.1,1.0,179.0,31.0,1.0,1.0,1.0,63.0,49.0,2.0,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,38.0,8.0,4.0,188.0,47.0,0.0,2.0,53.0,2017-10-30 00:30:00+00:00,7 days 04:05:00
