,idgame,date,stade,location,attendance,capacity,people,line,over_under,attendance_info,month,dayofmonth,dayofweek,hour,minute
0,401220225,2020-09-11 00:20:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",15895.0,72936,22.0,Over/Under: 53.0,,1,9,11,4,0,20
1,401220282,2020-09-13 17:00:00+00:00,Ford Field,"Detroit, MI",,64500,,Over/Under: 42.5,,0,9,13,6,17,0
2,401220116,2020-09-13 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",,71621,,Over/Under: 38.5,,0,9,13,6,17,0
3,401220313,2020-09-13 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",,75000,,Over/Under: 49.0,,0,9,13,6,17,0
4,401220370,2020-09-13 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",,73778,,Over/Under: 48.0,,0,9,13,6,17,0
5,401220268,2020-09-13 17:00:00+00:00,FedExField,"Landover, MD",,67617,,Over/Under: 41.5,,0,9,13,6,17,0
6,401220300,2020-09-13 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",,66468,,Over/Under: 44.5,,0,9,13,6,17,0
7,401220147,2020-09-13 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",,70745,,Over/Under: 47.0,,0,9,13,6,17,0
8,401220161,2020-09-13 20:05:00+00:00,Paycor Stadium,"Cincinnati, OH",,65515,,Over/Under: 41.0,,0,9,13,6,20,5
9,401220195,2020-09-13 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",14100.0,67858,21.0,Over/Under: 44.0,,1,9,13,6,17,0
10,401220369,2020-09-13 20:25:00+00:00,Caesars Superdome,"New Orleans, LA",,73000,,Over/Under: 48.0,,0,9,13,6,20,25
11,401220131,2020-09-13 17:00:00+00:00,Gillette Stadium,"Foxboro, MA",,65878,,Over/Under: 41.5,,0,9,13,6,17,0
12,401220256,2020-09-14 23:15:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,Over/Under: 44.0,,0,9,14,0,23,15
13,401220217,2020-09-15 02:10:00+00:00,Empower Field at Mile High,"Denver, CO",,76125,,Over/Under: 41.5,,0,9,15,1,2,10
14,401220352,2020-09-13 20:25:00+00:00,Levi's Stadium,"Santa Clara, CA",,68500,,Over/Under: 48.0,,0,9,13,6,20,25
15,400951566,2017-09-08 00:30:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,9,8,4,0,30
16,400951567,2017-09-10 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",68751.0,71621,96.0,,,1,9,10,6,17,0
17,400951570,2017-09-10 17:00:00+00:00,Soldier Field,"Chicago, IL",61857.0,61500,100.0,,,1,9,10,6,17,0
18,400951620,2017-09-15 00:25:00+00:00,Paycor Stadium,"Cincinnati, OH",52942.0,65515,81.0,,,1,9,15,4,0,25
19,401030710,2018-09-07 00:55:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69696.0,69879,100.0,,,1,9,7,4,0,55
20,400951576,2017-09-10 17:00:00+00:00,Ford Field,"Detroit, MI",60957.0,64500,95.0,,,1,9,10,6,17,0
21,400951574,2017-09-10 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,9,10,6,17,0
22,401128054,2019-09-13 00:20:00+00:00,Bank of America Stadium,"Charlotte, NC",71101.0,73778,96.0,,,1,9,13,4,0,20
23,400951572,2017-09-10 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",55254.0,65515,84.0,,,1,9,10,6,17,0
24,400951584,2017-09-10 17:00:00+00:00,Nissan Stadium,"Nashville, TN",69089.0,69143,100.0,,,1,9,10,6,17,0
25,401030718,2018-09-09 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,9,9,6,17,0
26,401030717,2018-09-09 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",58699.0,63000,93.0,,,1,9,9,6,17,0
27,401030716,2018-09-09 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65184.0,64767,100.0,,,1,9,9,6,17,0
28,400951632,2017-09-17 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63137.0,63000,100.0,,,1,9,17,6,17,0
29,400951636,2017-09-17 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",74971.0,72936,100.0,,,1,9,17,6,17,0
30,400951592,2017-09-10 17:00:00+00:00,FedExField,"Landover, MD",78685.0,67617,100.0,,,1,9,10,6,17,0
31,400951639,2017-09-17 17:00:00+00:00,Caesars Superdome,"New Orleans, LA",73168.0,73000,100.0,,,1,9,17,6,17,0
32,400951597,2017-09-10 20:05:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",60128.0,77500,78.0,,,1,9,10,6,20,5
33,400951580,2017-09-10 17:00:00+00:00,NRG Stadium,"Houston, TX",71710.0,71995,100.0,,,1,9,10,6,17,0
34,401127913,2019-09-06 00:20:00+00:00,Soldier Field,"Chicago, IL",62435.0,61500,100.0,,,1,9,6,4,0,20
35,401128066,2019-09-15 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",50666.0,65515,77.0,,,1,9,15,6,17,0
36,400951645,2017-09-17 17:00:00+00:00,Raymond James Stadium,"Tampa, FL",56640.0,65828,86.0,,,1,9,17,6,17,0
37,401128098,2019-09-15 17:00:00+00:00,Lambeau Field,"Green Bay, WI",78416.0,81041,97.0,,,1,9,15,6,17,0
38,401128072,2019-09-15 17:00:00+00:00,Ford Field,"Detroit, MI",60158.0,64500,93.0,,,1,9,15,6,17,0
39,400951605,2017-09-10 20:25:00+00:00,Levi's Stadium,"Santa Clara, CA",70178.0,68500,100.0,,,1,9,10,6,20,25
40,401030715,2018-09-09 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66673.0,66468,100.0,,,1,9,9,6,17,0
41,401326322,2021-09-10 00:20:00+00:00,Raymond James Stadium,"Tampa, FL",65566.0,65828,100.0,Line: TB -9.0,Over/Under: 52.5,1,9,10,4,0,20
42,401030714,2018-09-09 17:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,9,9,6,17,0
43,400951643,2017-09-17 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",65971.0,68400,96.0,,,1,9,17,6,17,0
44,400951630,2017-09-17 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",74122.0,73778,100.0,,,1,9,17,6,17,0
45,400951601,2017-09-10 20:25:00+00:00,Lambeau Field,"Green Bay, WI",78381.0,81041,97.0,,,1,9,10,6,20,25
46,400951608,2017-09-11 00:30:00+00:00,AT&T Stadium,"Arlington, TX",93183.0,100000,93.0,,,1,9,11,0,0,30
47,401127928,2019-09-08 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,9,8,6,17,0
48,401127954,2019-09-08 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65012.0,64767,100.0,,,1,9,8,6,17,0
49,401127961,2019-09-08 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66714.0,66468,100.0,,,1,9,8,6,17,0
50,401030713,2018-09-09 17:00:00+00:00,Caesars Superdome,"New Orleans, LA",73038.0,73000,100.0,,,1,9,9,6,17,0
51,401128114,2019-09-15 17:00:00+00:00,Nissan Stadium,"Nashville, TN",62849.0,69143,91.0,,,1,9,15,6,17,0
52,401127862,2019-09-15 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65513.0,64767,100.0,,,1,9,15,6,17,0
53,401128106,2019-09-15 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",74569.0,82500,90.0,,,1,9,15,6,17,0
54,401326315,2021-09-12 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",68633.0,75000,92.0,Line: ATL -3.5,Over/Under: 48.5,1,9,12,6,17,0
55,400951635,2017-09-17 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",61709.0,67858,91.0,,,1,9,17,6,17,0
56,401326316,2021-09-12 17:00:00+00:00,Paycor Stadium,"Cincinnati, OH",56525.0,65515,86.0,Line: MIN -3.0,Over/Under: 47.0,1,9,12,6,17,0
57,401326308,2021-09-12 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",69787.0,71621,97.0,Line: BUF -6.5,Over/Under: 47.5,1,9,12,6,17,0
58,401127963,2019-09-08 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",78523.0,82500,95.0,,,1,9,8,6,17,0
59,401127923,2019-09-08 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",72005.0,73778,98.0,,,1,9,8,6,17,0
60,400951626,2017-09-17 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70605.0,70745,100.0,,,1,9,17,6,17,0
61,401030690,2018-09-14 00:20:00+00:00,Paycor Stadium,"Cincinnati, OH",50018.0,65515,76.0,,,1,9,14,4,0,20
62,401326311,2021-09-12 17:00:00+00:00,Nissan Stadium,"Nashville, TN",67216.0,69143,97.0,Line: TEN -2.5,Over/Under: 54.0,1,9,12,6,17,0
63,401127968,2019-09-08 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,,,1,9,8,6,17,0
64,401128110,2019-09-15 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",65063.0,68400,95.0,,,1,9,15,6,17,0
65,401128115,2019-09-15 17:00:00+00:00,FedExField,"Landover, MD",75128.0,67617,100.0,,,1,9,15,6,17,0
66,401128061,2019-09-15 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70126.0,70745,99.0,,,1,9,15,6,17,0
67,401326317,2021-09-12 17:00:00+00:00,Ford Field,"Detroit, MI",59374.0,64500,92.0,Line: SF -9.5,Over/Under: 46.0,1,9,12,6,17,0
68,401326318,2021-09-12 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63347.0,63000,100.0,Line: SEA -3.0,Over/Under: 49.0,1,9,12,6,17,0
69,401030704,2018-09-16 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",69187.0,71621,97.0,,,1,9,16,6,17,0
70,401030711,2018-09-09 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70591.0,70745,100.0,,,1,9,9,6,17,0
71,400951669,2017-09-17 20:05:00+00:00,Oakland Coliseum,"Oakland, CA",54729.0,55997,98.0,,,1,9,17,6,20,5
72,401030691,2018-09-16 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",72528.0,75000,97.0,,,1,9,16,6,17,0
73,401127931,2019-09-08 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",60157.0,67858,89.0,,,1,9,8,6,17,0
74,401127995,2019-09-08 20:05:00+00:00,Lumen Field,"Seattle, WA",68710.0,68740,100.0,,,1,9,8,6,20,5
75,401128101,2019-09-15 17:00:00+00:00,NRG Stadium,"Houston, TX",71651.0,71995,100.0,,,1,9,15,6,17,0
76,401030721,2018-09-09 20:25:00+00:00,Empower Field at Mile High,"Denver, CO",76761.0,76125,100.0,,,1,9,9,6,20,25
77,401128120,2019-09-15 20:25:00+00:00,Empower Field at Mile High,"Denver, CO",76885.0,76125,100.0,,,1,9,15,6,20,25
78,401326312,2021-09-12 17:00:00+00:00,FedExField,"Landover, MD",52753.0,67617,78.0,Line: WSH -2.0,Over/Under: 45.5,1,9,12,6,17,0
79,401128118,2019-09-15 20:05:00+00:00,Oakland Coliseum,"Oakland, CA",52748.0,55997,94.0,,,1,9,15,6,20,5
80,401326309,2021-09-12 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",70211.0,73778,95.0,Line: CAR -3.5,Over/Under: 44.5,1,9,12,6,17,0
81,400951676,2017-09-17 20:25:00+00:00,Lumen Field,"Seattle, WA",68729.0,68740,100.0,,,1,9,17,6,20,25
82,401326310,2021-09-12 17:00:00+00:00,NRG Stadium,"Houston, TX",68105.0,71995,95.0,Line: JAX -3.0,Over/Under: 45.5,1,9,12,6,17,0
83,401030725,2018-09-09 20:25:00+00:00,State Farm Stadium,"Glendale, AZ",61613.0,65000,95.0,,,1,9,9,6,20,25
84,401030723,2018-09-09 20:25:00+00:00,Bank of America Stadium,"Charlotte, NC",74532.0,73778,100.0,,,1,9,9,6,20,25
85,400951673,2017-09-17 20:25:00+00:00,Empower Field at Mile High,"Denver, CO",76919.0,76125,100.0,,,1,9,17,6,20,25
86,400951674,2017-09-17 20:25:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",56612.0,77500,73.0,,,1,9,17,6,20,25
87,401030705,2018-09-16 17:00:00+00:00,Lambeau Field,"Green Bay, WI",78461.0,81041,97.0,,,1,9,16,6,17,0
88,401030694,2018-09-16 17:00:00+00:00,Nissan Stadium,"Nashville, TN",62372.0,69143,90.0,,,1,9,16,6,17,0
89,401030708,2018-09-16 17:00:00+00:00,Caesars Superdome,"New Orleans, LA",73086.0,73000,100.0,,,1,9,16,6,17,0
90,401128007,2019-09-08 20:25:00+00:00,AT&T Stadium,"Arlington, TX",90353.0,100000,90.0,,,1,9,8,6,20,25
91,401128010,2019-09-08 20:25:00+00:00,Raymond James Stadium,"Tampa, FL",55976.0,65828,85.0,,,1,9,8,6,20,25
92,401128127,2019-09-17 00:15:00+00:00,MetLife Stadium,"East Rutherford, NJ",78523.0,82500,95.0,,,1,9,17,1,0,15
93,401127999,2019-09-08 20:25:00+00:00,State Farm Stadium,"Glendale, AZ",60687.0,65000,93.0,,,1,9,8,6,20,25
94,401030712,2018-09-09 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77992.0,82500,95.0,,,1,9,9,6,17,0
95,401128122,2019-09-15 20:25:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",71460.0,77500,92.0,,,1,9,15,6,20,25
96,401128124,2019-09-16 00:20:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",72443.0,75000,97.0,,,1,9,16,0,0,20
97,401030751,2018-09-11 02:20:00+00:00,Oakland Coliseum,"Oakland, CA",53857.0,55997,96.0,,,1,9,11,1,2,20
98,401326314,2021-09-12 20:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",72973.0,72936,100.0,Line: KC -5.5,Over/Under: 54.5,1,9,12,6,20,25
99,401326313,2021-09-12 20:25:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,Line: NE -3.5,Over/Under: 43.5,1,9,12,6,20,25
100,401326319,2021-09-12 20:25:00+00:00,TIAA Bank Field,"Jacksonville, FL",35242.0,67858,52.0,Line: GB -3.5,Over/Under: 49.0,1,9,12,6,20,25
101,401030726,2018-09-10 00:20:00+00:00,Lambeau Field,"Green Bay, WI",78282.0,81041,97.0,,,1,9,10,0,0,20
102,401030728,2018-09-10 23:10:00+00:00,Ford Field,"Detroit, MI",61352.0,64500,95.0,,,1,9,10,0,23,10
103,400951681,2017-09-19 00:30:00+00:00,MetLife Stadium,"East Rutherford, NJ",77004.0,82500,93.0,,,1,9,19,1,0,30
104,401030700,2018-09-16 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77982.0,82500,95.0,,,1,9,16,6,17,0
105,400951679,2017-09-18 00:30:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",70826.0,75000,94.0,,,1,9,18,0,0,30
106,401030698,2018-09-16 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",63956.0,68400,94.0,,,1,9,16,6,17,0
107,401030696,2018-09-16 17:00:00+00:00,Raymond James Stadium,"Tampa, FL",56552.0,65828,86.0,,,1,9,16,6,17,0
108,401127860,2019-09-09 00:20:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,9,9,0,0,20
109,401128021,2019-09-09 23:10:00+00:00,Caesars Superdome,"New Orleans, LA",73039.0,73000,100.0,,,1,9,9,0,23,10
110,401030693,2018-09-16 17:00:00+00:00,FedExField,"Landover, MD",57013.0,67617,84.0,,,1,9,16,6,17,0
111,401326320,2021-09-12 20:25:00+00:00,MetLife Stadium,"East Rutherford, NJ",74119.0,82500,90.0,Line: DEN -3.0,Over/Under: 41.5,1,9,12,6,20,25
112,401030732,2018-09-16 20:05:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",66515.0,77500,86.0,,,1,9,16,6,20,5
113,401128025,2019-09-10 02:20:00+00:00,Oakland Coliseum,"Oakland, CA",52359.0,55997,94.0,,,1,9,10,1,2,20
114,401220163,2020-09-18 00:20:00+00:00,FirstEnergy Stadium,"Cleveland, OH",6000.0,67431,9.0,Over/Under: 44.5,,1,9,18,4,0,20
115,401030730,2018-09-16 20:05:00+00:00,Levi's Stadium,"Santa Clara, CA",70164.0,68500,100.0,,,1,9,16,6,20,5
116,401326321,2021-09-14 00:15:00+00:00,Allegiant Stadium,"Las Vegas, NV",61756.0,65000,95.0,Line: BAL -3.0,Over/Under: 50.5,1,9,14,1,0,15
117,401220281,2020-09-20 17:00:00+00:00,Soldier Field,"Chicago, IL",,61500,,Over/Under: 42.5,,0,9,20,6,17,0
118,401030736,2018-09-16 20:25:00+00:00,Empower Field at Mile High,"Denver, CO",76696.0,76125,100.0,,,1,9,16,6,20,25
119,401220192,2020-09-20 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",2500.0,63000,4.0,Over/Under: 49.0,,1,9,20,6,17,0
120,401220249,2020-09-20 17:00:00+00:00,AT&T Stadium,"Arlington, TX",21708.0,100000,22.0,Over/Under: 53.5,,1,9,20,6,17,0
121,401220291,2020-09-20 17:00:00+00:00,Lambeau Field,"Green Bay, WI",,81041,,Over/Under: 51.0,,0,9,20,6,17,0
122,400951678,2017-09-29 00:25:00+00:00,Lambeau Field,"Green Bay, WI",78362.0,81041,97.0,,,1,9,29,4,0,25
123,401220144,2020-09-20 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,Over/Under: 41.5,,0,9,20,6,17,0
124,401030738,2018-09-17 00:20:00+00:00,AT&T Stadium,"Arlington, TX",90512.0,100000,91.0,,,1,9,17,0,0,20
125,401030733,2018-09-16 20:25:00+00:00,TIAA Bank Field,"Jacksonville, FL",68527.0,67858,100.0,,,1,9,16,6,20,25
126,401220204,2020-09-20 17:00:00+00:00,Nissan Stadium,"Nashville, TN",,69143,,Over/Under: 45.0,,0,9,20,6,17,0
127,401030739,2018-09-18 00:15:00+00:00,Soldier Field,"Chicago, IL",57960.0,61500,94.0,,,1,9,18,1,0,15
128,401220261,2020-09-20 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",,69879,,Over/Under: 46.0,,0,9,20,6,17,0
129,401220122,2020-09-20 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",11075.0,64767,17.0,Over/Under: 42.0,,1,9,20,6,17,0
130,400951685,2017-10-01 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",71273.0,75000,95.0,,,1,10,1,6,17,0
131,400951712,2017-10-01 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,10,1,6,17,0
132,401220177,2020-09-20 17:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",,68400,,Over/Under: 41.0,,0,9,20,6,17,0
133,400951727,2017-10-01 17:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,10,1,6,17,0
134,400950241,2017-10-01 13:30:00+00:00,Wembley Stadium,London,84423.0,86000,98.0,,,1,10,1,6,13,30
135,400951724,2017-10-01 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66730.0,66468,100.0,,,1,10,1,6,17,0
136,401220365,2020-09-21 00:20:00+00:00,Lumen Field,"Seattle, WA",,68740,,Over/Under: 44.5,,0,9,21,0,0,20
137,400951730,2017-10-01 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77562.0,82500,94.0,,,1,10,1,6,17,0
138,401220340,2020-09-20 20:05:00+00:00,State Farm Stadium,"Glendale, AZ",,65000,,Over/Under: 46.0,,0,9,20,6,20,5
139,401220231,2020-09-22 00:15:00+00:00,Allegiant Stadium,"Las Vegas, NV",,65000,,Over/Under: 47.5,,0,9,22,1,0,15
140,400951708,2017-10-01 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",71126.0,70745,100.0,,,1,10,1,6,17,0
141,401220329,2020-09-20 17:00:00+00:00,Raymond James Stadium,"Tampa, FL",,65828,,Over/Under: 47.0,,0,9,20,6,17,0
142,400951716,2017-10-01 17:00:00+00:00,AT&T Stadium,"Arlington, TX",91869.0,100000,92.0,,,1,10,1,6,17,0
143,400951747,2017-10-02 00:30:00+00:00,Lumen Field,"Seattle, WA",68872.0,68740,100.0,,,1,10,2,0,0,30
144,401220181,2020-09-20 20:25:00+00:00,NRG Stadium,"Houston, TX",,71995,,Over/Under: 49.5,,0,9,20,6,20,25
145,400951752,2017-10-03 00:30:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",74587.0,72936,100.0,,,1,10,3,1,0,30
146,400951720,2017-10-01 17:00:00+00:00,NRG Stadium,"Houston, TX",71804.0,71995,100.0,,,1,10,1,6,17,0
147,400951735,2017-10-01 20:05:00+00:00,State Farm Stadium,"Glendale, AZ",64121.0,65000,99.0,,,1,10,1,6,20,5
148,401030777,2018-09-23 17:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",74457.0,75000,99.0,,,1,9,23,6,17,0
149,400951742,2017-10-01 20:05:00+00:00,Raymond James Stadium,"Tampa, FL",63916.0,65828,97.0,,,1,10,1,6,20,5
150,401030787,2018-09-23 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65667.0,64767,100.0,,,1,9,23,6,17,0
151,400951744,2017-10-01 20:25:00+00:00,Empower Field at Mile High,"Denver, CO",76909.0,76125,100.0,,,1,10,1,6,20,25
152,401127921,2019-09-22 17:00:00+00:00,AT&T Stadium,"Arlington, TX",90127.0,100000,90.0,,,1,9,22,6,17,0
153,401127915,2019-09-22 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",69448.0,71621,97.0,,,1,9,22,6,17,0
154,401030775,2018-09-21 00:20:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,,,1,9,21,4,0,20
155,401127925,2019-09-22 17:00:00+00:00,Lambeau Field,"Green Bay, WI",78078.0,81041,96.0,,,1,9,22,6,17,0
156,400951568,2017-09-22 00:25:00+00:00,Levi's Stadium,"Santa Clara, CA",70178.0,68500,100.0,,,1,9,22,4,0,25
157,401127929,2019-09-22 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",60295.0,63000,96.0,,,1,9,22,6,17,0
158,401127859,2019-09-20 00:20:00+00:00,TIAA Bank Field,"Jacksonville, FL",58613.0,67858,86.0,,,1,9,20,4,0,20
159,401030795,2018-09-23 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",76023.0,72936,100.0,,,1,9,23,6,17,0
160,401127953,2019-09-22 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",73390.0,72936,100.0,,,1,9,22,6,17,0
161,401326363,2021-09-24 00:20:00+00:00,NRG Stadium,"Houston, TX",68320.0,71995,95.0,Line: CAR -8.0,Over/Under: 43.0,1,9,24,4,0,20
162,401127956,2019-09-22 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66738.0,66468,100.0,,,1,9,22,6,17,0
163,401030784,2018-09-23 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66800.0,66468,100.0,,,1,9,23,6,17,0
164,401030794,2018-09-23 17:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",64015.0,67858,94.0,,,1,9,23,6,17,0
165,401030788,2018-09-23 17:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70156.0,70745,99.0,,,1,9,23,6,17,0
166,401030790,2018-09-23 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",72161.0,73778,98.0,,,1,9,23,6,17,0
167,401030781,2018-09-23 17:00:00+00:00,FedExField,"Landover, MD",59827.0,67617,88.0,,,1,9,23,6,17,0
168,401030782,2018-09-23 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69696.0,69879,100.0,,,1,9,23,6,17,0
169,400951579,2017-09-24 13:30:00+00:00,Wembley Stadium,London,84592.0,86000,98.0,,,1,9,24,6,13,30
170,401127861,2019-09-22 17:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,9,22,6,17,0
171,400951583,2017-09-24 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",68865.0,71621,96.0,,,1,9,24,6,17,0
172,401127959,2019-09-22 17:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,,,1,9,22,6,17,0
173,400951594,2017-09-24 17:00:00+00:00,Ford Field,"Detroit, MI",63240.0,64500,98.0,,,1,9,24,6,17,0
174,401326366,2021-09-26 17:00:00+00:00,Ford Field,"Detroit, MI",50788.0,64500,79.0,Line: BAL -7.5,Over/Under: 51.0,1,9,26,6,17,0
175,401326365,2021-09-26 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,Line: CLE -7.5,Over/Under: 44.5,1,9,26,6,17,0
176,401326127,2021-09-17 00:20:00+00:00,FedExField,"Landover, MD",50118.0,67617,74.0,Line: WSH -4.0,Over/Under: 41.5,1,9,17,4,0,20
177,401030798,2018-09-23 20:05:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",68947.0,77500,89.0,,,1,9,23,6,20,5
178,400951590,2017-09-24 17:00:00+00:00,Soldier Field,"Chicago, IL",62172.0,61500,100.0,,,1,9,24,6,17,0
179,401030801,2018-09-23 20:25:00+00:00,State Farm Stadium,"Glendale, AZ",62163.0,65000,96.0,,,1,9,23,6,20,25
180,400951599,2017-09-24 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63351.0,63000,100.0,,,1,9,24,6,17,0
181,401127962,2019-09-22 20:05:00+00:00,State Farm Stadium,"Glendale, AZ",60104.0,65000,92.0,,,1,9,22,6,20,5
182,401326364,2021-09-26 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",68434.0,71621,96.0,Line: BUF -7.0,Over/Under: 45.5,1,9,26,6,17,0
183,400951607,2017-09-24 17:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,9,24,6,17,0
184,401030791,2018-09-23 17:00:00+00:00,NRG Stadium,"Houston, TX",71838.0,71995,100.0,,,1,9,23,6,17,0
185,400951604,2017-09-24 17:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66390.0,66468,100.0,,,1,9,24,6,17,0
186,401127966,2019-09-22 20:05:00+00:00,Raymond James Stadium,"Tampa, FL",55070.0,65828,84.0,,,1,9,22,6,20,5
187,401127998,2019-09-22 20:25:00+00:00,Levi's Stadium,"Santa Clara, CA",69439.0,68500,100.0,,,1,9,22,6,20,25
188,401326369,2021-09-26 17:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,Line: NE -3.0,Over/Under: 43.5,1,9,26,6,17,0
189,401326370,2021-09-26 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",75307.0,82500,91.0,Line: NYG -2.5,Over/Under: 47.5,1,9,26,6,17,0
190,401326372,2021-09-26 17:00:00+00:00,Nissan Stadium,"Nashville, TN",67914.0,69143,98.0,Line: TEN -4.5,Over/Under: 47.0,1,9,26,6,17,0
191,401030805,2018-09-25 00:15:00+00:00,Raymond James Stadium,"Tampa, FL",62571.0,65828,95.0,,,1,9,25,1,0,15
192,401326130,2021-09-19 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,Line: CLE -13.5,Over/Under: 48.5,1,9,19,6,17,0
