,idgame,date,stade,location,attendance,capacity,people,line,over_under,attendance_info,month,dayofmonth,dayofweek,hour,minute
1100,401127910,2019-12-22 18:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",60968.0,64767,94.0,,,1,12,22,6,18,0
1101,401127933,2019-12-22 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",78523.0,82500,95.0,,,1,12,22,6,18,0
1102,401220324,2020-12-25 21:30:00+00:00,Caesars Superdome,"New Orleans, LA",3000.0,73000,4.0,Line: NO -6.5,Over/Under: 49.5,1,12,25,4,21,30
1103,401030901,2018-12-23 21:05:00+00:00,Levi's Stadium,"Santa Clara, CA",70806.0,68500,100.0,,,1,12,23,6,21,5
1104,401030913,2018-12-23 21:25:00+00:00,Caesars Superdome,"New Orleans, LA",73086.0,73000,100.0,,,1,12,23,6,21,25
1105,401127937,2019-12-22 18:00:00+00:00,FedExField,"Landover, MD",66083.0,67617,98.0,,,1,12,22,6,18,0
1106,401030820,2018-12-30 18:00:00+00:00,Raymond James Stadium,"Tampa, FL",52884.0,65828,80.0,,,1,12,30,6,18,0
1107,401030759,2018-12-30 18:00:00+00:00,NRG Stadium,"Houston, TX",71848.0,71995,100.0,,,1,12,30,6,18,0
1108,401127893,2019-12-22 21:05:00+00:00,Empower Field at Mile High,"Denver, CO",74115.0,76125,97.0,,,1,12,22,6,21,5
1109,401127938,2019-12-22 21:25:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,,,1,12,22,6,21,25
1110,401220286,2020-12-26 18:00:00+00:00,Ford Field,"Detroit, MI",,64500,,Line: TB -9.0,Over/Under: 55.0,0,12,26,5,18,0
1111,401220230,2020-12-27 01:15:00+00:00,Allegiant Stadium,"Las Vegas, NV",,65000,,Line: MIA -2.5,Over/Under: 50.0,0,12,27,6,1,15
1112,401030824,2018-12-30 21:25:00+00:00,Empower Field at Mile High,"Denver, CO",75947.0,76125,100.0,,,1,12,30,6,21,25
1113,401030926,2018-12-25 01:15:00+00:00,Oakland Coliseum,"Oakland, CA",53850.0,55997,96.0,,,1,12,25,1,1,15
1114,401030917,2018-12-24 01:20:00+00:00,Lumen Field,"Seattle, WA",69067.0,68740,100.0,,,1,12,24,0,1,20
1115,401220337,2020-12-26 21:30:00+00:00,State Farm Stadium,"Glendale, AZ",,65000,,Line: ARI -6.0,Over/Under: 49.0,0,12,26,5,21,30
1116,401030850,2018-12-30 21:25:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",72161.0,77500,93.0,,,1,12,30,6,21,25
1117,401030763,2018-12-30 21:25:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66878.0,66468,100.0,,,1,12,30,6,21,25
1118,401127941,2019-12-22 21:25:00+00:00,Lumen Field,"Seattle, WA",69022.0,68740,100.0,,,1,12,22,6,21,25
1119,401127943,2019-12-23 01:20:00+00:00,Soldier Field,"Chicago, IL",62213.0,61500,100.0,,,1,12,23,0,1,20
1120,401030760,2018-12-30 21:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",77550.0,72936,100.0,,,1,12,30,6,21,25
1121,401220223,2020-12-27 18:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",13470.0,72936,18.0,Line: KC -11.0,Over/Under: 54.0,1,12,27,6,18,0
1122,401220174,2020-12-27 18:00:00+00:00,Acrisure Stadium,"Pittsburgh, PA",,68400,,Line: EVEN,Over/Under: 42.5,0,12,27,6,18,0
1123,401220145,2020-12-27 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,Line: CLE -6.5,Over/Under: 45.0,0,12,27,6,18,0
1124,401030856,2018-12-30 21:25:00+00:00,Lumen Field,"Seattle, WA",68990.0,68740,100.0,,,1,12,30,6,21,25
1125,401030727,2018-12-30 21:25:00+00:00,FedExField,"Landover, MD",63188.0,67617,93.0,,,1,12,30,6,21,25
1126,401326553,2021-12-24 01:20:00+00:00,Nissan Stadium,"Nashville, TN",69361.0,69143,100.0,Line: SF -3.5,Over/Under: 45.0,1,12,24,4,1,20
1127,401127946,2019-12-24 01:15:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",67157.0,66468,100.0,,,1,12,24,1,1,15
1128,401030755,2018-12-31 01:20:00+00:00,Nissan Stadium,"Nashville, TN",68978.0,69143,100.0,,,1,12,31,0,1,20
1129,401030818,2018-12-30 21:25:00+00:00,Acrisure Stadium,"Pittsburgh, PA",63874.0,68400,93.0,,,1,12,30,6,21,25
1130,401220152,2020-12-27 18:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",,70745,,Line: BAL -10.0,Over/Under: 43.5,0,12,27,6,18,0
1131,401220182,2020-12-27 18:00:00+00:00,NRG Stadium,"Houston, TX",12344.0,71995,17.0,Line: HOU -7.5,Over/Under: 46.0,1,12,27,6,18,0
1132,401326555,2021-12-26 01:15:00+00:00,State Farm Stadium,"Glendale, AZ",63900.0,65000,98.0,Line: ARI -3.0,Over/Under: 48.0,1,12,26,6,1,15
1133,401220199,2020-12-27 18:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",17445.0,67858,26.0,Line: CHI -8.0,Over/Under: 47.0,1,12,27,6,18,0
1134,401326556,2021-12-26 18:00:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",68638.0,75000,92.0,Line: ATL -7.5,Over/Under: 42.5,1,12,26,6,18,0
1135,401220273,2020-12-27 21:05:00+00:00,FedExField,"Landover, MD",,67617,,Line: CAR -1.0,Over/Under: 42.0,0,12,27,6,21,5
1136,401220243,2020-12-27 21:25:00+00:00,AT&T Stadium,"Arlington, TX",30131.0,100000,30.0,Line: PHI -3.0,Over/Under: 50.5,1,12,27,6,21,25
1137,401326558,2021-12-26 18:00:00+00:00,Paycor Stadium,"Cincinnati, OH",63922.0,65515,98.0,Line: CIN -7.5,Over/Under: 43.5,1,12,26,6,18,0
1138,401030719,2018-12-30 21:25:00+00:00,M&T Bank Stadium,"Baltimore, MD",70925.0,70745,100.0,,,1,12,30,6,21,25
1139,401326554,2021-12-25 21:30:00+00:00,Lambeau Field,"Green Bay, WI",77901.0,81041,96.0,Line: GB -7.5,Over/Under: 47.0,1,12,25,5,21,30
1140,401326561,2021-12-26 18:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,Line: NE -1.0,Over/Under: 43.5,1,12,26,6,18,0
1141,401220362,2020-12-27 21:25:00+00:00,Lumen Field,"Seattle, WA",,68740,,Line: SEA -1.5,Over/Under: 48.0,0,12,27,6,21,25
1142,401220130,2020-12-29 01:15:00+00:00,Gillette Stadium,"Foxboro, MA",,65878,,Line: BUF -7.0,Over/Under: 47.0,0,12,29,1,1,15
1143,401326562,2021-12-26 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",67120.0,82500,81.0,Line: NYJ -2.5,Over/Under: 43.0,1,12,26,6,18,0
1144,401326563,2021-12-26 18:00:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,Line: PHI -11.0,Over/Under: 41.0,1,12,26,6,18,0
1145,401326560,2021-12-26 18:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66708.0,66468,100.0,Line: LAR -3.0,Over/Under: 48.5,1,12,26,6,18,0
1146,401326564,2021-12-26 21:05:00+00:00,Lumen Field,"Seattle, WA",68492.0,68740,100.0,Line: SEA -7.0,Over/Under: 41.0,1,12,26,6,21,5
1147,401220296,2020-12-28 01:20:00+00:00,Lambeau Field,"Green Bay, WI",,81041,,Line: GB -3.0,Over/Under: 52.5,0,12,28,0,1,20
1148,401326557,2021-12-26 18:00:00+00:00,Bank of America Stadium,"Charlotte, NC",71918.0,73778,97.0,Line: TB -11.0,Over/Under: 44.0,1,12,26,6,18,0
1149,401326566,2021-12-26 21:25:00+00:00,Allegiant Stadium,"Las Vegas, NV",60972.0,65000,94.0,Line: EVEN,Over/Under: 41.5,1,12,26,6,21,25
1150,401326559,2021-12-26 18:00:00+00:00,NRG Stadium,"Houston, TX",65674.0,71995,91.0,Line: LAC -13.0,Over/Under: 45.5,1,12,26,6,18,0
1151,400951768,2017-12-16 21:30:00+00:00,Ford Field,"Detroit, MI",65872.0,64500,100.0,,,1,12,16,5,21,30
1152,401326565,2021-12-26 21:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",73371.0,72936,100.0,Line: KC -10.0,Over/Under: 44.0,1,12,26,6,21,25
1153,400951778,2017-12-17 18:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",56434.0,67431,84.0,,,1,12,17,6,18,0
1154,400951784,2017-12-17 18:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66833.0,66468,100.0,,,1,12,17,6,18,0
1155,401326567,2021-12-27 01:20:00+00:00,AT&T Stadium,"Arlington, TX",93482.0,100000,93.0,Line: DAL -10.0,Over/Under: 46.0,1,12,27,0,1,20
1156,401326568,2021-12-28 01:15:00+00:00,Caesars Superdome,"New Orleans, LA",69170.0,73000,95.0,Line: MIA -3.0,Over/Under: 37.5,1,12,28,1,1,15
1157,400951705,2017-12-15 01:25:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63411.0,63000,100.0,,,1,12,15,4,1,25
1158,400951772,2017-12-17 01:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",75011.0,72936,100.0,,,1,12,17,6,1,25
1159,400951777,2017-12-17 18:00:00+00:00,Bank of America Stadium,"Charlotte, NC",74447.0,73778,100.0,,,1,12,17,6,18,0
1160,400951774,2017-12-17 18:00:00+00:00,Highmark Stadium,"Orchard Park, NY",62202.0,71621,87.0,,,1,12,17,6,18,0
1161,400951806,2017-12-17 18:00:00+00:00,Caesars Superdome,"New Orleans, LA",73018.0,73000,100.0,,,1,12,17,6,18,0
1162,400951808,2017-12-17 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",76896.0,82500,93.0,,,1,12,17,6,18,0
1163,400951809,2017-12-17 18:00:00+00:00,FedExField,"Landover, MD",71026.0,67617,100.0,,,1,12,17,6,18,0
1164,401326569,2022-01-02 18:00:00+00:00,Highmark Stadium,"Orchard Park, NY",64948.0,71621,91.0,Line: BUF -14.0,Over/Under: 46.0,1,1,2,6,18,0
1165,401326570,2022-01-02 18:00:00+00:00,Soldier Field,"Chicago, IL",59594.0,61500,97.0,Line: CHI -6.5,Over/Under: 36.5,1,1,2,6,18,0
1166,400951781,2017-12-17 18:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",64701.0,67858,95.0,,,1,12,17,6,18,0
1167,400951811,2017-12-17 21:05:00+00:00,Lumen Field,"Seattle, WA",69077.0,68740,100.0,,,1,12,17,6,21,5
1168,400951813,2017-12-17 21:25:00+00:00,Levi's Stadium,"Santa Clara, CA",70133.0,68500,100.0,,,1,12,17,6,21,25
1169,400951812,2017-12-17 21:25:00+00:00,Acrisure Stadium,"Pittsburgh, PA",68574.0,68400,100.0,,,1,12,17,6,21,25
1170,400951814,2017-12-18 01:30:00+00:00,Oakland Coliseum,"Oakland, CA",55372.0,55997,99.0,,,1,12,18,0,1,30
1171,401326573,2022-01-02 18:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",65985.0,63000,100.0,Line: IND -8.5,Over/Under: 46.5,1,1,2,6,18,0
1172,400951816,2017-12-19 01:30:00+00:00,Raymond James Stadium,"Tampa, FL",62382.0,65828,95.0,,,1,12,19,1,1,30
1173,401326574,2022-01-02 18:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,Line: NE -17.0,Over/Under: 41.5,1,1,2,6,18,0
1174,401326571,2022-01-02 18:00:00+00:00,Paycor Stadium,"Cincinnati, OH",64505.0,65515,98.0,Line: KC -3.5,Over/Under: 51.0,1,1,2,6,18,0
1175,401326581,2022-01-02 18:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70328.0,70745,99.0,Line: LAR -7.0,Over/Under: 46.5,1,1,2,6,18,0
1176,401326577,2022-01-02 18:00:00+00:00,Nissan Stadium,"Nashville, TN",69091.0,69143,100.0,Line: TEN -3.0,Over/Under: 41.0,1,1,2,6,18,0
1177,401326580,2022-01-02 21:05:00+00:00,Levi's Stadium,"Santa Clara, CA",71612.0,68500,100.0,Line: SF -13.5,Over/Under: 44.0,1,1,2,6,21,5
1178,401326575,2022-01-02 21:25:00+00:00,Caesars Superdome,"New Orleans, LA",69170.0,73000,95.0,Line: NO -7.0,Over/Under: 37.0,1,1,2,6,21,25
1179,401326576,2022-01-02 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",72243.0,82500,88.0,Line: TB -14.5,Over/Under: 47.5,1,1,2,6,18,0
1180,401326578,2022-01-02 18:00:00+00:00,FedExField,"Landover, MD",51563.0,67617,76.0,Line: PHI -6.0,Over/Under: 44.5,1,1,2,6,18,0
1181,401220284,2021-01-03 18:00:00+00:00,Ford Field,"Detroit, MI",,64500,,Line: MIN -3.0,Over/Under: 53.5,0,1,3,6,18,0
1182,401326582,2022-01-02 21:25:00+00:00,Lumen Field,"Seattle, WA",68043.0,68740,99.0,Line: SEA -9.0,Over/Under: 41.0,1,1,2,6,21,25
1183,401220114,2021-01-03 18:00:00+00:00,Highmark Stadium,"Orchard Park, NY",,71621,,Line: MIA -3.0,Over/Under: 42.5,0,1,3,6,18,0
1184,401220154,2021-01-03 18:00:00+00:00,Paycor Stadium,"Cincinnati, OH",10499.0,65515,16.0,Line: BAL -13.5,Over/Under: 45.0,1,1,3,6,18,0
1185,401326584,2022-01-04 01:15:00+00:00,Acrisure Stadium,"Pittsburgh, PA",63624.0,68400,93.0,Line: CLE -1.0,Over/Under: 43.0,1,1,4,1,1,15
1186,401220164,2021-01-03 18:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",11989.0,67431,18.0,Line: CLE -10.0,Over/Under: 44.5,1,1,3,6,18,0
1187,401326572,2022-01-02 21:25:00+00:00,AT&T Stadium,"Arlington, TX",93459.0,100000,93.0,Line: DAL -6.5,Over/Under: 52.5,1,1,2,6,21,25
1188,401220132,2021-01-03 18:00:00+00:00,Gillette Stadium,"Foxboro, MA",,65878,,Line: NE -3.0,Over/Under: 41.0,0,1,3,6,18,0
1189,401326583,2022-01-03 01:20:00+00:00,Lambeau Field,"Green Bay, WI",77832.0,81041,96.0,Line: GB -12.5,Over/Under: 42.5,1,1,3,0,1,20
1190,401220275,2021-01-03 21:25:00+00:00,Soldier Field,"Chicago, IL",,61500,,Line: GB -4.5,Over/Under: 48.5,0,1,3,6,21,25
1191,401220250,2021-01-03 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",,82500,,Line: DAL -1.5,Over/Under: 43.5,0,1,3,6,18,0
1192,401220211,2021-01-03 21:25:00+00:00,Empower Field at Mile High,"Denver, CO",,76125,,Line: LV -2.5,Over/Under: 50.5,0,1,3,6,21,25
1193,401220328,2021-01-03 18:00:00+00:00,Raymond James Stadium,"Tampa, FL",16009.0,65828,24.0,Line: TB -7.0,Over/Under: 51.0,1,1,3,6,18,0
1194,401220315,2021-01-03 21:25:00+00:00,Bank of America Stadium,"Charlotte, NC",1500.0,73778,2.0,Line: NO -6.0,Over/Under: 46.5,1,1,3,6,21,25
1195,401220180,2021-01-03 21:25:00+00:00,NRG Stadium,"Houston, TX",12504.0,71995,17.0,Line: TEN -7.0,Over/Under: 55.5,1,1,3,6,21,25
1196,401220220,2021-01-03 21:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",13240.0,72936,18.0,Line: LAC -6.5,Over/Under: 43.0,1,1,3,6,21,25
1197,401220187,2021-01-03 21:25:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",9976.0,63000,16.0,Line: IND -15.5,Over/Under: 48.0,1,1,3,6,21,25
1198,401127983,2019-12-29 18:00:00+00:00,Ford Field,"Detroit, MI",62840.0,64500,97.0,,,1,12,29,6,18,0
1199,401127990,2019-12-29 18:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",73680.0,72936,100.0,,,1,12,29,6,18,0
1200,401220354,2021-01-03 21:25:00+00:00,State Farm Stadium,"Glendale, AZ",,65000,,Line: SEA -7.0,Over/Under: 45.0,0,1,3,6,21,25
1201,401220260,2021-01-04 01:20:00+00:00,Lincoln Financial Field,"Philadelphia, PA",,69879,,Line: WSH -6.5,Over/Under: 43.5,0,1,4,0,1,20
1202,401127975,2019-12-29 18:00:00+00:00,Bank of America Stadium,"Charlotte, NC",72203.0,73778,98.0,,,1,12,29,6,18,0
1203,401128034,2019-12-29 18:00:00+00:00,Raymond James Stadium,"Tampa, FL",50417.0,65828,77.0,,,1,12,29,6,18,0
1204,401127909,2019-12-29 18:00:00+00:00,Gillette Stadium,"Foxboro, MA",65878.0,65878,100.0,,,1,12,29,6,18,0
1205,401127973,2019-12-29 18:00:00+00:00,Highmark Stadium,"Orchard Park, NY",69016.0,71621,96.0,,,1,12,29,6,18,0
1206,401127980,2019-12-29 21:25:00+00:00,AT&T Stadium,"Arlington, TX",90646.0,100000,91.0,,,1,12,29,6,21,25
1207,401127978,2019-12-29 18:00:00+00:00,Paycor Stadium,"Cincinnati, OH",47759.0,65515,73.0,,,1,12,29,6,18,0
1208,401127991,2019-12-29 18:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66913.0,66468,100.0,,,1,12,29,6,18,0
1209,401128033,2019-12-29 21:25:00+00:00,MetLife Stadium,"East Rutherford, NJ",75029.0,82500,91.0,,,1,12,29,6,21,25
1210,401127988,2019-12-29 21:25:00+00:00,TIAA Bank Field,"Jacksonville, FL",58472.0,67858,86.0,,,1,12,29,6,21,25
1211,401326595,2022-01-09 01:15:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,Line: DAL -6.0,Over/Under: 46.5,1,1,9,6,1,15
1212,401128036,2019-12-29 21:25:00+00:00,Empower Field at Mile High,"Denver, CO",76334.0,76125,100.0,,,1,12,29,6,21,25
1213,401326598,2022-01-08 21:30:00+00:00,Empower Field at Mile High,"Denver, CO",76012.0,76125,100.0,Line: KC -11.5,Over/Under: 44.5,1,1,8,5,21,30
1214,401128038,2019-12-29 21:25:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",68665.0,77500,89.0,,,1,12,29,6,21,25
1215,401128040,2019-12-30 01:20:00+00:00,Lumen Field,"Seattle, WA",69162.0,68740,100.0,,,1,12,30,0,1,20
1216,401326589,2022-01-09 18:00:00+00:00,Ford Field,"Detroit, MI",56735.0,64500,88.0,Line: GB -4.0,Over/Under: 45.0,1,1,9,6,18,0
1217,401127950,2019-12-29 21:25:00+00:00,M&T Bank Stadium,"Baltimore, MD",70695.0,70745,100.0,,,1,12,29,6,21,25
1218,401326593,2022-01-09 18:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66625.0,66468,100.0,Line: MIN -3.5,Over/Under: 45.0,1,1,9,6,18,0
1219,401326586,2022-01-09 18:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70453.0,70745,100.0,Line: BAL -3.0,Over/Under: 40.5,1,1,9,6,18,0
1220,401326590,2022-01-09 18:00:00+00:00,NRG Stadium,"Houston, TX",66722.0,71995,93.0,Line: TEN -11.0,Over/Under: 43.0,1,1,9,6,18,0
1221,401326588,2022-01-09 18:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,Line: CLE -6.5,Over/Under: 38.0,1,1,9,6,18,0
1222,401127984,2019-12-29 21:25:00+00:00,NRG Stadium,"Houston, TX",71794.0,71995,100.0,,,1,12,29,6,21,25
1223,401326587,2022-01-09 21:25:00+00:00,Highmark Stadium,"Orchard Park, NY",64783.0,71621,90.0,Line: BUF -16.0,Over/Under: 43.0,1,1,9,6,21,25
1224,401326597,2022-01-09 21:25:00+00:00,State Farm Stadium,"Glendale, AZ",63858.0,65000,98.0,Line: ARI -5.5,Over/Under: 48.5,1,1,9,6,21,25
1225,401326592,2022-01-09 21:25:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",66514.0,64767,100.0,Line: NE -6.0,Over/Under: 41.0,1,1,9,6,21,25
1226,401326591,2022-01-09 18:00:00+00:00,TIAA Bank Field,"Jacksonville, FL",60516.0,67858,89.0,Line: IND -14.0,Over/Under: 43.5,1,1,9,6,18,0
1227,401326596,2022-01-09 21:25:00+00:00,Raymond James Stadium,"Tampa, FL",65473.0,65828,99.0,Line: TB -11.0,Over/Under: 43.0,1,1,9,6,21,25
1228,401326594,2022-01-09 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",69923.0,82500,85.0,Line: WSH -6.0,Over/Under: 36.5,1,1,9,6,18,0
1229,401326585,2022-01-09 21:25:00+00:00,Mercedes-Benz Stadium,"Atlanta, GA",68336.0,75000,91.0,Line: NO -4.5,Over/Under: 40.0,1,1,9,6,21,25
1230,401326600,2022-01-10 01:20:00+00:00,Allegiant Stadium,"Las Vegas, NV",62068.0,65000,95.0,Line: LAC -3.0,Over/Under: 49.5,1,1,10,0,1,20
0,400951738,2017-10-01 20:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25374.0,27000,94.0,,,1,10,1,6,20,5
1,401220235,2020-09-20 20:25:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Over/Under: 47.0,,0,9,20,6,20,25
2,401326323,2021-09-13 00:20:00+00:00,SoFi Stadium,"Inglewood, CA",70445.0,71500,99.0,Line: LAR -9.5,Over/Under: 46.5,1,9,13,0,0,20
3,401030720,2018-09-09 20:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25351.0,27000,94.0,,,1,9,9,6,20,5
4,400951666,2017-09-17 20:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25381.0,27000,94.0,,,1,9,17,6,20,5
5,401127970,2019-09-22 20:25:00+00:00,Dignity Health Sports Park,"Carson, CA",25349.0,27000,94.0,,,1,9,22,6,20,25
6,401127972,2019-09-08 20:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25363.0,27000,94.0,,,1,9,8,6,20,5
7,401220347,2020-09-14 00:20:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Over/Under: 51.5,,0,9,14,0,0,20
8,400951634,2017-09-24 20:25:00+00:00,Dignity Health Sports Park,"Carson, CA",25386.0,27000,94.0,,,1,9,24,6,20,25
9,401326375,2021-09-26 20:25:00+00:00,SoFi Stadium,"Inglewood, CA",73205.0,71500,100.0,Line: TB -1.0,Over/Under: 55.0,1,9,26,6,20,25
10,401326359,2021-09-19 20:25:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: LAC -3.0,Over/Under: 55.0,1,9,19,6,20,25
11,401220240,2020-09-27 20:05:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAC -6.0,Over/Under: 43.5,0,9,27,6,20,5
12,401030932,2018-09-30 20:25:00+00:00,Dignity Health Sports Park,"Carson, CA",25397.0,27000,94.0,,,1,9,30,6,20,25
13,401326389,2021-10-03 20:05:00+00:00,SoFi Stadium,"Inglewood, CA",70003.0,71500,98.0,Line: LAR -4.0,Over/Under: 54.5,1,10,3,6,20,5
14,401220348,2020-10-04 20:05:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAR -13.5,Over/Under: 49.0,0,10,4,6,20,5
15,401326394,2021-10-05 00:50:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: LAC -3.0,Over/Under: 51.5,1,10,5,1,0,50
16,401128096,2019-10-13 13:30:00+00:00,Tottenham Hotspur Stadium,London,60087.0,62062,97.0,,,1,10,13,6,13,30
17,401030793,2018-10-07 20:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25362.0,27000,94.0,,,1,10,7,6,20,5
18,401128001,2019-10-06 17:00:00+00:00,Tottenham Hotspur Stadium,London,60463.0,62062,97.0,,,1,10,6,6,17,0
19,401326325,2021-10-17 13:30:00+00:00,Tottenham Hotspur Stadium,London,60784.0,62062,98.0,Line: MIA -1.5,Over/Under: 47.0,1,10,17,6,13,30
20,401326324,2021-10-10 13:30:00+00:00,Tottenham Hotspur Stadium,London,60589.0,62062,98.0,Line: ATL -3.0,Over/Under: 45.5,1,10,10,6,13,30
21,401128019,2019-10-06 20:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25357.0,27000,94.0,,,1,10,6,6,20,5
22,401128131,2019-10-14 00:20:00+00:00,Dignity Health Sports Park,"Carson, CA",25425.0,27000,94.0,,,1,10,14,0,0,20
23,401326404,2021-10-10 20:05:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: LAC -2.5,Over/Under: 47.0,1,10,10,6,20,5
24,401220241,2020-10-25 20:25:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAC -7.5,Over/Under: 49.0,0,10,25,6,20,25
25,400951593,2017-10-22 17:00:00+00:00,Twickenham Stadium,London,73736.0,82500,89.0,,,1,10,22,6,17,0
26,401220351,2020-10-27 00:15:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAR -6.5,Over/Under: 43.5,0,10,27,1,0,15
27,400951624,2017-10-22 20:25:00+00:00,Dignity Health Sports Park,"Carson, CA",25388.0,27000,94.0,,,1,10,22,6,20,25
28,401326430,2021-10-24 20:05:00+00:00,SoFi Stadium,"Inglewood, CA",70540.0,71500,99.0,Line: LAR -16.5,Over/Under: 50.5,1,10,24,6,20,5
29,400951683,2017-10-29 13:30:00+00:00,Twickenham Stadium,London,74237.0,82500,90.0,,,1,10,29,6,13,30
30,401326445,2021-10-31 20:05:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: LAC -3.5,Over/Under: 50.5,1,10,31,6,20,5
31,401220236,2020-11-08 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAC -5.0,Over/Under: 52.5,0,11,8,6,21,5
32,401128090,2019-11-03 21:25:00+00:00,Dignity Health Sports Park,"Carson, CA",25435.0,27000,94.0,,,1,11,3,6,21,25
33,401326463,2021-11-08 01:20:00+00:00,SoFi Stadium,"Inglewood, CA",71785.0,71500,100.0,Line: LAR -7.0,Over/Under: 53.0,1,11,8,0,1,20
34,401220238,2020-11-22 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAC -9.5,Over/Under: 47.5,0,11,22,6,21,5
35,401220346,2020-11-15 21:25:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAR -2.5,Over/Under: 55.0,0,11,15,6,21,25
36,401326474,2021-11-14 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: LAC -3.0,Over/Under: 53.5,1,11,14,6,21,5
37,400951807,2017-11-19 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25015.0,27000,93.0,,,1,11,19,6,21,5
38,401326492,2021-11-22 01:20:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,Line: LAC -6.5,Over/Under: 47.5,1,11,22,0,1,20
39,400951815,2017-11-19 21:25:00+00:00,Estadio Azteca,Mexico City,77357.0,87000,89.0,,,1,11,19,6,21,25
40,401030969,2018-11-18 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25462.0,27000,94.0,,,1,11,18,6,21,5
41,401128134,2019-11-19 01:15:00+00:00,Estadio Azteca,Mexico City,76252.0,87000,88.0,,,1,11,19,1,1,15
42,401030851,2018-12-09 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25358.0,27000,94.0,,,1,12,9,6,21,5
43,401030912,2018-11-25 21:05:00+00:00,Dignity Health Sports Park,"Carson, CA",25343.0,27000,94.0,,,1,11,25,6,21,5
44,401220345,2020-11-29 21:05:00+00:00,SoFi Stadium,"Inglewood, CA",,71500,,Line: LAR -5.0,Over/Under: 44.5,0,11,29,6,21,5
