,season,week,idgame,awayteam,hometeam,team,winner,loser,streak,streak_before,streak_away,streak_home
2325,2017,9,400951743,Bills,Jets,Bills,Jets,Bills,-1,2,0,0
2326,2017,8,400951737,Broncos,Chiefs,Chiefs,Chiefs,Broncos,1,-2,0,0
2327,2017,8,400951737,Broncos,Chiefs,Broncos,Chiefs,Broncos,-3,-2,0,0
2328,2017,8,400951736,Steelers,Lions,Steelers,Steelers,Lions,3,2,0,0
2329,2017,8,400951736,Steelers,Lions,Lions,Steelers,Lions,-3,-2,0,0
2330,2017,8,400951732,Cowboys,Redskins,Redskins,Cowboys,Redskins,-2,-1,0,0
2331,2017,8,400951732,Cowboys,Redskins,Cowboys,Cowboys,Redskins,2,1,0,0
2332,2017,8,400951729,Texans,Seahawks,Texans,Seahawks,Texans,-1,1,0,0
2333,2017,8,400951729,Texans,Seahawks,Seahawks,Seahawks,Texans,4,3,0,0
2334,2017,8,400951725,Panthers,Buccaneers,Panthers,Panthers,Buccaneers,1,-2,0,0
2335,2017,8,400951725,Panthers,Buccaneers,Buccaneers,Panthers,Buccaneers,-4,-3,0,0
2336,2017,8,400951723,49ers,Eagles,Eagles,Eagles,49ers,6,5,0,0
2337,2017,8,400951723,49ers,Eagles,49ers,Eagles,49ers,-8,-7,0,0
2338,2017,8,400951721,Falcons,Jets,Jets,Falcons,Jets,-3,-2,0,0
2339,2017,8,400951721,Falcons,Jets,Falcons,Falcons,Jets,1,-3,0,0
2340,2017,8,400951717,Bears,Saints,Saints,Saints,Bears,5,4,0,0
2341,2017,8,400951717,Bears,Saints,Bears,Saints,Bears,-1,2,0,0
2342,2017,8,400951715,Chargers,Patriots,Patriots,Patriots,Chargers,4,3,0,0
2343,2017,8,400951715,Chargers,Patriots,Chargers,Patriots,Chargers,-1,3,0,0
2344,2017,8,400951711,Colts,Bengals,Colts,Bengals,Colts,-3,-2,0,0
2345,2017,8,400951711,Colts,Bengals,Bengals,Bengals,Colts,1,-1,0,0
2346,2017,8,400951706,Raiders,Bills,Raiders,Bills,Raiders,-1,1,0,0
2347,2017,8,400951706,Raiders,Bills,Bills,Bills,Raiders,2,1,0,0
2348,2017,8,400951683,Vikings,Browns,Vikings,Vikings,Browns,4,3,0,0
2349,2017,8,400951683,Vikings,Browns,Browns,Vikings,Browns,-8,-7,0,0
2350,2017,8,400951670,Dolphins,Ravens,Ravens,Ravens,Dolphins,1,-2,0,0
2351,2017,8,400951670,Dolphins,Ravens,Dolphins,Ravens,Dolphins,-1,3,0,0
2352,2017,7,400951641,Redskins,Eagles,Redskins,Eagles,Redskins,-1,1,0,0
2353,2017,7,400951641,Redskins,Eagles,Eagles,Eagles,Redskins,5,4,0,0
2354,2017,7,400951638,Falcons,Patriots,Patriots,Patriots,Falcons,3,2,0,0
2355,2017,7,400951638,Falcons,Patriots,Falcons,Patriots,Falcons,-3,-2,0,0
2356,2017,7,400951628,Seahawks,Giants,Seahawks,Seahawks,Giants,3,2,0,0
2357,2017,7,400951628,Seahawks,Giants,Giants,Seahawks,Giants,-1,1,0,0
2358,2017,7,400951624,Broncos,Chargers,Chargers,Chargers,Broncos,3,2,0,0
2359,2017,7,400951624,Broncos,Chargers,Broncos,Chargers,Broncos,-2,-1,0,0
2360,2017,7,400951619,Cowboys,49ers,Cowboys,Cowboys,49ers,1,-2,0,0
2361,2017,7,400951619,Cowboys,49ers,49ers,Cowboys,49ers,-7,-6,0,0
2362,2017,7,400951609,Bengals,Steelers,Steelers,Steelers,Bengals,2,1,0,0
2363,2017,7,400951609,Bengals,Steelers,Bengals,Steelers,Bengals,-1,2,0,0
2364,2017,7,400951603,Ravens,Vikings,Vikings,Vikings,Ravens,3,2,0,0
2365,2017,7,400951603,Ravens,Vikings,Ravens,Vikings,Ravens,-2,-1,0,0
2366,2017,7,400951598,Jets,Dolphins,Jets,Dolphins,Jets,-2,-1,0,0
2367,2017,7,400951598,Jets,Dolphins,Dolphins,Dolphins,Jets,3,2,0,0
2368,2017,7,400951593,Cardinals,Rams,Rams,Rams,Cardinals,2,1,0,0
2369,2017,7,400951593,Cardinals,Rams,Cardinals,Rams,Cardinals,-1,1,0,0
2370,2017,7,400951589,Jaguars,Colts,Jaguars,Jaguars,Colts,1,-1,0,0
2371,2017,7,400951589,Jaguars,Colts,Colts,Jaguars,Colts,-2,-1,0,0
2372,2017,7,400951585,Saints,Packers,Saints,Saints,Packers,4,3,0,0
2373,2017,7,400951585,Saints,Packers,Packers,Saints,Packers,-2,-1,0,0
2374,2017,7,400951582,Titans,Browns,Titans,Titans,Browns,2,1,0,0
2375,2017,7,400951582,Titans,Browns,Browns,Titans,Browns,-7,-6,0,0
2376,2017,7,400951578,Panthers,Bears,Panthers,Bears,Panthers,-2,-1,0,0
2377,2017,7,400951578,Panthers,Bears,Bears,Bears,Panthers,2,1,0,0
2378,2017,7,400951575,Buccaneers,Bills,Buccaneers,Bills,Buccaneers,-3,-2,0,0
2379,2017,7,400951575,Buccaneers,Bills,Bills,Bills,Buccaneers,1,-1,0,0
2380,2017,7,400951571,Chiefs,Raiders,Raiders,Raiders,Chiefs,1,-4,0,0
2381,2017,7,400951571,Chiefs,Raiders,Chiefs,Raiders,Chiefs,-2,-1,0,0
2382,2017,6,400951785,Colts,Titans,Titans,Titans,Colts,1,-2,0,0
2383,2017,6,400951785,Colts,Titans,Colts,Titans,Colts,-1,1,0,0
2384,2017,6,400951782,Giants,Broncos,Giants,Giants,Broncos,1,-5,0,0
2385,2017,6,400951782,Giants,Broncos,Broncos,Giants,Broncos,-1,1,0,0
2386,2017,6,400951779,Chargers,Raiders,Raiders,Chargers,Raiders,-4,-3,0,0
2387,2017,6,400951779,Chargers,Raiders,Chargers,Chargers,Raiders,2,1,0,0
2388,2017,6,400951776,Steelers,Chiefs,Steelers,Steelers,Chiefs,1,-1,0,0
2389,2017,6,400951776,Steelers,Chiefs,Chiefs,Steelers,Chiefs,-1,5,0,0
2390,2017,6,400951773,Rams,Jaguars,Rams,Rams,Jaguars,1,-1,0,0
2391,2017,6,400951773,Rams,Jaguars,Jaguars,Rams,Jaguars,-1,1,0,0
2392,2017,6,400951770,Buccaneers,Cardinals,Cardinals,Cardinals,Buccaneers,1,-1,0,0
2393,2017,6,400951770,Buccaneers,Cardinals,Buccaneers,Cardinals,Buccaneers,-2,-1,0,0
2394,2017,6,400951767,49ers,Redskins,Redskins,Redskins,49ers,1,-1,0,0
2395,2017,6,400951767,49ers,Redskins,49ers,Redskins,49ers,-6,-5,0,0
2396,2017,6,400951766,Patriots,Jets,Patriots,Patriots,Jets,2,1,0,0
2397,2017,6,400951766,Patriots,Jets,Jets,Patriots,Jets,-1,3,0,0
2398,2017,6,400951704,Lions,Saints,Saints,Saints,Lions,3,2,0,0
2399,2017,6,400951704,Lions,Saints,Lions,Saints,Lions,-2,-1,0,0
2400,2017,6,400951702,Packers,Vikings,Vikings,Vikings,Packers,2,1,0,0
2401,2017,6,400951702,Packers,Vikings,Packers,Vikings,Packers,-1,3,0,0
2402,2017,6,400951700,Browns,Texans,Texans,Texans,Browns,1,-1,0,0
2403,2017,6,400951700,Browns,Texans,Browns,Texans,Browns,-6,-5,0,0
2404,2017,6,400951699,Bears,Ravens,Ravens,Bears,Ravens,-1,1,0,0
2405,2017,6,400951699,Bears,Ravens,Bears,Bears,Ravens,1,-2,0,0
2406,2017,6,400951697,Dolphins,Falcons,Falcons,Dolphins,Falcons,-2,-1,0,0
2407,2017,6,400951697,Dolphins,Falcons,Dolphins,Dolphins,Falcons,2,1,0,0
2408,2017,6,400951695,Eagles,Panthers,Panthers,Eagles,Panthers,-1,2,0,0
2409,2017,6,400951695,Eagles,Panthers,Eagles,Eagles,Panthers,4,3,0,0
2410,2017,5,400951691,Vikings,Bears,Vikings,Vikings,Bears,1,-1,0,0
2411,2017,5,400951691,Vikings,Bears,Bears,Vikings,Bears,-2,-1,0,0
2412,2017,5,400951664,Chiefs,Texans,Texans,Chiefs,Texans,-1,1,0,0
2413,2017,5,400951664,Chiefs,Texans,Chiefs,Chiefs,Texans,5,4,0,0
2414,2017,5,400951661,Packers,Cowboys,Packers,Packers,Cowboys,3,2,0,0
2415,2017,5,400951661,Packers,Cowboys,Cowboys,Packers,Cowboys,-2,-1,0,0
2416,2017,5,400951659,Ravens,Raiders,Ravens,Ravens,Raiders,1,-2,0,0
2417,2017,5,400951659,Ravens,Raiders,Raiders,Ravens,Raiders,-3,-2,0,0
2418,2017,5,400951657,Seahawks,Rams,Seahawks,Seahawks,Rams,2,1,0,0
2419,2017,5,400951657,Seahawks,Rams,Rams,Seahawks,Rams,-1,2,0,0
2420,2017,5,400951655,Jaguars,Steelers,Steelers,Jaguars,Steelers,-1,1,0,0
2421,2017,5,400951655,Jaguars,Steelers,Jaguars,Jaguars,Steelers,1,-1,0,0
2422,2017,5,400951651,Cardinals,Eagles,Eagles,Eagles,Cardinals,3,2,0,0
2423,2017,5,400951651,Cardinals,Eagles,Cardinals,Eagles,Cardinals,-1,1,0,0
2424,2017,5,400951650,Chargers,Giants,Giants,Chargers,Giants,-5,-4,0,0
2425,2017,5,400951650,Chargers,Giants,Chargers,Chargers,Giants,1,-3,0,0
2426,2017,5,400951646,Titans,Dolphins,Titans,Dolphins,Titans,-2,-1,0,0
2427,2017,5,400951646,Titans,Dolphins,Dolphins,Dolphins,Titans,1,-2,0,0
2428,2017,5,400951562,49ers,Colts,Colts,Colts,49ers,1,-1,0,0
2429,2017,5,400951562,49ers,Colts,49ers,Colts,49ers,-5,-4,0,0
2430,2017,5,400951558,Panthers,Lions,Panthers,Panthers,Lions,2,1,0,0
2431,2017,5,400951558,Panthers,Lions,Lions,Panthers,Lions,-1,1,0,0
2432,2017,5,400951556,Jets,Browns,Jets,Jets,Browns,3,2,0,0
2433,2017,5,400951556,Jets,Browns,Browns,Jets,Browns,-5,-4,0,0
2434,2017,5,400951554,Bills,Bengals,Bills,Bengals,Bills,-1,2,0,0
2435,2017,5,400951554,Bills,Bengals,Bengals,Bengals,Bills,2,1,0,0
2436,2017,5,400951552,Patriots,Buccaneers,Patriots,Patriots,Buccaneers,1,-1,0,0
2437,2017,5,400951552,Patriots,Buccaneers,Buccaneers,Patriots,Buccaneers,-1,1,0,0
2438,2017,4,400951752,Redskins,Chiefs,Redskins,Chiefs,Redskins,-1,2,0,0
2439,2017,4,400951752,Redskins,Chiefs,Chiefs,Chiefs,Redskins,4,3,0,0
2440,2017,4,400951747,Colts,Seahawks,Seahawks,Seahawks,Colts,1,-1,0,0
2441,2017,4,400951747,Colts,Seahawks,Colts,Seahawks,Colts,-1,1,0,0
2442,2017,4,400951744,Raiders,Broncos,Raiders,Broncos,Raiders,-2,-1,0,0
2443,2017,4,400951744,Raiders,Broncos,Broncos,Broncos,Raiders,1,-1,0,0
2444,2017,4,400951742,Giants,Buccaneers,Giants,Buccaneers,Giants,-4,-3,0,0
2445,2017,4,400951742,Giants,Buccaneers,Buccaneers,Buccaneers,Giants,1,-1,0,0
2446,2017,4,400951738,Eagles,Chargers,Eagles,Eagles,Chargers,2,1,0,0
2447,2017,4,400951738,Eagles,Chargers,Chargers,Eagles,Chargers,-3,-2,0,0
2448,2017,4,400951735,49ers,Cardinals,Cardinals,Cardinals,49ers,1,-1,0,0
2449,2017,4,400951735,49ers,Cardinals,49ers,Cardinals,49ers,-4,-3,0,0
2450,2017,4,400951730,Jaguars,Jets,Jets,Jets,Jaguars,2,1,0,0
2451,2017,4,400951730,Jaguars,Jets,Jaguars,Jets,Jaguars,-1,1,0,0
2452,2017,4,400951727,Panthers,Patriots,Patriots,Panthers,Patriots,-1,2,0,0
2453,2017,4,400951727,Panthers,Patriots,Panthers,Panthers,Patriots,1,-1,0,0
2454,2017,4,400951724,Lions,Vikings,Vikings,Lions,Vikings,-1,1,0,0
2455,2017,4,400951724,Lions,Vikings,Lions,Lions,Vikings,1,-1,0,0
2456,2017,4,400951720,Titans,Texans,Titans,Texans,Titans,-1,2,0,0
2457,2017,4,400951720,Titans,Texans,Texans,Texans,Titans,1,-1,0,0
2458,2017,4,400951716,Rams,Cowboys,Rams,Rams,Cowboys,2,1,0,0
2459,2017,4,400951716,Rams,Cowboys,Cowboys,Rams,Cowboys,-1,1,0,0
2460,2017,4,400951712,Bengals,Browns,Browns,Bengals,Browns,-4,-3,0,0
2461,2017,4,400951712,Bengals,Browns,Bengals,Bengals,Browns,1,-3,0,0
2462,2017,4,400951708,Steelers,Ravens,Steelers,Steelers,Ravens,1,-1,0,0
2463,2017,4,400951708,Steelers,Ravens,Ravens,Steelers,Ravens,-2,-1,0,0
2464,2017,4,400951685,Bills,Falcons,Falcons,Bills,Falcons,-1,3,0,0
2465,2017,4,400951685,Bills,Falcons,Bills,Bills,Falcons,2,1,0,0
2466,2017,4,400951678,Bears,Packers,Packers,Packers,Bears,2,1,0,0
2467,2017,4,400951678,Bears,Packers,Bears,Packers,Bears,-1,1,0,0
2468,2017,4,400950241,Saints,Dolphins,Saints,Saints,Dolphins,2,1,0,0
2469,2017,4,400950241,Saints,Dolphins,Dolphins,Saints,Dolphins,-2,-1,0,0
2470,2017,3,400951668,Cowboys,Cardinals,Cowboys,Cowboys,Cardinals,1,-1,0,0
2471,2017,3,400951668,Cowboys,Cardinals,Cardinals,Cowboys,Cardinals,-1,1,0,0
2472,2017,3,400951644,Raiders,Redskins,Redskins,Redskins,Raiders,2,1,0,0
2473,2017,3,400951644,Raiders,Redskins,Raiders,Redskins,Raiders,-1,2,0,0
2474,2017,3,400951634,Chiefs,Chargers,Chiefs,Chiefs,Chargers,3,2,0,0
2475,2017,3,400951634,Chiefs,Chargers,Chargers,Chiefs,Chargers,-2,-1,0,0
2476,2017,3,400951627,Bengals,Packers,Packers,Packers,Bengals,1,-1,0,0
2477,2017,3,400951627,Bengals,Packers,Bengals,Packers,Bengals,-3,-2,0,0
2478,2017,3,400951623,Seahawks,Titans,Titans,Titans,Seahawks,2,1,0,0
2479,2017,3,400951623,Seahawks,Titans,Seahawks,Titans,Seahawks,-1,1,0,0
2480,2017,3,400951616,Giants,Eagles,Giants,Eagles,Giants,-3,-2,0,0
2481,2017,3,400951616,Giants,Eagles,Eagles,Eagles,Giants,1,-1,0,0
2482,2017,3,400951611,Dolphins,Jets,Jets,Jets,Dolphins,1,-2,0,0
2483,2017,3,400951611,Dolphins,Jets,Dolphins,Jets,Dolphins,-1,1,0,0
2484,2017,3,400951607,Texans,Patriots,Texans,Patriots,Texans,-1,1,0,0
2485,2017,3,400951607,Texans,Patriots,Patriots,Patriots,Texans,2,1,0,0
2486,2017,3,400951604,Buccaneers,Vikings,Vikings,Vikings,Buccaneers,1,-1,0,0
2487,2017,3,400951604,Buccaneers,Vikings,Buccaneers,Vikings,Buccaneers,-1,1,0,0
2488,2017,3,400951599,Browns,Colts,Colts,Colts,Browns,1,-2,0,0
2489,2017,3,400951599,Browns,Colts,Browns,Colts,Browns,-3,-2,0,0
2490,2017,3,400951594,Falcons,Lions,Lions,Falcons,Lions,-1,2,0,0
2491,2017,3,400951594,Falcons,Lions,Falcons,Falcons,Lions,3,2,0,0
2492,2017,3,400951590,Steelers,Bears,Steelers,Bears,Steelers,-1,2,0,0
2493,2017,3,400951590,Steelers,Bears,Bears,Bears,Steelers,1,-2,0,0
2494,2017,3,400951587,Saints,Panthers,Saints,Saints,Panthers,1,-1,0,0
2495,2017,3,400951587,Saints,Panthers,Panthers,Saints,Panthers,-1,2,0,0
2496,2017,3,400951583,Broncos,Bills,Broncos,Bills,Broncos,-1,1,0,0
2497,2017,3,400951583,Broncos,Bills,Bills,Bills,Broncos,1,-1,0,0
2498,2017,3,400951579,Ravens,Jaguars,Ravens,Jaguars,Ravens,-1,2,0,0
2499,2017,3,400951579,Ravens,Jaguars,Jaguars,Jaguars,Ravens,1,-1,0,0
2500,2017,3,400951568,Rams,49ers,Rams,Rams,49ers,1,-1,0,0
2501,2017,3,400951568,Rams,49ers,49ers,Rams,49ers,-3,-2,0,0
2502,2017,2,400951681,Lions,Giants,Lions,Lions,Giants,2,1,0,0
2503,2017,2,400951681,Lions,Giants,Giants,Lions,Giants,-2,-1,0,0
2504,2017,2,400951679,Packers,Falcons,Packers,Falcons,Packers,-1,1,0,0
2505,2017,2,400951679,Packers,Falcons,Falcons,Falcons,Packers,2,1,0,0
2506,2017,2,400951676,49ers,Seahawks,Seahawks,Seahawks,49ers,1,-1,0,0
2507,2017,2,400951676,49ers,Seahawks,49ers,Seahawks,49ers,-2,-1,0,0
2508,2017,2,400951674,Redskins,Rams,Redskins,Redskins,Rams,1,-1,0,0
2509,2017,2,400951674,Redskins,Rams,Rams,Redskins,Rams,-1,1,0,0
2510,2017,2,400951673,Cowboys,Broncos,Cowboys,Broncos,Cowboys,-1,1,0,0
2511,2017,2,400951673,Cowboys,Broncos,Broncos,Broncos,Cowboys,1,1,0,0
2512,2017,2,400951669,Jets,Raiders,Raiders,Raiders,Jets,2,1,0,0
2513,2017,2,400951669,Jets,Raiders,Jets,Raiders,Jets,-2,-1,0,0
2514,2017,2,400951666,Dolphins,Chargers,Dolphins,Dolphins,Chargers,1,1,0,0
2515,2017,2,400951666,Dolphins,Chargers,Chargers,Dolphins,Chargers,-1,2,0,0
2516,2017,2,400951645,Bears,Buccaneers,Buccaneers,Buccaneers,Bears,1,-16,0,0
2517,2017,2,400951645,Bears,Buccaneers,Bears,Buccaneers,Bears,-2,-1,0,0
2518,2017,2,400951643,Vikings,Steelers,Vikings,Steelers,Vikings,-1,1,0,0
2519,2017,2,400951643,Vikings,Steelers,Steelers,Steelers,Vikings,2,1,0,0
2520,2017,2,400951639,Patriots,Saints,Saints,Patriots,Saints,-1,-1,0,0
2521,2017,2,400951639,Patriots,Saints,Patriots,Patriots,Saints,1,-1,0,0
2522,2017,2,400951636,Eagles,Chiefs,Eagles,Chiefs,Eagles,-1,1,0,0
2523,2017,2,400951636,Eagles,Chiefs,Chiefs,Chiefs,Eagles,2,1,0,0
2524,2017,2,400951635,Titans,Jaguars,Titans,Titans,Jaguars,1,-1,0,0
2525,2017,2,400951635,Titans,Jaguars,Jaguars,Titans,Jaguars,-1,1,0,0
2526,2017,2,400951632,Cardinals,Colts,Colts,Cardinals,Colts,-2,-1,0,0
2527,2017,2,400951632,Cardinals,Colts,Cardinals,Cardinals,Colts,1,-1,0,0
2528,2017,2,400951630,Bills,Panthers,Panthers,Panthers,Bills,2,1,0,0
2529,2017,2,400951630,Bills,Panthers,Bills,Panthers,Bills,-1,1,0,0
2530,2017,2,400951626,Browns,Ravens,Ravens,Ravens,Browns,2,1,0,0
2531,2017,2,400951626,Browns,Ravens,Browns,Ravens,Browns,-2,-1,0,0
2532,2017,2,400951620,Texans,Bengals,Texans,Texans,Bengals,1,-1,0,0
2533,2017,2,400951620,Texans,Bengals,Bengals,Texans,Bengals,-2,-1,0,0
2534,2017,1,400951608,Giants,Cowboys,Giants,Cowboys,Giants,-1,0,0,0
2535,2017,1,400951608,Giants,Cowboys,Cowboys,Cowboys,Giants,1,0,0,0
2536,2017,1,400951605,Panthers,49ers,Panthers,Panthers,49ers,1,0,0,0
2537,2017,1,400951605,Panthers,49ers,49ers,Panthers,49ers,-1,0,0,0
2538,2017,1,400951601,Seahawks,Packers,Seahawks,Packers,Seahawks,-1,0,0,0
2539,2017,1,400951601,Seahawks,Packers,Packers,Packers,Seahawks,1,0,0,0
2540,2017,1,400951597,Colts,Rams,Rams,Rams,Colts,1,0,0,0
2541,2017,1,400951597,Colts,Rams,Colts,Rams,Colts,-1,0,0,0
2542,2017,1,400951592,Eagles,Redskins,Redskins,Eagles,Redskins,-1,0,0,0
2543,2017,1,400951592,Eagles,Redskins,Eagles,Eagles,Redskins,1,0,0,0
2544,2017,1,400951584,Raiders,Titans,Titans,Raiders,Titans,-1,0,0,0
2545,2017,1,400951584,Raiders,Titans,Raiders,Raiders,Titans,1,0,0,0
2546,2017,1,400951580,Jaguars,Texans,Texans,Jaguars,Texans,-1,0,0,0
2547,2017,1,400951580,Jaguars,Texans,Jaguars,Jaguars,Texans,1,0,0,0
2548,2017,1,400951576,Cardinals,Lions,Lions,Lions,Cardinals,1,0,0,0
2549,2017,1,400951576,Cardinals,Lions,Cardinals,Lions,Cardinals,-1,0,0,0
2550,2017,1,400951574,Steelers,Browns,Steelers,Steelers,Browns,1,0,0,0
2551,2017,1,400951574,Steelers,Browns,Browns,Steelers,Browns,-1,0,0,0
2552,2017,1,400951572,Ravens,Bengals,Ravens,Ravens,Bengals,1,0,0,0
2553,2017,1,400951572,Ravens,Bengals,Bengals,Ravens,Bengals,-1,0,0,0
2554,2017,1,400951570,Falcons,Bears,Falcons,Falcons,Bears,1,0,0,0
2555,2017,1,400951570,Falcons,Bears,Bears,Falcons,Bears,-1,0,0,0
2556,2017,1,400951567,Jets,Bills,Jets,Bills,Jets,-1,0,0,0
2557,2017,1,400951567,Jets,Bills,Bills,Bills,Jets,1,0,0,0
2558,2017,1,400951566,Chiefs,Patriots,Patriots,Chiefs,Patriots,-1,0,0,0
2559,2017,1,400951566,Chiefs,Patriots,Chiefs,Chiefs,Patriots,1,0,0,0
