,season_away,week_away,awayteam_away,hometeam_away,awayscore_away,homescore_away,idgame,score_abs_away,winner_home_away,winner_away_away,winner_team_away,concat_away,home_coach_away,away_coach_away,location_away,weather_type_away,temperature_away,humidity_away,wind_away,team_away,streak_away,game_date_away,delta_match_away,pass_completion_MA_5_away,pass_yds_MA_5_away,pass_avg_MA_5_away,pass_td_MA_5_away,pass_int_MA_5_away,sacks_MA_5_away,qbr_MA_5_away,rtg_MA_5_away,rush_car_MA_5_away,rush_yds_MA_5_away,rush_avg_MA_5_away,rush_td_MA_5_away,rush_long_MA_5_away,receptions_MA_5_away,rec_yds_MA_5_away,rec_avg_MA_5_away,rec_td_MA_5_away,rec_long_MA_5_away,rec_tgs_MA_5_away,fumbles_MA_5_away,fumbles_lost_MA_5_away,fumbles_rec_MA_5_away,defense_tot_MA_5_away,defense_solo_MA_5_away,defense_sacks_MA_5_away,defense_tfl_MA_5_away,defense_pd_MA_5_away,defense_qb_hits_MA_5_away,defense_td_MA_5_away,interceptions_MA_5_away,interceptions_yds_MA_5_away,interceptions_td_MA_5_away,kicks_return_no_MA_5_away,kicks_return_yds_MA_5_away,kicks_return_avg_MA_5_away,kicks_return_long_MA_5_away,kicks_return_td_MA_5_away,punt_return_no_MA_5_away,punt_return_yds_MA_5_away,punt_return_avg_MA_5_away,punt_return_long_MA_5_away,punt_return_td_MA_5_away,kicking_pct_MA_5_away,kicking_long_MA_5_away,kicking_pts_MA_5_away,punting_no_MA_5_away,punting_yds_MA_5_away,punting_avg_MA_5_away,punting_tb_MA_5_away,punting_in_20_MA_5_away,punting_long_MA_5_away,season_home,week_home,awayteam_home,hometeam_home,awayscore_home,homescore_home,score_abs_home,winner_home_home,winner_away_home,winner_team_home,concat_home,home_coach_home,away_coach_home,location_home,weather_type_home,temperature_home,humidity_home,wind_home,team_home,streak_home,game_date_home,delta_match_home,pass_completion_MA_5_home,pass_yds_MA_5_home,pass_avg_MA_5_home,pass_td_MA_5_home,pass_int_MA_5_home,sacks_MA_5_home,qbr_MA_5_home,rtg_MA_5_home,rush_car_MA_5_home,rush_yds_MA_5_home,rush_avg_MA_5_home,rush_td_MA_5_home,rush_long_MA_5_home,receptions_MA_5_home,rec_yds_MA_5_home,rec_avg_MA_5_home,rec_td_MA_5_home,rec_long_MA_5_home,rec_tgs_MA_5_home,fumbles_MA_5_home,fumbles_lost_MA_5_home,fumbles_rec_MA_5_home,defense_tot_MA_5_home,defense_solo_MA_5_home,defense_sacks_MA_5_home,defense_tfl_MA_5_home,defense_pd_MA_5_home,defense_qb_hits_MA_5_home,defense_td_MA_5_home,interceptions_MA_5_home,interceptions_yds_MA_5_home,interceptions_td_MA_5_home,kicks_return_no_MA_5_home,kicks_return_yds_MA_5_home,kicks_return_avg_MA_5_home,kicks_return_long_MA_5_home,kicks_return_td_MA_5_home,punt_return_no_MA_5_home,punt_return_yds_MA_5_home,punt_return_avg_MA_5_home,punt_return_long_MA_5_home,punt_return_td_MA_5_home,kicking_pct_MA_5_home,kicking_long_MA_5_home,kicking_pts_MA_5_home,punting_no_MA_5_home,punting_yds_MA_5_home,punting_avg_MA_5_home,punting_tb_MA_5_home,punting_in_20_MA_5_home,punting_long_MA_5_home,delta_day_away,delta_day_home,Unnamed: 0,date,stade,location,attendance,capacity,people,line,over_under,attendance_info,month,dayofmonth,dayofweek,hour,minute
278,2018,8,Patriots,Bills,25,6,401030789,-19,0,1,Patriots,2018_08_Bills_Patriots,Sean McDermott,Bill Belichick,Home,cloudy,46.0,58.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,Patriots,Bills,25,6,-19,0,1,Patriots,2018_08_Bills_Patriots,Sean McDermott,Bill Belichick,Home,cloudy,46.0,58.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,520,2018-10-30 00:15:00+00:00,Highmark Stadium,"Orchard Park, NY",70109.0,71621,98.0,,,1,10,30,1,0,15
279,2018,9,Raiders,49ers,3,34,401030767,31,1,0,49ers,2018_09_49ers_Raiders,Kyle Shanahan,Jon Gruden,Home,,82.0,28.0,8.0,Raiders,-2.0,2018-11-02 00:20:00+00:00,4 days 04:15:00,0.7029928358626913,287.2,7.540000000000001,1.8,1.0,0.1478787878787879,0.1478787878787879,97.96,22.4,94.2,14.52,0.4,38.6,26.0,287.2,78.83999999999999,1.8,132.8,36.6,1.2,0.8,0.4,61.6,46.8,1.0,3.4,4.6,3.0,0.2,0.6,10.4,0.2,1.0,22.2,13.9,14.2,0.0,2.0,22.0,6.32,12.2,0.0,52.0,32.6,6.4,3.6,149.6,40.36,0.2,0.4,49.4,2018,9,Raiders,49ers,3,34,31,1,0,49ers,2018_09_49ers_Raiders,Kyle Shanahan,Jon Gruden,Home,,82.0,28.0,8.0,49ers,-5.0,2018-11-02 00:20:00+00:00,4 days 03:55:00,0.60049179614397,250.4,7.68,1.6,1.4,0.1137868480725623,0.1137868480725623,83.32000000000001,28.0,122.2,21.020000000000003,0.4,49.0,20.4,250.4,78.2,1.6,133.8,33.4,2.6,1.4,0.2,56.6,43.6,1.8,5.7,2.0,4.8,0.2,0.4,11.0,0.2,2.8,72.6,37.56,40.8,0.0,2.2,9.2,4.54,5.8,0.0,80.0,31.4,6.4,4.6,196.6,42.8,0.2,1.4,50.8,4 ,4 ,523,2018-11-02 00:20:00+00:00,Levi's Stadium,"Santa Clara, CA",69592.0,68500,100.0,,,1,11,2,4,0,20
280,2018,10,Falcons,Browns,16,28,401030754,12,1,0,Browns,2018_10_Browns_Falcons,Gregg Williams,Dan Quinn,Home,sunny,36.0,56.0,9.0,Falcons,3.0,2018-11-11 18:00:00+00:00,7 days 00:00:00,0.8754531732708883,361.6,9.739999999999998,2.4,0.2,0.1472631640351559,0.1472631640351559,134.11999999999998,21.8,89.0,14.9,1.0,36.8,29.6,361.6,93.08,2.4,167.2,39.4,0.8,0.4,0.0,61.6,43.2,2.4,4.4,4.8,5.4,0.0,1.0,3.8,0.0,1.6,36.0,18.94,23.4,0.0,1.0,4.2,2.5,4.2,0.0,100.0,48.4,9.2,2.6,114.8,44.16,0.0,1.2,48.2,2018,10,Falcons,Browns,16,28,12,1,0,Browns,2018_10_Browns_Falcons,Gregg Williams,Dan Quinn,Home,sunny,36.0,56.0,9.0,Browns,-3.0,2018-11-11 18:00:00+00:00,7 days 00:00:00,0.8075428216450046,256.6,8.52,1.6,1.0,0.1441764447075645,0.1441764447075645,105.4,23.6,102.0,16.96,0.4,41.8,24.4,256.6,82.34,1.6,124.2,38.8,0.8,0.2,0.8,63.0,48.6,2.0,5.2,5.8,6.2,0.0,1.2,3.0,0.0,2.2,48.0,34.239999999999995,35.2,0.0,2.4,29.4,11.5,18.2,0.0,66.67999999999999,33.2,4.8,6.0,286.6,45.64,0.6,2.4,58.0,7 ,7 ,655,2018-11-11 18:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",62144.0,67431,92.0,,,1,11,11,6,18,0
281,2018,10,Saints,Bengals,51,14,401030752,-37,0,1,Saints,2018_10_Bengals_Saints,Marvin Lewis,Sean Payton,Home,sunny,39.0,51.0,6.0,Saints,6.0,2018-11-11 18:00:00+00:00,6 days 20:35:00,1.0338876395135763,262.4,18.04,2.0,0.2,0.0821428571428571,0.0821428571428571,150.1,33.2,129.8,13.580000000000002,2.0,43.0,22.2,262.4,75.0,2.0,138.6,29.8,1.2,0.6,0.8,58.8,43.6,2.2,4.8,4.8,5.0,0.2,0.6,24.8,0.2,1.8,35.0,20.8,22.8,0.0,1.2,8.4,6.4,7.0,0.0,100.0,46.2,9.8,1.6,67.2,33.6,0.0,0.6,39.6,2018,10,Saints,Bengals,51,14,-37,0,1,Saints,2018_10_Bengals_Saints,Marvin Lewis,Sean Payton,Home,sunny,39.0,51.0,6.0,Bengals,-2.0,2018-11-11 18:00:00+00:00,14 days 01:00:00,0.8255839594037784,256.2,9.02,1.8,0.6,0.1350115175205918,0.1350115175205918,113.9,21.6,93.4,10.88,1.0,34.4,23.0,256.2,66.78,1.8,103.8,35.2,0.4,0.0,0.2,64.8,43.2,2.8,4.6,6.2,6.6,0.6,1.4,23.6,0.4,2.0,60.0,23.78,29.4,0.0,1.2,13.4,8.6,9.8,0.0,73.34,32.8,6.0,4.4,199.0,42.94,0.2,2.4,51.6,6 ,14 ,646,2018-11-11 18:00:00+00:00,Paycor Stadium,"Cincinnati, OH",52492.0,65515,80.0,,,1,11,11,6,18,0
282,2018,10,Lions,Bears,22,34,401030810,12,1,0,Bears,2018_10_Bears_Lions,Matt Nagy,Matt Patricia,Home,cloudy,37.0,52.0,12.0,Lions,-1.0,2018-11-11 18:00:00+00:00,7 days 00:00:00,0.7052175602175602,243.2,8.08,1.6,0.2,0.1815934065934065,0.1815934065934065,110.28,24.0,107.6,24.44,0.8,55.2,21.6,243.2,79.96000000000001,1.6,123.2,30.0,1.0,0.6,0.8,59.2,43.4,2.8,4.6,2.6,4.4,0.0,0.2,4.2,0.0,1.6,37.6,23.04,25.4,0.0,0.8,4.6,2.3,2.8,0.0,70.0,31.8,7.6,3.8,172.6,47.82,0.4,1.6,54.4,2018,10,Lions,Bears,22,34,12,1,0,Bears,2018_10_Bears_Lions,Matt Nagy,Matt Patricia,Home,cloudy,37.0,52.0,12.0,Bears,1.0,2018-11-11 18:00:00+00:00,7 days 00:00:00,0.6224341576110207,271.6,8.98,2.8,0.8,0.2015628815628815,0.2015628815628815,105.12,29.2,136.0,25.26,1.2,60.0,19.0,271.6,90.28,2.8,136.2,30.6,1.0,0.4,0.8,62.8,47.8,2.0,5.5,5.6,5.0,0.4,1.8,18.6,0.2,1.4,31.0,17.2,18.8,0.0,2.4,24.0,10.34,17.8,0.0,70.0,34.6,8.0,3.6,154.6,43.16,0.4,1.6,52.4,7 ,7 ,647,2018-11-11 18:00:00+00:00,Soldier Field,"Chicago, IL",61393.0,61500,100.0,,,1,11,11,6,18,0
283,2018,10,Panthers,Steelers,21,52,401030729,31,1,0,Steelers,2018_10_Steelers_Panthers,Mike Tomlin,Ron Rivera,Home,,4.0,76.0,4.0,Panthers,2.0,2018-11-09 01:20:00+00:00,4 days 07:20:00,0.8800327144120248,252.0,10.22,2.0,0.6,0.115438596491228,0.115438596491228,127.8,26.2,130.6,42.34,1.4,68.2,22.8,252.0,73.82,2.0,121.2,32.0,1.2,0.4,0.6,61.4,42.4,2.4,6.8,6.0,6.4,0.0,1.2,10.4,0.0,1.2,24.0,15.2,16.8,0.0,1.4,8.6,6.5,7.8,0.0,60.0,29.8,7.4,3.6,166.4,46.56,0.4,1.6,54.4,2018,10,Panthers,Steelers,21,52,31,1,0,Steelers,2018_10_Steelers_Panthers,Mike Tomlin,Ron Rivera,Home,,4.0,76.0,4.0,Steelers,3.0,2018-11-09 01:20:00+00:00,4 days 07:20:00,0.837540804066052,288.4,11.44,1.8,0.6,0.0922222222222222,0.0922222222222222,117.76,23.8,108.6,8.32,1.4,27.8,26.2,288.4,76.08,1.8,138.0,39.8,1.2,0.4,0.4,61.2,43.2,3.0,7.1,2.8,6.6,0.2,0.2,0.0,0.0,2.0,41.0,24.84,28.4,0.0,1.8,17.6,7.0,10.0,0.0,80.0,26.8,6.2,4.0,169.4,48.78,0.0,1.8,58.2,4 ,4 ,645,2018-11-09 01:20:00+00:00,Acrisure Stadium,"Pittsburgh, PA",62881.0,68400,92.0,,,1,11,9,4,1,20
284,2018,8,49ers,Cardinals,15,18,401030772,3,1,0,Cardinals,2018_08_Cardinals_49ers,Steve Wilks,Kyle Shanahan,Home,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,49ers,Cardinals,15,18,3,1,0,Cardinals,2018_08_Cardinals_49ers,Steve Wilks,Kyle Shanahan,Home,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,522,2018-10-28 20:25:00+00:00,State Farm Stadium,"Glendale, AZ",61923.0,65000,95.0,,,1,10,28,6,20,25
285,2018,9,Rams,Saints,35,45,401030855,10,1,0,Saints,2018_09_Saints_Rams,Sean Payton,Sean McVay,Home,cloudy,77.0,62.0,16.0,Rams,7.0,2018-11-04 21:25:00+00:00,7 days 01:00:00,0.8598971861471861,299.2,12.02,2.2,0.6,0.1449430199430199,0.1449430199430199,140.0,31.8,161.2,28.08,1.4,57.2,20.2,299.2,83.14,2.2,140.0,29.8,0.8,0.0,0.8,58.2,39.2,3.6,7.0,4.6,7.2,0.0,0.6,3.6,0.0,3.2,64.6,34.260000000000005,39.0,0.0,1.6,16.4,9.7,15.8,0.0,85.0,38.4,9.6,3.4,133.4,37.82,0.0,1.6,46.2,2018,9,Rams,Saints,35,45,10,1,0,Saints,2018_09_Saints_Rams,Sean Payton,Sean McVay,Home,cloudy,77.0,62.0,16.0,Saints,5.0,2018-11-04 21:25:00+00:00,6 days 21:05:00,1.0541824240940756,272.4,17.740000000000002,1.8,0.2,0.1221428571428571,0.1221428571428571,146.84,31.8,130.2,18.92,2.0,50.0,25.0,272.4,80.42,1.8,138.0,32.4,1.2,0.4,0.8,58.8,45.2,2.8,6.1,4.2,5.2,0.2,0.4,24.4,0.2,2.0,38.0,20.16,22.4,0.0,1.8,11.6,7.459999999999999,9.0,0.0,100.0,45.2,10.6,2.0,94.2,37.0,0.2,0.6,43.2,7 ,6 ,542,2018-11-04 21:25:00+00:00,Caesars Superdome,"New Orleans, LA",73086.0,73000,100.0,,,1,11,4,6,21,25
286,2018,8,Packers,Rams,27,29,401030780,2,1,0,Rams,2018_08_Rams_Packers,Sean McVay,Mike McCarthy,Home,cloudy,82.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,Packers,Rams,27,29,2,1,0,Rams,2018_08_Rams_Packers,Sean McVay,Mike McCarthy,Home,cloudy,82.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,518,2018-10-28 20:25:00+00:00,Los Angeles Memorial Coliseum,"Los Angeles, CA",75822.0,77500,98.0,,,1,10,28,6,20,25
287,2018,10,Washington,Buccaneers,16,3,401030828,-13,0,1,Redskins,2018_10_Buccaneers_Washington,Dirk Koetter,Jay Gruden,Home,,82.0,59.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,10,Washington,Buccaneers,16,3,-13,0,1,Redskins,2018_10_Buccaneers_Washington,Dirk Koetter,Jay Gruden,Home,,82.0,59.0,3.0,Buccaneers,-1.0,2018-11-11 18:00:00+00:00,7 days 00:00:00,0.8989421960153668,348.8,11.56,2.4,2.6,0.2572573561703996,0.2572573561703996,127.58,23.6,100.6,22.48,0.8,46.8,28.0,348.8,100.78,2.4,159.6,44.2,1.8,0.4,0.2,58.6,45.2,2.2,6.3,2.4,4.2,0.0,0.0,0.0,0.0,1.0,17.2,14.1,14.4,0.0,2.0,12.0,7.5,9.2,0.0,73.34,32.4,5.8,3.8,172.4,45.2,0.2,1.0,52.6,nan,7 ,661,2018-11-11 18:00:00+00:00,Raymond James Stadium,"Tampa, FL",52667.0,65828,80.0,,,1,11,11,6,18,0
288,2018,9,Texans,Broncos,19,17,401030829,-2,0,1,Texans,2018_09_Broncos_Texans,Vance Joseph,Bill O'Brien,Home,cloudy,53.0,34.0,3.0,Texans,4.0,2018-11-04 21:05:00+00:00,9 days 20:45:00,0.6680952380952381,261.0,8.459999999999999,2.0,0.8,0.315,0.315,108.0,32.4,122.0,12.18,0.6,43.4,21.0,261.0,62.73999999999999,2.0,111.0,30.6,1.4,0.4,1.0,62.2,47.6,2.8,6.6,6.4,7.4,0.4,1.2,17.0,0.2,0.8,13.8,6.34,7.2,0.0,2.0,13.8,7.959999999999999,10.0,0.0,71.0,31.4,9.6,4.8,211.6,44.74,0.6,2.4,55.8,2018,9,Texans,Broncos,19,17,-2,0,1,Texans,2018_09_Broncos_Texans,Vance Joseph,Bill O'Brien,Home,cloudy,53.0,34.0,3.0,Broncos,1.0,2018-11-04 21:05:00+00:00,7 days 04:05:00,0.8551062997260989,279.0,13.22,1.6,1.0,0.1437113237639553,0.1437113237639553,120.38000000000002,23.4,126.2,21.62,1.0,48.4,23.8,279.0,92.44,1.6,156.8,35.0,1.2,0.2,0.6,61.4,41.8,3.0,5.2,6.4,7.6,0.4,1.2,15.6,0.4,2.0,44.4,26.6,27.2,0.0,1.4,7.8,3.44,5.8,0.0,90.0,36.2,7.4,5.0,211.4,42.34,0.0,1.8,52.6,9 ,7 ,534,2018-11-04 21:05:00+00:00,Empower Field at Mile High,"Denver, CO",76270.0,76125,100.0,,,1,11,4,6,21,5
289,2018,10,Cowboys,Eagles,27,20,401030869,-7,0,1,Cowboys,2018_10_Eagles_Cowboys,Doug Pederson,Jason Garrett,Home,,38.0,62.0,5.0,Cowboys,-2.0,2018-11-12 01:20:00+00:00,6 days 00:05:00,0.6371879395683623,232.4,7.8,1.6,0.6,0.1984550473680908,0.1984550473680908,105.58,29.4,126.4,14.54,0.6,40.8,19.0,232.4,97.18,1.6,137.8,29.4,1.6,0.6,0.8,62.2,40.2,2.4,6.7,2.8,6.2,0.0,0.4,12.8,0.0,0.6,13.2,13.2,13.2,0.0,1.6,9.8,6.14,8.6,0.0,70.0,38.6,9.4,3.6,152.6,42.06,0.4,0.8,49.2,2018,10,Cowboys,Eagles,27,20,-7,0,1,Cowboys,2018_10_Eagles_Cowboys,Doug Pederson,Jason Garrett,Home,,38.0,62.0,5.0,Eagles,-1.0,2018-11-12 01:20:00+00:00,14 days 11:50:00,0.7157494637494638,306.6,8.3,2.4,0.2,0.1383449883449883,0.1383449883449883,115.22,24.4,99.4,17.34,0.2,37.4,26.8,306.6,98.04,2.4,153.0,37.0,2.4,1.0,0.4,58.0,44.4,2.8,5.1,5.4,9.2,0.0,0.4,9.4,0.0,2.2,44.2,18.16,20.4,0.0,2.0,20.6,7.479999999999999,15.6,0.0,83.34,35.4,7.8,4.2,205.0,48.56,0.6,1.4,58.2,6 ,14 ,672,2018-11-12 01:20:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69696.0,69879,100.0,,,1,11,12,0,1,20
290,2018,8,Broncos,Chiefs,23,30,401030707,7,1,0,Chiefs,2018_08_Chiefs_Broncos,Andy Reid,Vance Joseph,Home,sunny,56.0,45.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,Broncos,Chiefs,23,30,7,1,0,Chiefs,2018_08_Chiefs_Broncos,Andy Reid,Vance Joseph,Home,sunny,56.0,45.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,521,2018-10-28 17:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",77103.0,72936,100.0,,,1,10,28,6,17,0
291,2018,8,Washington,Giants,20,13,401030735,-7,0,1,Redskins,2018_08_Giants_Washington,Pat Shurmur,Jay Gruden,Home,cloudy,51.0,73.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,Washington,Giants,20,13,-7,0,1,Redskins,2018_08_Giants_Washington,Pat Shurmur,Jay Gruden,Home,cloudy,51.0,73.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,517,2018-10-28 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",77537.0,82500,94.0,,,1,10,28,6,17,0
292,2018,6,Bears,Dolphins,28,31,401030771,3,1,0,Dolphins,2018_06_Dolphins_Bears,Adam Gase,Matt Nagy,Home,cloudy,89.0,67.0,8.0,Bears,3.0,2018-10-14 17:00:00+00:00,14 days 00:00:00,0.6728952093657976,224.6,7.120000000000002,1.6,0.6,0.1483150183150182,0.1483150183150182,99.38,26.2,103.2,19.12,0.4,41.0,22.2,224.6,73.8,1.6,110.6,32.8,0.6,0.4,0.6,57.2,43.8,4.0,6.3,4.2,7.2,0.4,1.6,21.6,0.4,1.2,25.4,16.46,17.4,0.0,2.6,42.6,25.14,35.4,0.2,95.0,41.2,8.6,4.2,204.8,48.82000000000001,0.2,1.0,56.8,2018,6,Bears,Dolphins,28,31,3,1,0,Dolphins,2018_06_Dolphins_Bears,Adam Gase,Matt Nagy,Home,cloudy,89.0,67.0,8.0,Dolphins,-2.0,2018-10-14 17:00:00+00:00,7 days 00:00:00,1.0227950310559009,211.8,19.48,2.0,1.0,0.1231661581489956,0.1231661581489956,153.46,22.8,96.0,17.1,0.2,41.6,18.0,211.8,84.28,2.0,137.4,26.6,1.0,0.8,0.2,72.8,42.2,1.6,6.2,5.0,4.6,0.0,2.0,36.0,0.0,2.4,78.8,38.7,48.2,0.2,2.0,31.4,13.66,23.4,0.2,40.0,14.4,4.2,5.6,258.8,46.74,0.6,2.4,60.2,14 ,7 ,353,2018-10-14 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65791.0,64767,100.0,,,1,10,14,6,17,0
293,2018,10,Dolphins,Packers,12,31,401030756,19,1,0,Packers,2018_10_Packers_Dolphins,Mike McCarthy,Adam Gase,Home,cloudy,33.0,66.0,6.0,Dolphins,1.0,2018-11-11 21:25:00+00:00,7 days 03:25:00,0.8220074389429228,242.4,12.38,1.4,1.0,0.1203571428571428,0.1203571428571428,113.82,24.8,115.2,13.779999999999998,0.4,40.2,21.4,242.4,78.24000000000001,1.4,125.6,31.6,0.4,0.4,0.4,60.2,41.4,1.8,4.8,3.6,3.4,0.2,1.2,12.8,0.2,2.0,53.4,21.02,23.2,0.0,1.8,34.0,14.82,26.0,0.2,80.0,36.2,7.4,5.2,228.6,43.9,0.2,3.6,54.8,2018,10,Dolphins,Packers,12,31,19,1,0,Packers,2018_10_Packers_Dolphins,Mike McCarthy,Adam Gase,Home,cloudy,33.0,66.0,6.0,Packers,-1.0,2018-11-11 21:25:00+00:00,6 days 20:05:00,0.5734004822275803,342.0,8.14,1.8,0.2,0.1375093035619351,0.1375093035619351,95.48,23.4,115.6,18.1,0.8,49.4,24.2,342.0,111.5,1.8,170.0,40.6,1.8,1.2,0.6,59.8,44.6,3.8,5.4,4.4,6.2,0.0,0.6,5.4,0.0,1.8,36.2,15.84,18.6,0.0,1.8,8.2,5.0,6.0,0.0,84.0,45.2,8.4,3.6,150.0,33.279999999999994,0.6,0.8,40.0,7 ,6 ,668,2018-11-11 21:25:00+00:00,Lambeau Field,"Green Bay, WI",78076.0,81041,96.0,,,1,11,11,6,21,25
294,2018,9,Steelers,Ravens,23,16,401030819,-7,0,1,Steelers,2018_09_Ravens_Steelers,John Harbaugh,Mike Tomlin,Home,sunny,,55.0,,Steelers,2.0,2018-11-04 18:00:00+00:00,7 days 01:00:00,0.6762866047379446,300.6,7.76,2.0,0.8,0.1055555555555555,0.1055555555555555,100.18,22.8,101.6,8.58,1.2,29.4,26.4,300.6,76.22,2.0,148.4,38.0,1.4,0.4,0.6,62.4,45.4,3.2,7.3,4.2,8.0,0.4,0.8,9.0,0.2,2.0,39.0,22.84,26.4,0.0,1.4,17.4,9.06,11.4,0.0,70.0,28.6,6.4,4.2,185.0,44.3,0.2,2.0,55.0,2018,9,Steelers,Ravens,23,16,-7,0,1,Steelers,2018_09_Ravens_Steelers,John Harbaugh,Mike Tomlin,Home,sunny,,55.0,,Ravens,-1.0,2018-11-04 18:00:00+00:00,7 days 01:00:00,0.962809127809128,284.2,9.32,1.4,0.8,0.1985714285714285,0.1985714285714285,135.8,26.2,102.6,26.12,0.8,47.0,26.4,284.2,97.26,1.4,148.0,43.0,0.8,0.6,0.4,61.6,42.6,3.6,6.9,3.8,6.2,0.0,0.4,3.2,0.0,1.6,33.2,18.94,20.6,0.0,2.4,28.8,11.86,15.0,0.0,55.0,24.8,6.8,4.4,201.2,46.02,0.4,2.6,53.0,7 ,7 ,541,2018-11-04 18:00:00+00:00,M&T Bank Stadium,"Baltimore, MD",70997.0,70745,100.0,,,1,11,4,6,18,0
295,2018,9,Buccaneers,Panthers,28,42,401030811,14,1,0,Panthers,2018_09_Panthers_Buccaneers,Ron Rivera,Dirk Koetter,Home,sunny,62.0,47.0,8.0,Buccaneers,1.0,2018-11-04 18:00:00+00:00,7 days 01:00:00,0.8989421960153667,382.4,11.98,2.2,2.8,0.2638363035388206,0.2638363035388206,117.94,22.6,96.8,20.1,0.8,43.6,29.2,382.4,103.5,2.2,163.0,46.0,1.8,0.6,0.2,59.8,48.8,2.4,7.7,2.6,5.0,0.0,0.2,0.0,0.0,1.8,25.8,11.82,12.8,0.0,1.8,9.0,6.0,7.6,0.0,93.34,38.0,6.8,3.4,151.4,44.36,0.2,0.8,55.0,2018,9,Buccaneers,Panthers,28,42,14,1,0,Panthers,2018_09_Panthers_Buccaneers,Ron Rivera,Dirk Koetter,Home,sunny,62.0,47.0,8.0,Panthers,1.0,2018-11-04 18:00:00+00:00,7 days 01:00:00,0.8530327144120248,232.6,9.5,2.0,0.6,0.1610526315789473,0.1610526315789473,122.74,28.0,140.8,30.56,1.0,58.2,22.0,232.6,72.41999999999999,2.0,116.6,32.0,1.2,0.4,0.6,59.4,41.6,2.2,6.0,5.6,5.0,0.0,1.6,2.6,0.0,1.2,24.0,15.2,16.8,0.0,1.4,7.0,4.9,6.2,0.0,80.0,37.8,7.6,3.6,159.4,44.81999999999999,0.4,2.0,54.4,7 ,7 ,532,2018-11-04 18:00:00+00:00,Bank of America Stadium,"Charlotte, NC",73513.0,73778,100.0,,,1,11,4,6,18,0
296,2018,10,Chargers,Raiders,20,6,401030859,-14,0,1,Chargers,2018_10_Raiders_Chargers,Jon Gruden,Anthony Lynn,Home,cloudy,69.0,15.0,16.0,Chargers,5.0,2018-11-11 21:05:00+00:00,7 days 00:00:00,0.8473219373219372,267.6,11.6,2.2,0.4,0.1502136752136751,0.1502136752136751,137.54000000000002,26.4,131.6,18.54,1.0,48.6,18.2,267.6,105.46,2.2,152.4,27.2,0.6,0.0,0.2,68.0,44.4,3.0,5.6,5.4,6.8,0.2,1.4,37.8,0.2,1.6,33.0,21.2,25.2,0.0,3.4,36.8,11.72,27.0,0.0,68.34,34.0,6.8,4.2,176.8,41.88,0.0,2.2,51.4,2018,10,Chargers,Raiders,20,6,-14,0,1,Chargers,2018_10_Raiders_Chargers,Jon Gruden,Anthony Lynn,Home,cloudy,69.0,15.0,16.0,Raiders,-3.0,2018-11-11 21:05:00+00:00,9 days 20:45:00,0.7835789164487718,254.0,7.939999999999999,1.6,0.6,0.1902002164502164,0.1902002164502164,109.58,20.6,92.8,18.4,0.2,42.8,24.0,254.0,82.12,1.6,130.8,33.2,1.8,0.8,0.4,64.0,49.4,0.8,4.2,4.2,2.6,0.2,0.6,10.4,0.2,1.0,24.6,15.1,15.6,0.0,1.4,19.8,4.12,10.0,0.0,42.0,29.6,5.4,4.2,172.2,40.4,0.2,0.6,48.2,7 ,9 ,660,2018-11-11 21:05:00+00:00,Oakland Coliseum,"Oakland, CA",54750.0,55997,98.0,,,1,11,11,6,21,5
