,index,Unnamed: 0,idgame,team,pass_completion,pass_yds,pass_avg,pass_td,pass_int,sacks,qbr,rtg,rush_car,rush_yds,rush_avg,rush_td,rush_long,receptions,rec_yds,rec_avg,rec_td,rec_long,rec_tgs,fumbles,fumbles_lost,fumbles_rec,defense_tot,defense_solo,defense_sacks,defense_tfl,defense_pd,defense_qb_hits,defense_td,interceptions,interceptions_yds,interceptions_td,kicks_return_no,kicks_return_yds,kicks_return_avg,kicks_return_long,kicks_return_td,punt_return_no,punt_return_yds,punt_return_avg,punt_return_long,punt_return_td,kicking_pct,kicking_long,kicking_pts,punting_no,punting_yds,punting_avg,punting_tb,punting_in_20,punting_long,delta_match,pass_completion_MA_5,pass_yds_MA_5,pass_avg_MA_5,pass_td_MA_5,pass_int_MA_5,sacks_MA_5,qbr_MA_5,rtg_MA_5,rush_car_MA_5,rush_yds_MA_5,rush_avg_MA_5,rush_td_MA_5,rush_long_MA_5,receptions_MA_5,rec_yds_MA_5,rec_avg_MA_5,rec_td_MA_5,rec_long_MA_5,rec_tgs_MA_5,fumbles_MA_5,fumbles_lost_MA_5,fumbles_rec_MA_5,defense_tot_MA_5,defense_solo_MA_5,defense_sacks_MA_5,defense_tfl_MA_5,defense_pd_MA_5,defense_qb_hits_MA_5,defense_td_MA_5,interceptions_MA_5,interceptions_yds_MA_5,interceptions_td_MA_5,kicks_return_no_MA_5,kicks_return_yds_MA_5,kicks_return_avg_MA_5,kicks_return_long_MA_5,kicks_return_td_MA_5,punt_return_no_MA_5,punt_return_yds_MA_5,punt_return_avg_MA_5,punt_return_long_MA_5,punt_return_td_MA_5,kicking_pct_MA_5,kicking_long_MA_5,kicking_pts_MA_5,punting_no_MA_5,punting_yds_MA_5,punting_avg_MA_5,punting_tb_MA_5,punting_in_20_MA_5,punting_long_MA_5
966,2022-01-09 01:15:00+00:00,2530,401326595,Cowboys,1.7777777777777777,305.0,20.9,5.0,0.0,1.0,1.0,260.1,32.0,171.0,24.5,2.0,89.0,22.0,305.0,93.6,5.0,132.0,28.0,0.0,0.0,0.0,74.0,45.0,3.0,4.0,2.0,7.0,0.0,1.0,7.0,0.0,3.0,63.0,21.0,26.0,0.0,1.0,11.0,11.0,11.0,0.0,100.0,48.0,9.0,1.0,44.0,44.0,0.0,0.0,44.0,6 days 03:50:00,1.2229662861241808,278.0,20.18,3.0,0.4,0.5774025974025974,0.5774025974025974,184.56,28.4,114.2,15.66,0.8,44.8,25.4,278.0,81.04,3.0,126.2,36.6,2.0,0.4,2.4,59.4,39.6,3.0,3.6,5.6,7.0,0.6,1.4,15.4,0.2,2.4,46.0,22.46,26.2,0.0,1.4,10.4,8.9,10.8,0.0,60.0,25.6,8.2,3.8,176.2,46.2,0.2,1.6,54.4
1047,2022-01-09 21:25:00+00:00,2525,401326592,Dolphins,0.6818181818181818,109.0,5.0,1.0,0.0,0.1666666666666666,0.1666666666666666,94.7,43.0,195.0,15.9,1.0,57.0,15.0,109.0,47.1,1.0,60.0,21.0,0.0,0.0,2.0,62.0,41.0,2.0,4.0,5.0,3.0,2.0,1.0,37.0,1.0,2.0,38.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,9.0,4.0,209.0,52.3,0.0,2.0,63.0,7 days 03:25:00,0.6421143065558983,190.4,6.26,1.2,0.8,0.11078260869565211,0.11078260869565211,91.7,31.2,121.2,12.18,0.6,35.6,19.6,190.4,64.96000000000001,1.2,97.8,30.4,1.4,0.4,1.4,62.6,38.2,4.0,6.0,4.2,6.8,0.6,0.8,14.6,0.4,1.4,25.4,15.0,15.6,0.0,1.4,7.2,7.3,7.4,0.0,76.8,41.6,7.0,4.6,212.0,46.58,0.0,2.0,54.6
1127,2022-01-09 01:15:00+00:00,2531,401326595,Eagles,1.5757575757575757,188.0,7.6,2.0,1.0,0.1363636363636363,0.1363636363636363,160.3,33.0,149.0,15.7,1.0,47.0,20.0,188.0,57.1,2.0,106.0,34.0,0.0,0.0,0.0,65.0,40.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,84.0,28.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,40.0,8.0,3.0,87.0,29.0,0.0,0.0,42.0,6 days 07:15:00,0.8770082790772445,227.8,8.760000000000002,1.4,0.4,0.2517171717171717,0.2517171717171717,119.55999999999999,35.8,164.0,15.039999999999997,1.4,50.6,18.8,227.8,70.0,1.4,123.6,27.0,1.4,0.2,1.0,63.8,39.4,2.0,4.0,4.6,4.8,0.2,0.8,10.6,0.2,2.6,49.0,20.64,28.2,0.0,2.0,19.8,9.36,15.4,0.0,93.4,40.4,10.0,2.4,88.8,36.8,0.2,0.8,42.2
1208,2022-01-09 21:25:00+00:00,2511,401326585,Falcons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,33.0,0.0,33.0,2.0,0.0,0.0,0.0,51.0,27.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7 days 03:25:00,0.5175077639751553,167.6,6.359999999999998,0.6,0.0,0.1368012422360248,0.1368012422360248,78.44000000000001,19.8,66.6,10.12,0.6,23.8,14.0,174.2,65.12,0.6,101.8,20.2,0.8,0.8,0.4,65.2,39.0,0.4,3.0,4.2,2.4,0.2,1.2,19.4,0.2,2.2,50.6,29.52,32.0,0.0,0.4,7.2,7.2,7.2,0.0,80.0,35.4,6.6,2.0,96.6,40.36,0.2,0.8,45.2
1288,2022-01-02 18:00:00+00:00,2482,401326570,Giants,0.3636363636363636,24.0,2.2,0.0,2.0,0.1333333333333333,0.1333333333333333,5.3,40.0,161.0,20.5,0.0,28.0,4.0,24.0,24.0,0.0,28.0,11.0,4.0,2.0,2.0,68.0,36.0,2.0,4.0,7.0,5.0,0.0,2.0,17.0,0.0,3.0,53.0,17.7,26.0,0.0,2.0,17.0,8.5,17.0,0.0,100.0,38.0,3.0,4.0,156.0,39.0,0.0,1.0,46.0,7 days 00:00:00,0.6765646662705486,140.2,5.5200000000000005,0.6,1.8,0.19476190476190475,0.19476190476190475,70.32,26.8,119.0,17.64,0.2,34.8,17.2,140.2,60.5,0.6,89.8,32.0,1.4,0.8,0.8,72.4,44.4,2.0,2.8,4.0,5.2,0.0,0.4,3.4,0.0,1.6,28.0,13.74,15.8,0.0,1.6,11.0,4.76,9.0,0.0,75.0,37.0,4.6,5.0,205.4,42.64,0.6,1.6,50.8
1368,2022-01-09 18:00:00+00:00,2524,401326591,Jaguars,0.71875,223.0,7.0,2.0,0.0,0.1666666666666666,0.1666666666666666,111.9,31.0,101.0,12.2,0.0,48.0,23.0,223.0,51.0,2.0,88.0,32.0,0.0,0.0,1.0,54.0,38.0,6.0,6.0,6.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.0,14.0,3.0,152.0,50.7,1.0,0.0,57.0,7 days 00:00:00,0.6387987329434698,225.4,6.459999999999998,0.6,1.4,0.10526383526383531,0.10526383526383531,73.1,22.4,85.6,15.98,0.4,36.4,22.4,225.4,63.58,0.6,105.2,33.2,0.4,0.2,0.4,68.2,44.6,2.4,3.6,3.8,5.0,0.0,0.4,0.8,0.0,1.8,32.6,14.919999999999998,16.8,0.0,1.0,11.2,4.66,11.0,0.0,80.0,30.2,7.4,3.6,166.4,48.38,0.2,0.8,54.2
1449,2022-01-09 21:25:00+00:00,2516,401326587,Jets,0.35,87.0,4.4,1.0,0.0,0.4345991561181434,0.4345991561181434,66.0,17.0,48.0,14.3,0.0,34.0,7.0,87.0,51.0,1.0,73.0,19.0,1.0,0.0,1.0,78.0,49.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,0.0,2.0,5.0,5.0,5.0,0.0,100.0,49.0,4.0,10.0,497.0,49.7,0.0,3.0,60.0,7 days 03:25:00,0.425467720685112,118.6,4.700000000000001,0.6,0.0,0.23419255849635592,0.23419255849635592,72.97999999999999,21.8,118.0,23.1,1.0,60.6,13.8,151.8,70.28,0.6,93.2,24.8,0.6,0.4,0.6,67.8,41.8,0.9,2.0,3.8,3.8,0.4,0.6,13.6,0.2,3.4,98.6,31.919999999999995,47.8,0.2,1.6,16.8,8.64,11.4,0.0,80.0,33.8,4.8,4.2,197.0,37.94,0.0,1.8,44.8
1528,2022-01-09 18:00:00+00:00,2519,401326589,Lions,1.7,313.0,82.9,3.0,0.0,0.125,0.125,313.6,26.0,99.0,32.3,1.0,53.0,22.0,313.0,96.4,3.0,176.0,29.0,0.0,0.0,1.0,67.0,45.0,4.0,1.0,5.0,6.0,0.0,2.0,26.0,0.0,1.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.0,13.0,2.0,97.0,48.5,0.0,0.0,67.0,6 days 20:35:00,1.084710774122539,242.8,26.060000000000002,2.0,1.0,0.14852941176470588,0.14852941176470588,158.62,27.2,113.6,23.34,0.6,52.2,22.8,242.8,73.50000000000001,2.0,123.0,33.0,0.6,0.4,0.6,69.2,41.0,2.2,3.2,3.6,4.2,0.0,0.6,15.2,0.0,1.0,28.2,20.8,22.8,0.0,0.8,7.8,5.4,5.8,0.0,80.0,31.2,8.4,2.4,115.4,48.86,0.0,0.4,58.0
1608,2022-01-09 18:00:00+00:00,2520,401326589,Packers,1.3660130718954249,272.0,15.6,3.0,2.0,0.5,0.5,199.6,27.0,122.0,15.3,1.0,27.0,24.0,272.0,99.0,3.0,175.0,35.0,2.0,1.0,1.0,58.0,41.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,48.0,24.0,25.0,0.0,1.0,23.0,23.0,23.0,0.0,100.0,36.0,4.0,1.0,35.0,35.0,0.0,1.0,35.0,6 days 16:40:00,0.972154517445639,278.0,10.34,3.0,0.4,0.16190476190476188,0.16190476190476188,153.26,26.4,124.0,18.7,1.0,39.4,26.2,278.0,78.35999999999999,3.0,133.6,35.4,0.6,0.2,0.6,59.8,42.6,2.2,3.6,4.6,5.2,0.2,1.2,17.2,0.2,2.4,40.8,26.9,28.6,0.0,1.4,18.6,11.4,13.6,0.0,100.0,30.8,7.8,3.0,130.0,41.0,0.4,0.6,49.2
1689,2022-01-09 21:25:00+00:00,2533,401326596,Panthers,0.6904761904761905,219.0,5.2,2.0,1.0,0.1666666666666666,0.1666666666666666,126.9,26.0,110.0,28.4,0.0,52.0,29.0,219.0,38.7,2.0,77.0,42.0,1.0,1.0,0.0,63.0,42.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,116.0,29.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,35.0,5.0,2.0,85.0,42.5,0.0,2.0,50.0,7 days 00:00:00,0.7954784012707353,202.2,7.8,0.8,1.2,0.17476190476190478,0.17476190476190478,95.8,24.4,101.4,21.3,0.8,51.6,21.4,202.2,55.0,0.8,93.4,36.0,1.6,0.6,1.2,66.6,40.2,1.4,4.6,2.0,4.6,0.0,0.2,0.0,0.0,3.0,71.0,22.96,26.0,0.0,0.6,7.6,5.4,6.4,0.0,50.0,19.2,3.6,3.6,168.4,45.82,0.0,1.2,56.0
1769,2022-01-09 21:25:00+00:00,2526,401326592,Patriots,0.6666666666666666,261.0,8.7,1.0,1.0,0.125,0.125,91.1,27.0,134.0,32.8,2.0,53.0,20.0,261.0,86.7,1.0,147.0,30.0,2.0,2.0,0.0,83.0,51.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,24.0,0.0,2.0,20.0,10.0,11.0,0.0,100.0,43.0,6.0,3.0,138.0,46.0,1.0,2.0,47.0,7 days 03:25:00,0.7663888888888889,202.8,9.899999999999999,1.2,1.0,0.07166666666666663,0.07166666666666663,105.1,31.0,153.4,30.839999999999996,2.0,63.8,17.4,202.8,71.22,1.2,106.8,28.2,1.6,0.6,1.0,67.6,40.6,1.2,2.6,4.4,2.8,0.0,0.8,10.6,0.0,1.4,22.6,20.7,22.2,0.0,0.8,4.2,2.2,2.4,0.0,80.0,30.4,5.6,3.0,133.6,44.14,0.4,0.8,53.4
1850,2022-01-10 01:20:00+00:00,2541,401326600,Raiders,1.5555555555555556,190.0,9.2,2.0,0.0,0.1666666666666666,0.1666666666666666,171.7,34.0,174.0,17.9,1.0,61.0,21.0,190.0,68.0,2.0,131.0,33.0,2.0,0.0,2.0,68.0,48.0,3.0,6.0,16.0,10.0,0.0,1.0,0.0,0.0,2.0,40.0,20.0,22.0,0.0,3.0,32.0,10.7,13.0,0.0,100.0,52.0,17.0,4.0,181.0,45.3,0.0,2.0,54.0,7 days 07:20:00,0.9041954348236182,229.0,7.480000000000001,1.2,1.0,0.1966828836797877,0.1966828836797877,111.84,27.6,112.2,16.96,0.6,36.8,24.6,229.0,64.6,1.2,103.6,33.8,3.0,1.4,1.4,56.8,38.0,1.8,4.4,5.0,5.6,0.0,0.2,0.0,0.0,2.2,43.2,20.26,26.2,0.0,2.4,27.8,10.36,19.0,0.0,100.0,42.8,9.2,3.0,139.4,46.82,0.4,1.2,54.0
1931,2022-01-09 21:25:00+00:00,2539,401326599,Rams,0.65625,238.0,7.4,3.0,2.0,0.1351351351351351,0.1351351351351351,93.0,27.0,64.0,20.6,0.0,34.0,21.0,238.0,59.9,3.0,110.0,32.0,0.0,0.0,0.0,78.0,49.0,3.0,6.0,5.0,6.0,0.0,2.0,10.0,0.0,2.0,36.0,18.0,22.0,0.0,2.0,40.0,20.0,31.0,0.0,100.0,43.0,6.0,4.0,198.0,49.5,0.0,2.0,59.0,7 days 03:25:00,0.6914958616251721,255.0,7.9,2.2,1.6,0.10210639210639208,0.10210639210639208,96.22,26.0,101.6,16.8,0.4,34.8,22.4,255.0,59.779999999999994,2.2,116.6,32.6,0.6,0.2,0.6,68.0,45.0,3.6,6.4,5.4,5.8,0.2,1.4,21.0,0.0,1.2,25.4,17.2,19.8,0.0,1.2,26.6,15.1,22.0,0.2,80.0,37.0,8.0,2.8,129.6,46.56,0.0,1.4,52.0
2012,2022-01-09 18:00:00+00:00,2513,401326586,Ravens,0.5161290322580645,141.0,4.5,0.0,2.0,0.3333333333333333,0.3333333333333333,76.80000000000001,36.0,249.0,25.6,1.0,95.0,16.0,141.0,34.6,0.0,64.0,32.0,2.0,1.0,1.0,79.0,50.0,1.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,113.0,22.6,27.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,46.0,7.0,7.0,268.0,38.3,0.0,3.0,50.0,7 days 00:00:00,0.8503310696095078,228.8,7.0200000000000005,1.0,0.8,0.20496031746031745,0.20496031746031745,105.1,26.6,142.8,17.819999999999997,1.0,52.0,24.6,228.8,49.2,1.0,85.6,35.4,1.4,0.8,0.8,69.0,44.0,1.6,3.4,3.4,3.4,0.2,0.8,7.6,0.2,3.4,71.0,23.880000000000003,30.4,0.0,0.2,0.0,0.0,0.0,0.0,80.0,37.0,7.8,3.8,162.0,43.3,0.0,1.4,52.0
2092,2022-01-09 21:25:00+00:00,2512,401326585,Saints,1.3777777777777778,178.0,16.6,3.0,0.0,0.25,0.25,264.6,46.0,195.0,21.1,0.0,48.0,16.0,178.0,93.2,3.0,119.0,23.0,2.0,0.0,3.0,48.0,29.0,3.0,1.0,5.0,9.0,0.0,1.0,17.0,0.0,3.0,41.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,37.0,12.0,2.0,100.0,50.0,0.0,1.0,52.0,7 days 00:00:00,0.7561375661375661,172.8,9.06,0.8,0.4,0.25727668845315904,0.25727668845315904,113.01999999999998,34.4,123.0,11.42,0.6,42.2,14.6,172.8,66.30000000000001,0.8,98.8,22.0,1.0,0.0,1.4,62.4,40.8,4.0,4.8,4.0,6.6,0.0,0.8,7.2,0.0,1.2,26.0,16.1,18.0,0.0,2.8,25.4,7.44,14.4,0.0,95.0,39.0,9.6,5.6,260.2,47.1,0.2,2.2,57.8
2173,2022-01-09 21:25:00+00:00,2535,401326597,Seahawks,0.5769230769230769,238.0,9.2,3.0,1.0,0.1111111111111111,0.1111111111111111,110.7,30.0,202.0,16.6,2.0,73.0,15.0,238.0,106.2,3.0,154.0,26.0,1.0,1.0,1.0,79.0,56.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,10.0,13.0,0.0,100.0,38.0,8.0,2.0,78.0,39.0,0.0,2.0,41.0,7 days 00:00:00,0.6029401591693027,214.2,7.659999999999999,2.2,0.4,0.11949494949494947,0.11949494949494947,103.67999999999999,28.6,182.0,29.72,1.6,69.8,17.0,214.2,84.52,2.2,131.4,27.4,0.6,0.2,0.4,75.0,47.0,3.0,6.4,5.4,6.4,0.0,0.8,9.2,0.0,1.6,36.2,16.759999999999998,20.6,0.0,1.8,17.0,10.0,12.4,0.0,90.0,40.4,8.0,3.4,147.4,42.56,0.4,1.6,46.8
