pass_td_MA_5_home_y;0
pass_td_away_x;0
pass_td_away_y;0
pass_td_home_x;0
pass_td_home_y;0
pass_yds_MA_5_away_x;0
pass_yds_MA_5_away_y;0
pass_yds_MA_5_home_x;0
pass_yds_MA_5_home_y;0
pass_yds_away_x;0
pass_yds_away_y;0
pass_yds_home_x;0
pass_yds_home_y;0
people_x;0
people_y;0
punt_return_avg_MA_5_away_x;2,11874E+18
punt_return_avg_MA_5_away_y;2,11874E+18
punt_return_avg_MA_5_home_x;2,4445E+18
punt_return_avg_MA_5_home_y;2,4445E+18
punt_return_avg_away_x;0
punt_return_avg_away_y;0
punt_return_avg_home_x;5,3E+15
punt_return_avg_home_y;5,3E+15
punt_return_long_MA_5_away_x;0
punt_return_long_MA_5_away_y;0
punt_return_long_MA_5_home_x;0
punt_return_long_MA_5_home_y;0
punt_return_long_away_x;0
punt_return_long_away_y;0
punt_return_long_home_x;0
punt_return_long_home_y;0
punt_return_no_MA_5_away_x;0
punt_return_no_MA_5_away_y;0
punt_return_no_MA_5_home_x;0
punt_return_no_MA_5_home_y;0
punt_return_no_away_x;0
punt_return_no_away_y;0
punt_return_no_home_x;0
punt_return_no_home_y;0
punt_return_td_MA_5_away_x;0
punt_return_td_MA_5_away_y;0
punt_return_td_MA_5_home_x;0
punt_return_td_MA_5_home_y;0
punt_return_td_away_x;0
punt_return_td_away_y;0
punt_return_td_home_x;0
punt_return_td_home_y;0
punt_return_yds_MA_5_away_x;0
punt_return_yds_MA_5_away_y;0
punt_return_yds_MA_5_home_x;0
punt_return_yds_MA_5_home_y;0
punt_return_yds_away_x;0
punt_return_yds_away_y;0
punt_return_yds_home_x;0
punt_return_yds_home_y;0
punting_avg_MA_5_away_x;4,49179E+18
punting_avg_MA_5_away_y;4,49179E+18
punting_avg_MA_5_home_x;4,50379E+18
punting_avg_MA_5_home_y;4,50379E+18
punting_avg_away_x;0
punting_avg_away_y;0
punting_avg_home_x;0
punting_avg_home_y;0
punting_in_20_MA_5_away_x;0
punting_in_20_MA_5_away_y;0
punting_in_20_MA_5_home_x;0
punting_in_20_MA_5_home_y;0
punting_in_20_away_x;0
punting_in_20_away_y;0
punting_in_20_home_x;0
punting_in_20_home_y;0
punting_long_MA_5_away_x;0
punting_long_MA_5_away_y;0
punting_long_MA_5_home_x;0
punting_long_MA_5_home_y;0
punting_long_away_x;0
punting_long_away_y;0
punting_long_home_x;0
punting_long_home_y;0
punting_no_MA_5_away_x;0
punting_no_MA_5_away_y;0
punting_no_MA_5_home_x;0
punting_no_MA_5_home_y;0
punting_no_away_x;0
punting_no_away_y;0
punting_no_home_x;0
punting_no_home_y;0
punting_tb_MA_5_away_x;0
punting_tb_MA_5_away_y;0
punting_tb_MA_5_home_x;0
punting_tb_MA_5_home_y;0
punting_tb_away_x;0
punting_tb_away_y;0
punting_tb_home_x;0
punting_tb_home_y;0
punting_yds_MA_5_away_x;0
punting_yds_MA_5_away_y;0
punting_yds_MA_5_home_x;0
punting_yds_MA_5_home_y;0
punting_yds_away_x;0
punting_yds_away_y;0
punting_yds_home_x;0
punting_yds_home_y;0
qbr_MA_5_away_x;0
qbr_MA_5_away_y;0
qbr_MA_5_home_x;0
qbr_MA_5_home_y;0
qbr_away_x;2,22619E+16
qbr_away_y;2,22619E+16
qbr_home_x;2,69907E+16
qbr_home_y;2,69907E+16
rec_avg_MA_5_away_x;2,88436E+18
rec_avg_MA_5_away_y;2,88436E+18
rec_avg_MA_5_home_x;3,11342E+18
rec_avg_MA_5_home_y;3,11342E+18
rec_avg_away_x;8,7093E+17
rec_avg_away_y;8,7093E+17
rec_avg_home_x;9,3685E+17
rec_avg_home_y;9,3685E+17
rec_long_MA_5_away_x;0
rec_long_MA_5_away_y;0
rec_long_MA_5_home_x;0
rec_long_MA_5_home_y;0
rec_long_away_x;0
rec_long_away_y;0
