,season,week,awayteam,hometeam,awayscore,homescore,idgame,score_abs,winner_home,winner_away,winner_team,concat,home_coach,away_coach,location_x,weather_type,temperature,humidity,wind,game_date,team,delta_match,pass_yds_MA_5,pass_td_MA_5,rush_yds_MA_5,rush_td_MA_5,rec_yds_MA_5,rec_td_MA_5,fumbles_MA_5,fumbles_rec_MA_5,defense_sacks_MA_5,defense_td_MA_5,interceptions_MA_5,interceptions_td_MA_5,kicks_return_yds_MA_5,kicks_return_td_MA_5,punt_return_yds_MA_5,kicking_pct_MA_5,date,stade,location_y,attendance,capacity,people,attendance_info,month,dayofmonth,dayofweek,hour,minute,win_streak,lose_streak
4369,2021,2,Bills,Dolphins,35,0,401326353,-35,0,1,Bills,2021_02_Dolphins_Bills,Brian Flores,Sean McDermott,Home,cloudy,88,70,6,2021-09-19 17:00:00+00:00,Bills,7 days 00:00:00,319.8,2.6,122.2,1.2,319.8,2.6,2.0,0.6,2.0,0.8,1.0,0.4,83.8,0.0,26.4,80.0,2021-09-19 17:00:00+00:00,Hard Rock Stadium,"Miami Gardens, FL",65040.0,64767,100.0,1,9,19,6,17,0,1.0,0.0
4373,2021,2,Rams,Colts,27,24,401326131,-3,0,1,Rams,2021_02_Colts_Rams,Frank Reich,Sean McVay,Home,sunny,83,57,7,2021-09-19 17:00:00+00:00,Colts,7 days 00:00:00,231.4,1.6,170.4,1.4,231.4,1.6,0.6,1.0,3.0,0.2,0.4,0.2,49.0,0.0,25.0,90.0,2021-09-19 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",63076.0,63000,100.0,1,9,19,6,17,0,0.0,2.0
4377,2021,2,Texans,Browns,21,31,401326130,10,1,0,Browns,2021_02_Browns_Texans,Kevin Stefanski,David Culley,Home,sunny,75,56,7,2021-09-19 17:00:00+00:00,Browns,6 days 20:35:00,290.8,1.0,126.8,2.6,290.8,1.0,2.6,0.2,2.0,0.0,0.2,0.0,51.0,0.0,6.4,40.0,2021-09-19 17:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,1,9,19,6,17,0,1.0,0.0
4381,2021,2,Bengals,Bears,17,20,401326129,3,1,0,Bears,2021_02_Bears_Bengals,Matt Nagy,Zac Taylor,Home,sunny,81,57,4,2021-09-19 17:00:00+00:00,Bears,6 days 16:40:00,240.4,1.2,147.6,1.8,240.4,1.2,1.0,0.6,2.6,0.0,0.6,0.0,54.8,0.0,6.6,80.0,2021-09-19 17:00:00+00:00,Soldier Field,"Chicago, IL",60840.0,61500,99.0,1,9,19,6,17,0,1.0,0.0
4385,2021,2,Giants,Washington,29,30,401326127,1,1,0,Washington,2021_02_Washington_Giants,Ron Rivera,Joe Judge,Home,rain,72,93,5,2021-09-17 00:20:00+00:00,Giants,4 days 03:55:00,222.8,0.8,78.2,0.6,222.8,0.8,1.8,0.4,2.0,0.0,0.2,0.0,76.0,0.0,11.8,60.0,2021-09-17 00:20:00+00:00,FedExField,"Landover, MD",50118.0,67617,74.0,1,9,17,4,0,20,0.0,2.0
4389,2021,11,Cardinals,Seahawks,23,13,401326491,-10,0,1,Cardinals,2021_11_Seahawks_Cardinals,Pete Carroll,Kliff Kingsbury,Home,cloudy,45,75,2,2021-11-21 21:25:00+00:00,Cardinals,7 days 00:20:00,237.8,1.6,123.6,1.6,237.8,1.6,2.0,2.8,2.6,0.0,0.6,0.0,49.6,0.0,15.0,80.0,2021-11-21 21:25:00+00:00,Lumen Field,"Seattle, WA",68833.0,68740,100.0,1,11,21,6,21,25,1.0,0.0
4393,2021,11,Steelers,Chargers,37,41,401326492,4,1,0,Chargers,2021_11_Chargers_Steelers,Brandon Staley,Mike Tomlin,Home,cloudy,8,12,5,2021-11-22 01:20:00+00:00,Chargers,7 days 04:15:00,273.4,2.0,94.4,1.2,273.4,2.0,0.4,0.4,1.6,0.0,0.4,0.0,64.2,0.0,10.4,60.0,2021-11-22 01:20:00+00:00,SoFi Stadium,"Inglewood, CA",70240.0,71500,98.0,1,11,22,0,1,20,1.0,0.0
4397,2021,11,Giants,Buccaneers,10,30,401326493,20,1,0,Buccaneers,2021_11_Buccaneers_Giants,Bruce Arians,Joe Judge,Home,cloudy,69,82,6,2021-11-23 01:15:00+00:00,Buccaneers,8 days 07:15:00,314.0,3.4,105.8,0.8,314.0,3.4,0.6,1.0,3.0,0.0,1.0,0.0,20.8,0.0,18.4,50.0,2021-11-23 01:15:00+00:00,Raymond James Stadium,"Tampa, FL",65643.0,65828,100.0,1,11,23,1,1,15,1.0,0.0
4401,2021,18,Washington,Giants,22,7,401326594,-15,0,1,Washington,2021_18_Giants_Washington,Joe Judge,Ron Rivera,Home,rain,36,70,14,2022-01-09 18:00:00+00:00,Washington,7 days 00:00:00,200.0,1.0,90.8,0.8,200.0,1.0,1.2,0.8,2.6,0.2,0.6,0.2,38.0,0.0,8.6,60.0,2022-01-09 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",69923.0,82500,85.0,1,1,9,6,18,0,0.0,6.0
4403,2021,18,Bears,Vikings,17,31,401326593,14,1,0,Vikings,2021_18_Vikings_Bears,Mike Zimmer,Matt Nagy,Home,indoor,68,59,14,2022-01-09 18:00:00+00:00,Bears,7 days 00:00:00,232.2,1.4,107.8,1.0,232.2,1.4,1.8,1.4,2.8,0.2,0.6,0.0,70.8,0.0,34.6,70.0,2022-01-09 18:00:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66625.0,66468,100.0,1,1,9,6,18,0,0.0,1.0
4407,2021,18,Packers,Lions,30,37,401326589,7,1,0,Lions,2021_18_Lions_Packers,Dan Campbell,Matt LaFleur,Home,indoor,68,70,5,2022-01-09 18:00:00+00:00,Lions,6 days 20:35:00,239.4,2.0,113.8,0.4,239.4,2.0,1.0,0.8,2.0,0.0,0.2,0.0,29.2,0.0,7.8,80.0,2022-01-09 18:00:00+00:00,Ford Field,"Detroit, MI",56735.0,64500,88.0,1,1,9,6,18,0,1.0,0.0
4411,2021,18,Bengals,Browns,16,21,401326588,5,1,0,Browns,2021_18_Browns_Bengals,Kevin Stefanski,Zac Taylor,Home,rain,37,87,23,2022-01-09 18:00:00+00:00,Bengals,7 days 00:00:00,355.2,2.4,81.4,0.6,313.2,2.0,1.0,0.8,1.8,0.0,0.4,0.0,32.0,0.0,13.2,73.4,2022-01-09 18:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,1,1,9,6,18,0,0.0,1.0
4415,2021,18,Cowboys,Eagles,51,26,401326595,-25,0,1,Cowboys,2021_18_Eagles_Cowboys,Nick Sirianni,Mike McCarthy,Home,cloudy,26,60,4,2022-01-09 01:15:00+00:00,Cowboys,6 days 03:50:00,264.6,2.2,109.2,0.6,264.6,2.2,2.0,2.4,2.8,0.8,2.0,0.4,37.8,0.0,17.0,60.0,2022-01-09 01:15:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,1,1,9,6,1,15,1.0,0.0
4419,2021,18,Chiefs,Broncos,28,24,401326598,-4,0,1,Chiefs,2021_18_Broncos_Chiefs,Vic Fangio,Andy Reid,Home,cloudy,44,46,8,2022-01-08 21:30:00+00:00,Broncos,6 days 00:25:00,204.2,1.0,114.4,0.8,204.2,1.0,0.8,0.8,1.6,0.0,0.6,0.0,12.4,0.0,8.2,83.4,2022-01-08 21:30:00+00:00,Empower Field at Mile High,"Denver, CO",76012.0,76125,100.0,1,1,8,5,21,30,0.0,4.0
4423,2021,1,Bears,Rams,14,34,401326323,20,1,0,Rams,2021_01_Rams_Bears,Sean McVay,Matt Nagy,Home,sunny,71,67,10,2021-09-13 00:20:00+00:00,Bears,252 days 02:55:00,250.6,1.4,148.8,2.0,250.6,1.4,1.0,0.6,2.8,0.0,0.8,0.0,47.0,0.0,7.0,100.0,2021-09-13 00:20:00+00:00,SoFi Stadium,"Inglewood, CA",70445.0,71500,99.0,1,9,13,0,0,20,0.0,2.0
4427,2021,1,Ravens,Raiders,27,33,401326321,6,1,0,Raiders,2021_01_Raiders_Ravens,Jon Gruden,John Harbaugh,Home,sunny,103,7,16,2021-09-14 00:15:00+00:00,Raiders,253 days 02:50:00,342.4,1.8,106.8,1.4,342.4,1.8,1.4,0.4,1.8,0.0,0.2,0.0,11.8,0.0,26.4,100.0,2021-09-14 00:15:00+00:00,Allegiant Stadium,"Las Vegas, NV",61756.0,65000,95.0,1,9,14,1,0,15,2.0,0.0
4431,2021,12,Jets,Texans,21,14,401326498,-7,0,1,Jets,2021_12_Texans_Jets,David Culley,Robert Saleh,Home,cloudy,56,88,6,2021-11-28 18:00:00+00:00,Jets,7 days 00:00:00,335.2,2.2,83.8,0.6,335.2,2.2,1.0,0.2,1.4,0.0,0.6,0.0,84.2,0.0,10.4,60.0,2021-11-28 18:00:00+00:00,NRG Stadium,"Houston, TX",65120.0,71995,90.0,1,11,28,6,18,0,1.0,0.0
4435,2021,12,Chargers,Broncos,13,28,401326504,15,1,0,Broncos,2021_12_Broncos_Chargers,Vic Fangio,Brandon Staley,Home,cloudy,66,19,5,2021-11-28 21:05:00+00:00,Broncos,13 days 23:40:00,241.8,1.4,104.4,0.8,241.8,1.4,0.8,0.4,2.4,0.0,0.8,0.0,29.2,0.0,11.8,58.4,2021-11-28 21:05:00+00:00,Empower Field at Mile High,"Denver, CO",75807.0,76125,100.0,1,11,28,6,21,5,1.0,0.0
4439,2021,12,Rams,Packers,28,36,401326505,8,1,0,Packers,2021_12_Packers_Rams,Matt LaFleur,Sean McVay,Home,cloudy,37,41,14,2021-11-28 21:25:00+00:00,Packers,7 days 03:25:00,265.0,2.0,106.2,0.6,265.0,2.0,1.8,1.6,2.4,0.0,1.0,0.0,18.6,0.0,11.2,50.0,2021-11-28 21:25:00+00:00,Lambeau Field,"Green Bay, WI",77948.0,81041,96.0,1,11,28,6,21,25,1.0,0.0
4443,2021,12,Vikings,49ers,26,34,401326506,8,1,0,49ers,2021_12_49ers_Vikings,Kyle Shanahan,Mike Zimmer,Home,cloudy,67,49,3,2021-11-28 21:25:00+00:00,49ers,7 days 03:25:00,237.4,1.4,124.4,1.2,237.4,1.4,1.2,1.2,2.4,0.2,0.6,0.2,47.6,0.0,16.8,96.0,2021-11-28 21:25:00+00:00,Levi's Stadium,"Santa Clara, CA",71493.0,68500,100.0,1,11,28,6,21,25,3.0,0.0
4447,2021,2,Vikings,Cardinals,33,34,401326357,1,1,0,Cardinals,2021_02_Cardinals_Vikings,Kliff Kingsbury,Mike Zimmer,Home,cloudy,68,70,5,2021-09-19 20:05:00+00:00,Cardinals,7 days 03:05:00,280.8,1.8,113.2,0.8,280.8,1.8,2.0,1.6,5.0,0.0,0.4,0.0,22.6,0.0,20.8,70.0,2021-09-19 20:05:00+00:00,State Farm Stadium,"Glendale, AZ",60115.0,65000,92.0,1,9,19,6,20,5,2.0,0.0
4451,2021,12,Browns,Ravens,10,16,401326507,6,1,0,Ravens,2021_12_Ravens_Browns,John Harbaugh,Kevin Stefanski,Home,cloudy,45,63,3,2021-11-29 01:20:00+00:00,Browns,7 days 07:20:00,194.4,1.0,142.8,1.0,194.4,1.0,1.2,1.0,2.2,0.2,1.0,0.2,46.8,0.0,6.0,43.4,2021-11-29 01:20:00+00:00,M&T Bank Stadium,"Baltimore, MD",70355.0,70745,99.0,1,11,29,0,1,20,0.0,1.0
4455,2021,17,Cardinals,Cowboys,25,22,401326572,-3,0,1,Cardinals,2021_17_Cowboys_Cardinals,Mike McCarthy,Kliff Kingsbury,Home,cloudy,68,70,5,2022-01-02 21:25:00+00:00,Cardinals,7 days 20:10:00,278.4,1.2,114.6,1.2,278.4,1.2,2.0,2.0,2.8,0.0,0.8,0.0,55.4,0.0,17.2,73.2,2022-01-02 21:25:00+00:00,AT&T Stadium,"Arlington, TX",93459.0,100000,93.0,1,1,2,6,21,25,1.0,0.0
4459,2021,17,Panthers,Saints,10,18,401326575,8,1,0,Saints,2021_17_Saints_Panthers,Sean Payton,Matt Rhule,Home,cloudy,6,77,14,2022-01-02 21:25:00+00:00,Panthers,7 days 03:25:00,205.6,0.8,96.8,1.0,205.6,0.8,1.4,1.8,1.8,0.0,0.2,0.0,48.4,0.0,9.6,40.0,2022-01-02 21:25:00+00:00,Caesars Superdome,"New Orleans, LA",69170.0,73000,95.0,1,1,2,6,21,25,0.0,6.0
4463,2021,17,Lions,Seahawks,29,51,401326582,22,1,0,Seahawks,2021_17_Seahawks_Lions,Pete Carroll,Dan Campbell,Home,rain,39,74,10,2022-01-02 21:25:00+00:00,Lions,7 days 03:25:00,221.2,2.0,110.0,0.0,221.2,2.0,1.4,0.8,2.0,0.0,0.4,0.0,31.2,0.0,9.6,80.0,2022-01-02 21:25:00+00:00,Lumen Field,"Seattle, WA",68043.0,68740,99.0,1,1,2,6,21,25,0.0,2.0
4467,2021,17,Vikings,Packers,10,37,401326583,27,1,0,Packers,2021_17_Packers_Vikings,Matt LaFleur,Mike Zimmer,Home,cloudy,11,61,8,2022-01-03 01:20:00+00:00,Packers,8 days 03:50:00,300.6,3.2,102.2,0.6,300.6,3.2,1.0,1.4,2.4,0.4,1.4,0.4,35.4,0.0,7.4,85.0,2022-01-03 01:20:00+00:00,Lambeau Field,"Green Bay, WI",77832.0,81041,96.0,1,1,3,0,1,20,5.0,0.0
4471,2021,16,Browns,Packers,22,24,401326554,2,1,0,Packers,2021_16_Packers_Browns,Matt LaFleur,Kevin Stefanski,Home,cloudy,35,49,10,2021-12-25 21:30:00+00:00,Browns,4 days 23:30:00,182.8,1.2,102.4,0.4,182.8,1.2,1.4,1.4,2.0,0.2,1.4,0.0,53.2,0.0,8.8,20.0,2021-12-25 21:30:00+00:00,Lambeau Field,"Green Bay, WI",77901.0,81041,96.0,1,12,25,5,21,30,0.0,2.0
4475,2021,17,Browns,Steelers,14,26,401326584,12,1,0,Steelers,2021_17_Steelers_Browns,Mike Tomlin,Kevin Stefanski,Home,cloudy,27,61,7,2022-01-04 01:15:00+00:00,Browns,9 days 03:45:00,196.4,1.4,126.4,0.6,196.4,1.4,1.0,1.2,1.6,0.2,1.4,0.0,37.6,0.0,14.0,40.0,2022-01-04 01:15:00+00:00,Acrisure Stadium,"Pittsburgh, PA",63624.0,68400,93.0,1,1,4,1,1,15,0.0,3.0
4479,2021,12,Seahawks,Washington,15,17,401326508,2,1,0,Washington,2021_12_Washington_Seahawks,Ron Rivera,Pete Carroll,Home,cloudy,38,55,3,2021-11-30 01:15:00+00:00,Seahawks,8 days 03:50:00,187.8,0.8,63.8,0.4,173.4,0.8,0.8,1.0,1.2,0.2,0.4,0.0,43.4,0.2,13.6,66.6,2021-11-30 01:15:00+00:00,FedExField,"Landover, MD",52680.0,67617,78.0,1,11,30,1,1,15,0.0,3.0
4483,2021,16,49ers,Titans,17,20,401326553,3,1,0,Titans,2021_16_Titans_49ers,Mike Vrabel,Kyle Shanahan,Home,cloudy,54,33,6,2021-12-24 01:20:00+00:00,49ers,4 days 04:15:00,247.2,1.6,142.4,1.8,247.2,1.6,1.2,2.4,3.2,0.0,0.4,0.0,29.8,0.0,9.0,86.8,2021-12-24 01:20:00+00:00,Nissan Stadium,"Nashville, TN",69361.0,69143,100.0,1,12,24,4,1,20,0.0,1.0
4487,2021,4,Texans,Bills,0,40,401326381,40,1,0,Bills,2021_04_Bills_Texans,Sean McDermott,David Culley,Home,rain,68,67,5,2021-10-03 17:00:00+00:00,Bills,7 days 00:00:00,308.0,3.0,118.0,1.4,308.0,3.0,1.4,1.0,2.6,0.4,1.2,0.2,44.8,0.0,33.8,60.0,2021-10-03 17:00:00+00:00,Highmark Stadium,"Orchard Park, NY",68087.0,71621,95.0,1,10,3,6,17,0,3.0,0.0
4491,2021,13,Patriots,Bills,14,10,401326522,-4,0,1,Patriots,2021_13_Bills_Patriots,Sean McDermott,Bill Belichick,Home,cloudy,36,61,27,2021-12-07 01:15:00+00:00,Bills,10 days 23:55:00,273.4,2.0,103.4,1.0,273.4,2.0,1.6,1.2,1.4,0.0,1.2,0.0,63.6,0.0,20.0,80.0,2021-12-07 01:15:00+00:00,Highmark Stadium,"Orchard Park, NY",69694.0,71621,97.0,1,12,7,1,1,15,0.0,1.0
4495,2021,14,Falcons,Panthers,29,21,401326524,-8,0,1,Falcons,2021_14_Panthers_Falcons,Matt Rhule,Arthur Smith,Home,sunny,51,31,9,2021-12-12 18:00:00+00:00,Falcons,7 days 00:00:00,223.8,0.6,89.4,0.8,223.8,0.6,1.6,2.0,1.0,0.2,0.6,0.2,61.0,0.0,6.4,60.0,2021-12-12 18:00:00+00:00,Bank of America Stadium,"Charlotte, NC",72243.0,73778,98.0,1,12,12,6,18,0,1.0,0.0
4499,2021,14,Cowboys,Washington,27,20,401326531,-7,0,1,Cowboys,2021_14_Washington_Cowboys,Ron Rivera,Mike McCarthy,Home,sunny,48,32,11,2021-12-12 18:00:00+00:00,Cowboys,9 days 16:40:00,275.6,1.4,96.8,1.0,275.6,1.4,1.0,0.4,2.8,0.6,1.6,0.2,61.6,0.2,17.2,53.4,2021-12-12 18:00:00+00:00,FedExField,"Landover, MD",61308.0,67617,91.0,1,12,12,6,18,0,2.0,0.0
4503,2021,14,Saints,Jets,30,9,401326529,-21,0,1,Saints,2021_14_Jets_Saints,Robert Saleh,Sean Payton,Home,sunny,48,30,14,2021-12-12 18:00:00+00:00,Jets,7 days 00:00:00,229.2,1.4,84.0,0.6,251.4,1.6,0.8,0.2,1.8,0.0,0.6,0.0,77.8,0.0,10.6,60.0,2021-12-12 18:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",69129.0,82500,84.0,1,12,12,6,18,0,0.0,2.0
4507,2021,14,Raiders,Chiefs,9,48,401326528,39,1,0,Chiefs,2021_14_Chiefs_Raiders,Andy Reid,Rich Bisaccia,Home,cloudy,5,24,20,2021-12-12 18:00:00+00:00,Chiefs,6 days 16:40:00,261.4,1.4,98.6,0.8,261.4,1.4,1.2,1.4,2.4,0.2,1.4,0.2,30.0,0.0,14.2,86.8,2021-12-12 18:00:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",73278.0,72936,100.0,1,12,12,6,18,0,6.0,0.0
4511,2021,14,Jaguars,Titans,0,20,401326530,20,1,0,Titans,2021_14_Titans_Jaguars,Mike Vrabel,Urban Meyer,Home,sunny,44,51,4,2021-12-12 18:00:00+00:00,Jaguars,6 days 20:55:00,168.8,0.2,102.8,0.8,168.8,0.2,2.2,1.0,1.8,0.0,0.6,0.0,50.0,0.0,14.6,65.0,2021-12-12 18:00:00+00:00,Nissan Stadium,"Nashville, TN",67808.0,69143,98.0,1,12,12,6,18,0,0.0,5.0
4515,2021,14,Ravens,Browns,22,24,401326526,2,1,0,Browns,2021_14_Browns_Ravens,Kevin Stefanski,John Harbaugh,Home,sunny,47,41,16,2021-12-12 18:00:00+00:00,Browns,13 days 16:40:00,204.0,1.0,114.4,0.8,204.0,1.0,1.6,1.0,2.2,0.2,1.6,0.2,44.6,0.0,2.8,43.4,2021-12-12 18:00:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,1,12,12,6,18,0,1.0,0.0
4519,2021,14,Seahawks,Texans,33,13,401326527,-20,0,1,Seahawks,2021_14_Texans_Seahawks,David Culley,Pete Carroll,Home,cloudy,55,46,4,2021-12-12 18:00:00+00:00,Seahawks,6 days 20:35:00,208.2,1.2,82.0,0.8,208.2,1.2,1.4,1.0,1.2,0.2,1.0,0.0,78.6,0.2,5.8,40.0,2021-12-12 18:00:00+00:00,NRG Stadium,"Houston, TX",67610.0,71995,94.0,1,12,12,6,18,0,2.0,0.0
4523,2021,14,Steelers,Vikings,28,36,401326523,8,1,0,Vikings,2021_14_Vikings_Steelers,Mike Zimmer,Mike Tomlin,Home,indoor,33,76,11,2021-12-10 01:20:00+00:00,Steelers,4 days 03:55:00,248.6,1.8,82.2,0.6,248.6,1.8,1.0,1.0,3.6,0.0,0.8,0.0,53.2,0.0,18.6,100.0,2021-12-10 01:20:00+00:00,U.S. Bank Stadium,"Minneapolis, MN",66718.0,66468,100.0,1,12,10,4,1,20,0.0,1.0
4527,2021,9,Titans,Rams,28,16,401326463,-12,0,1,Titans,2021_09_Rams_Titans,Sean McVay,Mike Vrabel,Home,cloudy,59,80,6,2021-11-08 01:20:00+00:00,Rams,7 days 08:20:00,308.0,2.6,116.4,1.0,308.0,2.6,0.6,0.4,3.2,0.0,1.6,0.0,39.0,0.0,10.6,93.4,2021-11-08 01:20:00+00:00,SoFi Stadium,"Inglewood, CA",71785.0,71500,100.0,1,11,8,0,1,20,0.0,1.0
4531,2021,9,Cardinals,49ers,31,17,401326462,-14,0,1,Cardinals,2021_09_49ers_Cardinals,Kyle Shanahan,Kliff Kingsbury,Home,cloudy,62,36,11,2021-11-07 21:25:00+00:00,49ers,7 days 04:25:00,254.8,1.2,123.6,1.4,254.8,1.2,1.2,1.0,2.2,0.0,0.2,0.0,60.4,0.0,22.0,56.0,2021-11-07 21:25:00+00:00,Levi's Stadium,"Santa Clara, CA",59012.0,68500,86.0,1,11,7,6,21,25,0.0,1.0
4535,2021,9,Packers,Chiefs,7,13,401326461,6,1,0,Chiefs,2021_09_Chiefs_Packers,Andy Reid,Matt LaFleur,Home,cloudy,72,41,14,2021-11-07 21:25:00+00:00,Chiefs,5 days 21:10:00,302.0,2.0,122.6,0.8,302.0,2.0,2.0,1.0,1.4,0.0,0.6,0.0,44.8,0.0,11.2,70.0,2021-11-07 21:25:00+00:00,GEHA Field at Arrowhead Stadium,"Kansas City, MO",73476.0,72936,100.0,1,11,7,6,21,25,2.0,0.0
4539,2021,9,Chargers,Eagles,27,24,401326460,-3,0,1,Chargers,2021_09_Eagles_Chargers,Nick Sirianni,Brandon Staley,Home,cloudy,52,47,4,2021-11-07 21:05:00+00:00,Chargers,7 days 01:00:00,263.8,2.8,109.2,1.0,263.8,2.8,0.6,0.8,2.2,0.0,1.0,0.0,56.6,0.0,7.8,40.0,2021-11-07 21:05:00+00:00,Lincoln Financial Field,"Philadelphia, PA",69796.0,69879,100.0,1,11,7,6,21,5,1.0,0.0
4543,2021,7,Broncos,Browns,14,17,401326423,3,1,0,Browns,2021_07_Browns_Broncos,Kevin Stefanski,Vic Fangio,Home,cloudy,61,69,25,2021-10-22 00:20:00+00:00,Broncos,4 days 03:55:00,272.6,1.6,108.0,0.4,272.6,1.6,0.4,0.2,2.4,0.0,0.8,0.0,28.4,0.0,18.6,80.0,2021-10-22 00:20:00+00:00,FirstEnergy Stadium,"Cleveland, OH",67431.0,67431,100.0,1,10,22,4,0,20,0.0,4.0
4547,2021,7,Washington,Packers,10,24,401326425,14,1,0,Packers,2021_07_Packers_Washington,Matt LaFleur,Ron Rivera,Home,sunny,5,56,8,2021-10-24 17:00:00+00:00,Packers,7 days 00:00:00,260.6,2.4,122.8,0.8,226.0,2.2,0.4,0.6,2.6,0.0,1.0,0.0,33.4,0.0,6.2,71.4,2021-10-24 17:00:00+00:00,Lambeau Field,"Green Bay, WI",78219.0,81041,97.0,1,10,24,6,17,0,6.0,0.0
4551,2021,9,Bears,Steelers,27,29,401326464,2,1,0,Steelers,2021_09_Steelers_Bears,Mike Tomlin,Matt Nagy,Home,cloudy,55,50,6,2021-11-09 01:15:00+00:00,Bears,8 days 08:15:00,172.2,0.6,158.0,1.2,172.2,0.6,2.0,1.8,2.0,0.0,0.2,0.0,73.6,0.0,13.6,80.0,2021-11-09 01:15:00+00:00,Acrisure Stadium,"Pittsburgh, PA",60788.0,68400,89.0,1,11,9,1,1,15,0.0,4.0
4555,2021,7,Chiefs,Titans,3,27,401326429,24,1,0,Titans,2021_07_Titans_Chiefs,Mike Vrabel,Andy Reid,Home,cloudy,7,57,12,2021-10-24 17:00:00+00:00,Chiefs,7 days 00:00:00,310.0,3.0,135.4,0.8,310.0,3.0,1.8,0.8,1.0,0.2,0.6,0.2,67.4,0.0,15.2,60.0,2021-10-24 17:00:00+00:00,Nissan Stadium,"Nashville, TN",69484.0,69143,100.0,1,10,24,6,17,0,0.0,1.0
4559,2021,14,Lions,Broncos,10,38,401326532,28,1,0,Broncos,2021_14_Broncos_Lions,Vic Fangio,Dan Campbell,Home,cloudy,61,11,7,2021-12-12 21:05:00+00:00,Broncos,6 days 19:45:00,220.0,0.8,134.0,1.2,220.0,0.8,1.2,0.8,2.6,0.2,1.4,0.2,15.0,0.0,12.4,58.4,2021-12-12 21:05:00+00:00,Empower Field at Mile High,"Denver, CO",76211.0,76125,100.0,1,12,12,6,21,5,1.0,0.0
4563,2021,14,49ers,Bengals,26,23,401326525,-3,0,1,49ers,2021_14_Bengals_49ers,Zac Taylor,Kyle Shanahan,Home,sunny,45,44,7,2021-12-12 21:25:00+00:00,49ers,7 days 00:00:00,242.6,1.8,129.0,1.2,242.6,1.8,0.8,1.2,2.4,0.2,0.8,0.2,27.4,0.0,13.4,93.4,2021-12-12 21:25:00+00:00,Paycor Stadium,"Cincinnati, OH",50481.0,65515,77.0,1,12,12,6,21,25,1.0,0.0
4567,2021,6,Bengals,Lions,34,11,401326414,-23,0,1,Bengals,2021_06_Lions_Bengals,Dan Campbell,Zac Taylor,Home,indoor,68,70,5,2021-10-17 17:00:00+00:00,Bengals,7 days 00:00:00,253.8,2.2,99.0,0.6,253.8,2.2,0.2,0.2,2.6,0.0,0.8,0.0,56.2,0.0,17.6,70.0,2021-10-17 17:00:00+00:00,Ford Field,"Detroit, MI",50831.0,64500,79.0,1,10,17,6,17,0,1.0,0.0
4571,2021,6,Texans,Colts,3,31,401326415,28,1,0,Colts,2021_06_Colts_Texans,Frank Reich,David Culley,Home,sunny,58,50,10,2021-10-17 17:00:00+00:00,Colts,5 days 16:45:00,269.4,1.4,114.2,0.6,269.4,1.4,0.8,1.4,2.0,0.2,0.6,0.0,41.0,0.0,7.2,85.0,2021-10-17 17:00:00+00:00,Lucas Oil Stadium,"Indianapolis, IN",57947.0,63000,92.0,1,10,17,6,17,0,1.0,0.0
4575,2021,6,Rams,Giants,38,11,401326416,-27,0,1,Rams,2021_06_Giants_Rams,Joe Judge,Sean McVay,Home,cloudy,61,56,13,2021-10-17 17:00:00+00:00,Giants,6 days 20:35:00,295.6,1.0,95.8,1.0,295.6,1.0,1.4,1.6,1.6,0.0,0.6,0.0,32.2,0.0,15.8,66.8,2021-10-17 17:00:00+00:00,MetLife Stadium,"East Rutherford, NJ",73920.0,82500,90.0,1,10,17,6,17,0,0.0,2.0
4579,2021,6,Chiefs,Washington,31,13,401326417,-18,0,1,Chiefs,2021_06_Washington_Chiefs,Ron Rivera,Andy Reid,Home,sunny,62,44,15,2021-10-17 17:00:00+00:00,Chiefs,6 days 16:40:00,298.0,3.2,128.2,0.6,298.0,3.2,1.4,0.6,1.4,0.2,0.6,0.2,71.6,0.0,5.4,60.0,2021-10-17 17:00:00+00:00,FedExField,"Landover, MD",51322.0,67617,76.0,1,10,17,6,17,0,1.0,0.0
4583,2021,6,Vikings,Panthers,34,28,401326412,-6,0,1,Vikings,2021_06_Panthers_Vikings,Matt Rhule,Mike Zimmer,Home,sunny,63,36,8,2021-10-17 17:00:00+00:00,Panthers,7 days 00:00:00,273.2,1.2,107.8,1.4,273.2,1.2,0.8,0.8,3.2,0.0,0.8,0.0,22.4,0.0,24.0,73.4,2021-10-17 17:00:00+00:00,Bank of America Stadium,"Charlotte, NC",72104.0,73778,98.0,1,10,17,6,17,0,0.0,3.0
